"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","comment"
"sample_00002",69.0261176470588,7.64805080173258,4829.41058823529,960.112487340753,290.697802941176,44.3476807042571,121.27185,19.5835200869047,49.8172235294118,6.73039081367013,2.42603921568627,0.235349438986739,-0.04,0.38,2.04,51,658.54,20,10.03,1341.85,657.77,42.67,5.02,11.19,279.65,1066.77,125.39,"sample_00002-139","13.04.2022","t0",NA
"sample_00002",56.791768,4.10120586738945,3838.97232,347.230828719199,236.4022584,22.77686702649,85.23549,7.49293944918772,57.3735636,2.12667252767671,1.488336,0.150404719812696,-0.03,0.63,5,125,460.19,305,61.09,2130.81,426.16,51.13,1.16,7.57,189.28,1278.29,28.93,"sample_00002-15","13.04.2022","t0",NA
"sample_00002",41.7070970873786,12.6769592920559,2929.19985436893,712.967984450013,217.639175242718,40.0988643522616,85.0631330097087,16.6217678547156,44.0295160194175,6.33477301486126,1.97346601941748,0.481096354450304,-0.11,0.55,4.12,103,907.52,908,220.27,1793.67,435.36,43.47,2.35,9.45,236.28,1086.76,58.87,"sample_00002-16","13.04.2022","t0",NA
"sample_00002",34.1795882352941,1.81571116575108,2322.88345588235,273.663572625592,195.201423529412,16.7750640222246,79.2418235294117,8.86126104811919,37.2561882352941,1.67184671347054,2.12602941176471,0.240809302812112,0,0.06,1.36,34,813.83,814,598.4,823.01,605.15,33.41,3.58,5.53,138.28,835.22,89.43,"sample_00002-167","13.04.2022","t0",NA
"sample_00002",27.7505128205128,1.86927382286045,964.803461538462,89.9088699458472,111.649984615385,6.4023253296644,39.1045153846154,2.2653255363295,31.3937307692308,2.49080872104179,1.2524358974359,0.115082532140107,-0.01,0.46,1.6,39,262.99,263,164.37,685.98,428.74,51.53,3.74,8.85,175.33,691.25,93.46,"sample_00002-173","13.04.2022","t0",NA
"sample_00002",23.9099487179487,2.83115669079393,318.797307692308,57.1671212737862,62.1167192307692,5.82797191168338,22.4227730769231,2.01998326897859,17.9938384615385,2.11409517834156,1.25694871794872,0.139915002152237,0,0.17,1.56,39,340.57,341,218.31,351.09,225.06,10.66,7.38,0.9,22.51,266.44,184.53,"sample_00002-175","13.04.2022","t0",NA
"sample_00002",24.7970285714286,3.80391458960924,468.642857142857,139.025422722924,75.4827428571429,11.9097678092034,26.71704,3.15454656447969,21.9342214285714,4.45764851295411,1.2502,0.201626737255927,0.04,0.99,1.4,35,53.65,54,38.32,106.65,76.18,5.59,0.4,1.29,32.16,139.73,10.04,"sample_00002-178","13.04.2022","t0",NA
"sample_00002",85.41325,15.4738134063111,9198.72703125,1050.2597464198,427.6932890625,44.8894540235607,181.7641265625,27.3331874785974,65.0595796875,5.07080952595827,2.83396875,0.560438291315838,-0.04,0.4,2.56,64,2106.55,2107,822.87,2378.68,929.17,64.03,2.49,21.05,526.14,1600.7,62.33,"sample_00002-19","13.04.2022","t0",NA
"sample_00002",24.7392983870968,4.41753369182074,457.947217741935,151.123695093524,80.6082931451613,15.3032068181714,32.5554024193548,6.04410651185942,17.5353568548387,3.43106137357542,1.88078225806452,0.304679934967985,-0.28,0.7,5,124,139.05,138,27.59,603.83,120.77,9.06,0.16,2.16,53.27,226.56,4.01,"sample_00002-2","13.04.2022","t0",NA
"sample_00002",30.2561621621622,2.77385891968325,950.458378378379,38.8434892443032,111.535686486487,3.09357250650551,40.2417851351351,2.08848433994025,30.1659324324324,2.20436116373178,1.3452972972973,0.164317758704973,-0.2,0.51,1.48,37,429.31,415,280.11,540.75,365.37,27.05,4.54,6.82,170.59,676.27,113.57,"sample_00002-21","13.04.2022","t0",NA
"sample_00002",59.18756,4.36562610054156,6019.7175,737.713412379584,357.102378,31.8487746320025,156.697578,15.9763771283917,48.732894,4.14141512127848,3.22526666666667,0.31216377948959,-0.01,0.09,3,75,2321.71,2322,773.9,2537.73,845.91,59.39,4.8,12.49,312.28,1484.8,120.07,"sample_00002-23","13.04.2022","t0",NA
"sample_00002",29.8346833333333,6.06933283886817,361.5384375,89.5981745844864,66.63434625,8.64020353006648,24.767235,2.97667435798251,18.37076625,2.9743097387289,1.37113333333333,0.21334750653199,0.51,0.59,5,120,92.69,87,17.38,859.64,171.93,22.64,0.05,3.1,56.31,303.41,1.18,"sample_00002-24","13.04.2022","t0",NA
"sample_00002",41.3521875,5.81211688073156,2147.70234375,315.393342619538,179.236850625,18.8837677840669,69.332608125,9.7644818922079,39.447759375,4.50966165837792,1.7841625,0.362864498326262,-0.01,0.45,3.2,80,771.07,400,125.06,1263.96,394.99,32.61,1.05,6.6,164.98,815.19,26.15,"sample_00002-25","13.04.2022","t0",NA
"sample_00002",37.326568,2.58724755769026,1030.47066,41.9252851606379,128.3612832,4.91357780278997,53.4829392,2.58000017316504,24.5681424,1.17110059211713,2.184688,0.182090345176376,0,0.32,5,125,506.67,507,101.33,549.03,109.81,8.55,2.25,1.03,25.86,213.73,56.31,"sample_00002-30","13.04.2022","t0",NA
"sample_00002",69.9425227272727,11.3824816652581,7766.58375,3606.86340804726,452.753642045454,181.115251007692,199.558043181818,86.735234361765,47.1612375,7.66560500723793,4.07061363636364,1.56833163044859,0,0.15,1.76,44,371.92,372,211.32,374.09,212.55,14.51,3.72,3.34,83.51,362.77,93.07,"sample_00002-31","13.04.2022","t0",NA
"sample_00002",39.966672,6.41298164358072,889.6716,166.276792098793,109.5386004,12.4183160945895,40.5289332,5.4784169809439,27.8748864,3.28529373202159,1.469648,0.246229543312739,-0.12,0.71,5,125,191.75,192,38.35,396.97,79.39,6.5,0.52,1.33,33.23,162.61,12.95,"sample_00002-33","13.04.2022","t0",NA
"sample_00002",39.099152,2.67741164143234,651.76974,41.8776467769982,98.5176108,4.20348488357876,40.2659424,2.14561724238241,20.6375364,1.30404110853803,1.961448,0.189355207088722,-0.01,0.38,5,125,444.2,444,88.84,495.8,99.16,8.12,1.22,1.1,27.43,202.95,30.39,"sample_00002-36","13.04.2022","t0",NA
"sample_00002",40.037256,5.430688008014,793.09368,108.56742841088,107.6063616,11.8597633026789,42.9122772,6.95438415734156,23.6925972,1.81588682562543,1.833552,0.384302687659006,-0.16,0.71,5,125,251.36,251,50.27,384.06,76.81,6.83,0.22,1.23,30.85,170.71,5.47,"sample_00002-37","13.04.2022","t0",NA
"sample_00002",76.4935283018868,7.07930980252622,1979.44132075472,187.09325987968,167.262936792453,8.46783252895867,63.0330919811321,4.90923573604912,40.105125,3.75488857787418,1.58880188679245,0.214854742506091,0,0.38,4.28,106,3275.52,3262,762.2,3948.99,922.66,96.08,1.55,14.72,339.6,1392.43,38.8,"sample_00002-39","13.04.2022","t0",NA
"sample_00002",42.1865606060606,6.06122352494505,974.706136363636,265.233439978309,121.483922727273,19.2719175736797,48.2633590909091,8.22904560584458,25.2413795454545,4.80960486417925,1.94236363636364,0.314270566250148,0.04,0.42,2.64,66,142.91,141,53.41,219.09,82.99,6.58,0.77,1.44,36.04,164.39,19.26,"sample_00002-4","13.04.2022","t0",NA
"sample_00002",37.367008,3.68463924897632,699.533820000001,55.9446963757801,96.290208,4.45512964562091,35.3643084,2.41050807150103,25.2627336,2.2743586856605,1.414952,0.189609312075664,-0.02,0.62,5,125,113.14,93,18.59,447.64,89.53,7.93,0.24,1.33,33.22,198.29,5.92,"sample_00002-40","13.04.2022","t0",NA
"sample_00002",30.969552,5.31657173291453,449.16606,88.5456682079567,75.680406,7.63548591061193,28.7346852,2.97966538040675,19.8286704,2.88146016382835,1.475048,0.24086516961878,-0.02,0.61,5,125,707.58,708,141.52,828.16,165.63,11,0.39,2.38,59.4,274.89,9.87,"sample_00002-42","13.04.2022","t0",NA
"sample_00002",36.2316504065041,4.29362258487781,539.682256097561,128.818564841363,82.4768670731707,10.4818395501259,29.8924243902439,3.53287259211327,22.7639634146341,4.02156859777902,1.34961788617886,0.284304342825771,0.47,1.06,5,123,40.37,26,5.28,527.36,105.47,13.87,0.13,2.95,68.82,326.63,3.18,"sample_00002-43","13.04.2022","t0",NA
"sample_00002",39.797472,7.40139537146707,513.7263,83.9112010806326,80.182062,7.24837485713678,28.9687104,2.61744724860034,22.4966484,2.37452606325516,1.297704,0.146056718103707,0.1,0.63,5,125,252.33,252,50.47,531.37,106.27,9.5,0.77,2.05,51.33,237.52,19.28,"sample_00002-44","13.04.2022","t0",NA
"sample_00002",37.104536,4.65860532837333,584.71632,39.8663592197369,91.812852,4.80661919004206,36.991404,2.29702384122614,20.1564936,1.25220056349161,1.845104,0.194571647969452,0.02,0.36,5,125,305.97,306,61.19,497.48,99.5,8.17,1.33,1.3,32.52,204.36,33.37,"sample_00002-45","13.04.2022","t0",NA
"sample_00002",42.8185833333334,8.48297990329575,3472.621875,476.504588545383,239.0748375,24.8137574161441,96.9249,13.5401474719999,45.64545,4.61455323140467,2.14378703703704,0.346964542100848,-0.01,0.29,4.32,108,1045.01,1045,241.9,1901.26,440.11,33.87,3.63,5.39,134.7,846.83,90.64,"sample_00002-46","13.04.2022","t0",NA
"sample_00002",90.3674571428571,18.434702913005,5748.84192857143,1202.44962381686,300.931662857143,49.5122507415386,115.676562857143,29.1632854067262,64.2421414285714,6.16022725193743,1.84508571428571,0.593872850890837,0.05,0.63,1.44,35,782.04,782,543.09,986.51,685.08,128.61,3.78,26.96,536.42,1619.64,94.45,"sample_00002-60","13.04.2022","t0",NA
"sample_00002",46.01008,3.6042998192571,3364.34958,1285.45225874008,221.6946024,50.0589145344537,81.795744,17.4010262126059,51.5230308,5.65154274183373,1.582984,0.195727014635345,0,0.55,5,125,1351.09,1351,270.22,1633.4,326.68,59.39,0.68,10.06,251.55,1484.63,17.01,"sample_00002-65","13.04.2022","t0",NA
"sample_00002",39.720096,6.89254249337411,664.629299999999,1092.49762119964,88.1498051999999,42.9511714474511,34.2551592,17.5904715988553,21.1963392,7.46294547464765,1.608872,0.281702914203896,0.03,0.54,5,125,169.86,138,27.56,676.46,135.29,55.72,0.59,8.94,223.41,1393.04,14.83,"sample_00002-66","13.04.2022","t0",NA
"sample_00002",57.228912,9.79762214652436,3856.16214,345.492928356027,260.2608084,25.8652879056462,106.3558836,14.1453183405006,46.5734448,3.77590618299972,2.317264,0.448629348845081,-0.02,0.39,5,125,1088.52,921,184.12,2293.95,458.79,31.96,3.32,7.8,194.96,799.07,82.98,"sample_00002-68","13.04.2022","t0",NA
"sample_00002",33.289056,5.83660266337058,3183.92208,188.34921727434,254.9913372,13.7101555906148,107.2756224,8.53804132862643,38.0561976,4.10660208247457,2.867184,0.472169655540149,0,0.13,5,125,1153.13,1153,230.63,1194.24,238.85,16.8,5.7,2.22,55.4,420.03,142.4,"sample_00002-70","13.04.2022","t0",NA
"sample_00002",38.1677155172414,8.28882225630558,2923.46282327586,336.807276891905,217.652202155173,20.8354902629388,86.4540931034482,10.5671397863436,43.0832017241379,3.02482356856619,2.01516379310345,0.276583470975385,-0.02,0.29,4.64,116,2306.16,2280,491.33,2832.8,610.52,35.95,2.47,8.12,203.1,898.64,61.75,"sample_00002-85","13.04.2022","t0",NA
