"","file","date","time_point","culture_ID","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","29.04.22","t4",1,15.248,0.443255813953488,70323.15996,2044.27790581395,104.073795621982,29.89136134292,50.0954953271242,14.7973511599035,384.089901005913,202.868219564264,250.237,189.075727688809,0.401,0,0.18,0.0530232558139535,0,0.0558139534883721,0.0581395348837209,0.0562790697674419,0,0.0109302325581395,0.0290697674418605,0
"2","sample_00002","29.04.22","t4",2,8.832,0.256744186046512,26255.1537,763.231212209302,84.3306841038303,19.4403973543169,39.4515032972158,9.70937136316466,219.446364967829,140.620046987019,96.5825,115.417622738628,0.605833333333333,0,0.137674418604651,0.0818604651162791,0,0,0,0.0290697674418605,0,0.00813953488372093,0,0
"3","sample_00003","29.04.22","t4",3,15.264,0.443720930232558,50801.1669,1476.77810755814,93.4329034708635,40.2726257562826,40.2586218763843,14.8356871244961,219.648582688535,155.966738489112,137.349375,116.330150317605,0.43625,0.0286046511627907,0.270232558139535,0,0.0867441860465116,0.0290697674418605,0,0.0290697674418605,0,0,0,0
"4","sample_00004","29.04.22","t4",4,13.808,0.401395348837209,44787.09186,1301.95034476744,98.4745942774834,36.7068989513417,35.3876949388926,17.8864284194704,311.346585550134,236.561877707084,199.803888888889,267.599681727123,0.75,0,0.203488372093023,0.0758139534883721,0,0,0,0.0237209302325581,0,0.0983720930232558,0,0
"5","sample_00005","29.04.22","t4",5,5.168,0.150232558139535,17213.96448,500.405944186046,93.7737983784408,37.0901924611358,36.1575333220175,16.2403323590353,199.324345567947,115.570570782944,104.121428571429,79.1607264638578,0.53,0,0.0972093023255814,0,0,0,0,0.0158139534883721,0,0.0372093023255814,0,0
"6","sample_00006","29.04.22","t4",6,6.768,0.196744186046512,35629.90416,1035.75302790698,103.21021420926,69.5956052934621,45.500519083663,25.5067558103851,296.369853046171,259.174670772753,190.146666666667,275.474581586033,0.434444444444444,0.111860465116279,0.0290697674418605,0,0,0.0137209302325581,0.0290697674418605,0,0.00651162790697674,0.00651162790697674,0,0
"7","sample_00007","29.04.22","t4",7,7.872,0.228837209302326,23085.5346,671.091122093023,92.9353519921659,52.166407863161,36.1928158645161,14.7887756428465,289.752507936508,269.833654402712,234.821111111111,291.718243192144,0.433333333333333,0.0869767441860465,0.116279069767442,0,0,0,0,0,0.0255813953488372,0,0,0
"8","sample_00008","29.04.22","t4",8,6.6,0.191860465116279,23173.32078,673.643045930233,93.2465641110198,55.8166056204166,32.2998230489575,16.6785732970492,340.094850335509,316.512239965212,280.097,306.194183414164,0.716,0.0569767441860465,0.0581395348837209,0,0,0,0,0.0272093023255814,0.0251162790697674,0.0244186046511628,0,0
"9","sample_00009","29.04.22","t4",9,14.304,0.415813953488372,58593.0105,1703.28518895349,92.5425927252178,57.5117075874957,43.5444318070737,22.5430702550893,184.838887088024,62.0592359412732,117.004736842105,73.161878762738,0.411052631578947,0.181860465116279,0.190232558139535,0,0,0,0,0,0,0.0146511627906977,0.0290697674418605,0
"10","sample_00010","29.04.22","t4",10,10.056,0.292325581395349,40706.93718,1183.34119709302,78.6659817691735,60.9083378052254,33.0775510651692,18.1863375845228,180.288746220324,119.600187610385,81.73125,63.7037389666677,0.4875,0.0883720930232558,0.174883720930233,0,0,0,0,0,0,0,0.0290697674418605,0
"11","sample_00011","29.04.22","t4",11,23.744,0.690232558139535,114624.21294,3332.09921337209,102.746633686788,44.5859702600722,48.8659370818639,14.9573147968045,333.944107680302,219.997913668795,177.127179487179,179.018359363513,0.546923076923077,0.10953488372093,0.198372093023256,0.0937209302325581,0,0.128604651162791,0,0.0627906976744186,0.0455813953488372,0.0225581395348837,0.0290697674418605,0
"12","sample_00012","29.04.22","t4",12,24.752,0.71953488372093,148259.96676,4309.88275465116,112.408722163863,72.3718706116318,48.6644102521578,17.3267456439983,228.925887603231,144.221490880027,101.259736842105,121.179052254646,0.719473684210526,0.174651162790698,0.311162790697674,0,0,0.109767441860465,0,0.0472093023255814,0,0.0767441860465116,0,0
"13","sample_00013","29.04.22","t4",13,21.264,0.618139534883721,129177.42948,3755.15783372093,109.398127266451,58.3952078521797,48.4721391305876,21.26386117316,221.22320304871,161.007848691493,93.79625,111.942749444642,0.709375,0.135116279069767,0.241162790697674,0,0,0.0458139534883721,0,0.0281395348837209,0.043953488372093,0.0648837209302326,0.0590697674418605,0
"14","sample_00014","29.04.22","t4",14,21.544,0.626279069767442,128929.94856,3747.96362093023,114.49666112151,89.9334040329679,45.5763114579958,18.1177760777238,277.130914790804,263.960730629921,196.737096774194,260.279384843717,0.456129032258065,0.214883720930233,0.203720930232558,0,0.00767441860465116,0.143023255813954,0,0,0.0281395348837209,0.0288372093023256,0,0
"15","sample_00015","29.04.22","t4",15,24.424,0.71,182583.83826,5307.66971686047,119.924609854721,90.7140564993988,50.2290336358465,20.6097046881827,220.392211600469,137.059186480925,93.4360975609756,131.943374367151,0.768292682926829,0.036046511627907,0.361627906976744,0,0,0.0862790697674419,0.0290697674418605,0.0404651162790698,0.0109302325581395,0.116511627906977,0.0290697674418605,0
"16","sample_00016","29.04.22","t4",16,5.592,0.162558139534884,26786.20104,778.668634883721,98.5679389708273,50.3497259880436,43.7316071912656,20.4388285985011,290.080664897837,181.127641838424,101.522,114.265427531204,0.702,0.00604651162790698,0.0872093023255814,0.0274418604651163,0,0,0,0.0293023255813953,0,0.0125581395348837,0,0
"17","sample_00017","29.04.22","t4",17,7.68,0.223255813953488,29424.24792,855.356044186046,97.6113633687278,22.7557133648338,46.4257826944546,6.21079020631837,310.997016568345,326.796078012886,225.582727272727,325.774786166484,0.500909090909091,0,0.17093023255814,0.01,0,0.0232558139534884,0,0.0190697674418605,0,0,0,0
"18","sample_00018","29.04.22","t4",18,4.032,0.117209302325581,17146.64862,498.449087790698,92.4456315544898,28.2614466547479,47.7685836247959,16.4305065808797,309.187362244898,200.854249532676,170.542,196.823331620009,0.728,0.0404651162790698,0.0290697674418605,0.0186046511627907,0,0.0290697674418605,0,0,0,0,0,0
"19","sample_00019","29.04.22","t4",19,4.84,0.140697674418605,16402.63122,476.820675,73.4371350456635,44.1262194042315,35.6470917022272,22.464078550758,248.817098299292,132.724736351859,155.952857142857,140.693773815603,0.658571428571429,0.0544186046511628,0.0290697674418605,0.0486046511627907,0,0,0,0,0,0.0086046511627907,0,0
"20","sample_00020","29.04.22","t4",20,4.376,0.127209302325581,17345.44692,504.228108139535,115.764563776378,25.4689647358948,49.78588219967,11.9236610358392,396.749055491886,382.790519511849,278.176666666667,353.124214840425,0.571666666666667,0,0.108837209302326,0,0,0,0,0.00837209302325581,0.01,0,0,0
"21","sample_00021","29.04.22","t4",21,8,0.232558139534884,24362.43642,708.210361046512,87.1441261717184,36.1635445536596,40.7492274581202,12.2761960871748,324.513304541476,247.17882646906,221.889090909091,264.652558478264,0.434545454545455,0.00813953488372093,0.135581395348837,0.0513953488372093,0,0,0,0.0374418604651163,0,0,0,0
"22","sample_00022","29.04.22","t4",22,8.616,0.25046511627907,28399.81338,825.575970348837,87.0509472841693,25.1779625310138,42.1260578210031,12.0761010102543,261.519017982465,173.148612111804,108.299090909091,145.571298095095,0.528181818181818,0,0.136046511627907,0.0651162790697675,0,0.0290697674418605,0,0,0,0.0202325581395349,0,0
"23","sample_00023","29.04.22","t4",23,9.92,0.288372093023256,39886.54974,1159.492725,110.527715256057,15.5168602684161,45.3811686567913,6.44410186982042,292.181353472614,244.840710973774,247.490909090909,246.177274274233,0.238181818181818,0,0.243255813953488,0.0288372093023256,0,0,0,0.0162790697674419,0,0,0,0
"24","sample_00024","29.04.22","t4",24,7.504,0.218139534883721,24957.78156,725.516905813953,93.3246841622066,24.8588147413571,41.2290971400321,6.09988984204837,300.191736728733,174.519958627129,249.367,192.038272056495,0.288,0,0.151860465116279,0.0662790697674419,0,0,0,0,0,0,0,0
"25","sample_00025","29.04.22","t4",25,4.368,0.126976744186047,18566.9739,539.737613372093,103.492528106087,23.1580598341579,47.3124676695652,8.55584696532772,145.765060869565,56.0007538301072,61.696,55.2208274114034,0.378,0,0.126976744186047,0,0,0,0,0,0,0,0,0
"26","sample_00026","29.04.22","t4",26,4.976,0.144651162790698,20720.68776,602.345574418605,94.8730914692896,41.4840886240909,42.3694705859349,13.8856790955348,194.386406657111,85.4927200481035,124.947777777778,70.2668246361286,0.493333333333333,0.0151162790697674,0.11,0,0,0,0,0.0195348837209302,0,0,0,0
"27","sample_00027","29.04.22","t4",27,11.688,0.339767441860465,45716.52312,1328.96869534884,102.391480368505,36.53918413282,41.6872975313022,11.4877541651247,241.193111882371,193.573275847749,165.694285714286,201.106382743611,0.483571428571429,0.0137209302325581,0.232558139534884,0,0,0.0504651162790698,0,0,0.0430232558139535,0,0,0
"28","sample_00028","29.04.22","t4",28,27.208,0.79093023255814,125861.23764,3658.75690813954,103.906587337556,40.52295274127,46.9086291937528,12.7901085825642,221.047588354847,206.781495072207,96.6754761904762,132.840879621253,0.709047619047619,0.0581395348837209,0.602558139534884,0,0.00674418604651163,0.00674418604651163,0,0.00906976744186047,0.0472093023255814,0.0313953488372093,0.0290697674418605,0
"29","sample_00029","29.04.22","t4",29,16.544,0.48093023255814,100484.9955,2921.0754505814,139.971631191936,52.9134729343022,51.5529590734925,12.4291376237988,414.225552679409,293.735673037845,329.494,293.551141413661,0.3345,0.164418604651163,0.135813953488372,0,0,0.0976744186046512,0,0,0.053953488372093,0,0.0290697674418605,0
"30","sample_00030","29.04.22","t4",30,33.8,0.982558139534884,153751.91742,4469.53248313953,106.187760567724,48.1007801698071,45.6621767723533,13.5850589392719,334.010469705954,223.674304935289,211.808846153846,221.381068975202,0.593653846153846,0.116046511627907,0.471860465116279,0.117441860465116,0,0.0586046511627907,0,0.0425581395348837,0.0825581395348837,0.0355813953488372,0.0579069767441861,0
