"file","date","time_point","culture_ID","comment","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean"
"sample_00020","17.04.2022","t1",20,NA,23.72,0.68953488372093,124407.18882,3616.48804709302,104.767085343281,134.789644379339,34.3527085382154,15.919740247476,343.200913570754,218.03859503449,209.311388888889,221.845563285463,0.630277777777778
"sample_00021","17.04.2022","t1",21,NA,21.264,0.618139534883721,49615.5942,1442.31378488372,73.1024310199516,46.6740480077956,29.7986830164687,11.7676507693639,354.710871545993,175.624291974198,235.000571428571,184.863338966333,0.526
"sample_00022","17.04.2022","t1",22,NA,37.416,1.08767441860465,105682.88214,3072.17680639535,78.3621627047363,62.1561553826888,27.3084580801902,13.2150619030041,322.102789472375,168.731501353581,202.663571428571,172.128754716066,0.632428571428571
"sample_00023","17.04.2022","t1",23,NA,25.384,0.737906976744186,53032.30056,1541.63664418605,67.8922423045119,36.8312133111184,27.5244735833625,11.3265771592598,350.733054233172,212.786102726891,251.761320754717,247.494127964823,0.612075471698113
"sample_00024","17.04.2022","t1",24,NA,23.968,0.696744186046512,54433.46772,1582.36824767442,71.2382820629214,32.8817078409119,29.9045431851255,12.5277937659057,285.04283282505,206.062265013738,170.931891891892,202.019524122984,0.654594594594595
"sample_00025","17.04.2022","t1",25,NA,26.84,0.780232558139535,64327.9806,1869.99943604651,75.8321983023347,45.9248438068304,28.5930334113819,13.0396011661037,361.439724842474,195.750619296389,251.074347826087,206.849385642492,0.518695652173913
"sample_00026","17.04.2022","t1",26,NA,20.52,0.596511627906977,67104.20214,1950.7035505814,74.7917884496458,48.3128316975536,32.1521072585015,16.2360158766557,311.652006655308,183.986665577016,195.566285714286,201.550011047991,0.628571428571429
"sample_00027","17.04.2022","t1",27,NA,35.096,1.02023255813953,135163.42344,3929.16928604651,83.1850492986373,85.9405518362739,31.3186884292359,13.5480107743009,330.976477869687,262.29800184267,206.639384615385,283.987238890659,0.624461538461539
"sample_00028","17.04.2022","t1",28,NA,31.616,0.919069767441861,69169.3425,2010.7367005814,70.2169878968416,36.6176293377101,29.7985979586773,13.134114728677,383.9512666471,264.957660241862,251.871818181818,274.199998805217,0.628363636363636
"sample_00029","17.04.2022","t1",29,NA,39.744,1.1553488372093,114587.99622,3331.04640174419,77.7500948968832,46.6763290378451,32.3879153964792,16.6892356208532,348.534554846342,211.029581193197,208.535588235294,224.852839121152,0.596323529411765
"sample_00030","17.04.2022","t1",30,NA,17.064,0.496046511627907,48080.84508,1397.69898488372,72.8039335846221,37.3912648024493,31.3561889641586,15.7193585029923,416.055790417424,300.600730483639,303.166,321.879371960667,0.539
"sample_00031","17.04.2022","t1",31,NA,21.856,0.635348837209302,62106.29478,1805.41554593023,79.840064757126,45.3128182326262,30.2120804002996,14.2457648528823,515.135336314005,224.877896968808,399.953235294118,289.262632585731,0.299117647058824
"sample_00032","17.04.2022","t1",32,NA,29.632,0.861395348837209,66482.74422,1932.63791337209,68.7905641304126,34.5208053063868,30.3791558170983,12.6673872475431,296.107469108664,186.765526480056,163.00511627907,188.964524075062,0.68
"sample_00033","17.04.2022","t1",33,NA,31.912,0.927674418604651,68177.05686,1981.8911877907,73.7632042015116,41.3838072700904,27.3109256585271,8.59882887686053,423.457006277691,279.800389067413,312.997924528302,309.436439449317,0.541698113207547
"sample_00034","17.04.2022","t1",34,NA,27.76,0.806976744186047,48480.67242,1409.32187267442,70.3161451941154,46.4378442947123,26.4592342047147,6.07048482037545,414.262964676207,243.382098253595,268.873260869565,250.820650275622,0.546304347826087
"sample_00035","17.04.2022","t1",35,NA,38.128,1.10837209302326,129646.14732,3768.78335232558,80.4360057038787,66.1991989687146,31.5731740282912,17.317127520923,361.266172174298,271.739326311067,237.445441176471,293.803664437862,0.637941176470588
"sample_00036","17.04.2022","t1",36,NA,24.328,0.707209302325581,42721.42662,1241.90193662791,65.4316331790251,26.4485031651488,28.2563319122663,8.78976504362295,405.687490187108,289.20106030728,260.2915,324.42903647082,0.62675
"sample_00037","17.04.2022","t1",37,NA,11.544,0.335581395348837,19502.31006,566.927618023256,51.5540413599408,33.0617863362001,25.5777777389422,12.1742470678718,449.660574617852,257.849462421622,362.2212,288.5107147681,0.4892
"sample_00038","17.04.2022","t1",38,NA,21.688,0.63046511627907,43889.1534,1275.84748255814,60.9612578078321,40.8768859222402,27.8288245837943,11.7236360043711,458.284418556779,247.223160159092,295.193157894737,264.416463241231,0.53578947368421
"sample_00039","17.04.2022","t1",39,NA,23.576,0.685348837209302,60301.23246,1752.94280406977,74.0239117300448,42.1973158759481,29.223086117906,11.9500369909737,377.031161958507,216.165560961323,252.019487179487,234.460584589491,0.524358974358974
"sample_00040","17.04.2022","t1",40,NA,18.72,0.544186046511628,41078.28978,1194.13633081395,66.6381925180355,36.9553519446915,28.8947491043212,14.1696021317132,369.724580151709,248.565734302074,248.851481481481,269.982482390471,0.466666666666667
"sample_00041","17.04.2022","t1",41,NA,52.48,1.52558139534884,187967.26998,5464.164825,82.7080332310319,94.3802671139228,32.5301756610556,14.2201945452855,334.916728226666,235.181539477709,198.12843373494,242.563937919931,0.648072289156627
"sample_00042","17.04.2022","t1",42,NA,22.712,0.660232558139535,76751.62776,2231.15196976744,84.0165601777028,57.1646131766462,29.7471922966522,16.0118340411485,476.72502884748,243.947488565702,398.989736842105,295.387573614522,0.366578947368421
"sample_00043","17.04.2022","t1",43,NA,26.984,0.784418604651163,58793.64588,1709.1176127907,74.3560677799264,39.0149347027122,28.8249630470945,10.8919519867756,371.878269197573,227.513212656707,296.015416666667,244.474025996744,0.474791666666667
"sample_00044","17.04.2022","t1",44,NA,25.448,0.739767441860465,61343.77536,1783.24928372093,83.3029049446743,53.2201241234862,30.2271960449709,14.9794181897227,381.189768753722,202.169095221503,269.730238095238,225.27474088417,0.487857142857143
"sample_00045","17.04.2022","t1",45,NA,38.856,1.12953488372093,111274.29756,3234.71795232558,88.4574321583648,79.6584442385006,30.1546432159248,13.6202787322535,388.842697688407,189.392241169222,262.487321428571,201.575165583381,0.508392857142857
"sample_00046","17.04.2022","t1",46,NA,20.464,0.594883720930233,47638.63368,1384.84400232558,69.7534198812522,34.4848968199637,30.5366851648629,12.9106631340712,215.685637524133,129.609258287901,107.981818181818,134.233242377181,0.763030303030303
"sample_00047","17.04.2022","t1",47,NA,21.856,0.635348837209302,27538.4853,800.537363372093,60.443986145931,34.1902553622072,23.6896036137829,6.69235814524809,443.037922499223,192.495789030986,351.966388888889,218.031777620377,0.4625
"sample_00048","17.04.2022","t1",48,NA,20.016,0.581860465116279,46042.73604,1338.45162906977,63.4236651151598,38.4481973822666,28.9331804683573,14.6595248169635,352.965367481319,192.825271786574,250.915405405405,221.808946099949,0.53972972972973
"sample_00049","17.04.2022","t1",49,NA,35.528,1.03279069767442,58046.21676,1687.39002209302,67.4045763198865,28.1836981904237,27.1856278004817,7.5048498819953,388.916689645307,238.832742210078,278.576,272.458306928303,0.571666666666667
"sample_00050","17.04.2022","t1",50,NA,18.424,0.535581395348837,38269.13202,1112.47476802326,71.3395969464739,36.3232418977936,27.108559211498,10.9167828596888,317.435188768341,168.647593830678,203.339655172414,178.755663016843,0.526551724137931
"sample_00051","17.04.2022","t1",51,NA,25.944,0.754186046511628,90956.19276,2644.07537093023,80.9682420987702,47.0588101075224,33.729810012818,20.1984201029297,373.146744047272,216.136186937763,269.401463414634,247.555201324482,0.540731707317073
"sample_00052","17.04.2022","t1",52,NA,16.392,0.476511627906977,31733.19504,922.4766,66.3483287990079,30.6637457800831,28.0980233120705,10.5564162114831,354.535034665378,208.991776166018,221.974827586207,230.268066712019,0.550689655172414
"sample_00053","17.04.2022","t1",53,NA,21.824,0.634418604651163,106978.67964,3109.84533837209,83.526449622129,131.694063321053,33.0828255976539,19.5952373202763,520.283096405406,297.699492008248,397.575,323.293578170621,0.422941176470588
"sample_00054","17.04.2022","t1",54,NA,28.632,0.832325581395349,59181.92586,1720.40482151163,74.375165419843,38.469620607849,28.6507682918136,9.28425209296245,330.840151298128,177.228018470146,177.7575,187.431478844142,0.703958333333333
"sample_00055","17.04.2022","t1",55,NA,29.92,0.869767441860465,88141.52376,2562.25359767442,81.6289295399716,52.3050500705746,31.6972626461563,15.4292525999387,398.95142019437,238.299510501985,279.892040816327,263.940487673355,0.553673469387755
"sample_00056","17.04.2022","t1",56,NA,15.888,0.461860465116279,52126.35768,1515.30109534884,84.0757789935105,51.5470897562182,34.1356755959238,15.5974374636542,339.405474509022,222.664967652878,230.265925925926,243.223938287004,0.506666666666667
"sample_00057","17.04.2022","t1",57,NA,21.656,0.62953488372093,43284.75408,1258.27773488372,68.2082245816292,26.6702949264594,29.9927107586836,9.12259255365436,294.882551389996,196.760647694282,185.8325,206.635275366542,0.639375
"sample_00058","17.04.2022","t1",58,NA,21.256,0.617906976744186,58921.19172,1712.82534069767,80.207127257536,43.6880565231604,30.0945819753592,13.5248031923988,338.937812740542,179.835213808035,246.358285714286,195.761826725379,0.481714285714286
"sample_00059","17.04.2022","t1",59,NA,20.2,0.587209302325581,33030.6984,960.194720930233,63.5424499015362,25.9621338509362,27.6313124513881,8.08132067314024,246.130039156296,157.354754680863,133.174864864865,163.786855252348,0.702702702702703
"sample_00060","17.04.2022","t1",60,NA,24.008,0.697906976744186,48094.62318,1398.09951104651,62.2661301204142,30.9903008656322,28.1902639839482,10.5397858923208,300.035077842367,157.811877715759,142.083488372093,157.177511112265,0.745116279069767
"sample_00061","17.04.2022","t1",61,NA,22.2,0.645348837209302,52866.30726,1536.81125755814,72.6641314630044,51.9756262877205,27.973813601873,12.4028171213276,390.403883647733,196.591278201051,274.118055555556,234.805802335455,0.411111111111111
"sample_00062","17.04.2022","t1",62,NA,24.016,0.698139534883721,47897.79318,1392.37770872093,77.1259582749506,27.2407777200729,29.58507149432,6.75443950053342,380.064037383996,287.007372395069,231.218823529412,311.400326752565,0.610588235294118
"sample_00063","17.04.2022","t1",63,NA,18.84,0.547674418604651,42015.06936,1221.36829534884,65.7242676322539,41.8453146448757,29.4887517649476,15.1002377395542,474.537832080662,209.964216388468,327.145333333333,250.881621194804,0.42
"sample_00064","17.04.2022","t1",64,NA,26.056,0.757441860465116,67244.60754,1954.78510290698,82.7203794805691,47.7569840366087,30.7424209115935,11.6193277802938,312.335693739165,217.81430407142,214.773947368421,245.432007280042,0.576315789473684
"sample_00065","17.04.2022","t1",65,NA,18.544,0.539069767441861,55806.94746,1622.29498430233,77.3273801043823,45.362822461806,32.302752265172,14.0041025101657,237.779859772848,169.184450174273,120.3240625,195.003806428678,0.7359375
"sample_00066","17.04.2022","t1",66,NA,31.776,0.923720930232558,69412.49316,2017.80503372093,72.9809261934277,44.5076991242585,29.5462553437725,10.983616871782,408.20504270527,233.400339170636,282.875918367347,272.670301416674,0.525510204081633
"sample_00067","17.04.2022","t1",67,NA,22.592,0.656744186046512,131343.74046,3818.13199011628,104.29206353104,153.135378175821,31.8301434245018,13.4660735879361,512.434456785442,268.100078795556,372.279230769231,307.912839020401,0.411025641025641
"sample_00068","17.04.2022","t1",68,NA,29.384,0.854186046511628,66154.82544,1923.10539069767,76.9654216541244,39.7380844876455,30.9661397344219,8.86605122981554,378.530058088818,295.887211104597,250.497777777778,285.270124044251,0.553333333333333
"sample_00069","17.04.2022","t1",69,NA,22.776,0.662093023255814,43949.12094,1277.590725,65.0389483291873,32.5974963192038,27.9030604267123,10.2036325166481,450.83004577864,336.259740987027,358.366666666667,342.287480030989,0.474871794871795
"sample_00070","17.04.2022","t1",70,NA,35.768,1.03976744186047,73885.65174,2147.83871337209,69.9949161462633,34.3775024417671,29.7020185352071,10.494944851737,394.525388848314,276.46245745194,277.172666666667,290.846086880648,0.556333333333333
"sample_00071","17.04.2022","t1",71,NA,12.72,0.369767441860465,36105.97032,1049.59216046512,79.546293164508,39.2818993735651,29.8103949484337,13.173249212176,330.148966869806,215.135534160232,232.973181818182,253.836853555049,0.549090909090909
"sample_00072","17.04.2022","t1",72,NA,19.8,0.575581395348837,72696.27366,2113.26376918605,77.920301781282,88.7828454593414,29.4155635177472,13.5587475967729,326.159824964957,192.091192789528,226.343421052632,211.56187662084,0.542105263157895
"sample_00073","17.04.2022","t1",73,NA,20.504,0.596046511627907,36681.63246,1066.326525,67.4378020283928,26.9918274960058,29.6406026280525,8.35528361152577,346.099825046227,249.053163361469,233.248888888889,246.608769705931,0.660277777777778
"sample_00074","17.04.2022","t1",74,NA,27.52,0.8,94899.87864,2758.71740232558,80.2942390333833,80.3965061977072,28.4113532262095,15.464364629369,317.123102945623,195.116327110568,213.017674418605,197.737532360416,0.560232558139535
"sample_00075","17.04.2022","t1",75,NA,14.176,0.412093023255814,25039.13796,727.881917441861,73.5721048938598,26.4983037595151,28.8751329322702,8.01853548617799,401.997012443111,220.603453801706,275.678695652174,240.644098095551,0.502173913043478
"sample_00076","17.04.2022","t1",76,NA,21.184,0.615813953488372,57185.41356,1662.36667325581,74.0707501292245,43.4785608472299,31.9341614504078,14.7330201602585,323.881224637269,196.443715215553,188.653823529412,190.332295099032,0.640882352941176
"sample_00077","17.04.2022","t1",77,NA,16.064,0.466976744186047,34230.18042,995.063384302326,66.0983896062657,42.6211891107359,27.840543091796,11.3033836607918,319.11041209347,153.96576440055,219.627407407407,190.9813876673,0.525185185185185
"sample_00078","17.04.2022","t1",78,NA,23.704,0.689069767441861,51664.98816,1501.88919069767,76.8815159419631,44.2793261642749,26.1775401484162,9.42334221291828,308.872097534865,192.487606992417,209.171951219512,205.998610811087,0.619024390243902
"sample_00079","17.04.2022","t1",79,NA,29.112,0.846279069767442,94163.86566,2737.32167616279,74.5318273001008,72.0087921858817,27.7508133048755,12.8939574258345,306.689798467899,193.673990861294,214.64462962963,227.773432468625,0.67537037037037
"sample_00080","17.04.2022","t1",80,NA,20.76,0.603488372093023,42390.22734,1232.2740505814,70.0594497746186,38.9018271576486,28.1811467835024,9.2275786624838,270.971478436281,203.549802774796,189.925135135135,218.855676171175,0.616756756756757
"sample_00081","17.04.2022","t1",81,NA,31.752,0.923023255813954,61707.5172,1793.8231744186,63.9539690389834,29.8911713405296,28.19438610587,10.4904514632501,317.317601848689,217.124148679902,185.851454545455,241.431656731091,0.724545454545455
"sample_00082","17.04.2022","t1",82,NA,11.104,0.322790697674419,41834.64186,1216.12330988372,83.5729602727927,53.2613679984546,34.8502508942711,20.2619325145785,504.369676220253,329.37575555322,370.553125,379.477215560544,0.43625
"sample_00083","17.04.2022","t1",83,NA,26.904,0.782093023255814,62106.68844,1805.42698953488,70.85596807755,35.945051271361,31.6013475757426,13.0032299210616,356.892514309807,286.844362634433,242.406444444444,293.250005341049,0.643555555555556
"sample_00084","17.04.2022","t1",84,NA,27.728,0.806046511627907,58659.40782,1705.21534360465,68.0343310554029,43.8877783072455,27.197484541749,11.7069806027724,359.175069659309,223.019151253509,259.584,237.726016268538,0.560444444444444
"sample_00085","17.04.2022","t1",85,NA,35.936,1.0446511627907,88267.1013,2565.90410755814,77.2800849593045,38.6395383228572,30.1403673778436,10.6614609345226,355.061737004208,223.36898240349,229.818983050847,230.293270498465,0.615423728813559
"sample_00086","17.04.2022","t1",86,NA,26.568,0.772325581395349,54744.984,1591.42395348837,71.9516829716644,35.7889127236261,27.2126237286065,11.1954458456536,320.045353723823,189.825561376036,187.928043478261,202.830676658795,0.648695652173913
"sample_00087","17.04.2022","t1",87,NA,24.008,0.697906976744186,59996.53962,1744.08545406977,76.5355683447545,42.0161678493975,30.9208525548371,13.0670010102897,427.570352943457,298.453225380972,325.486111111111,333.84757380986,0.518055555555556
"sample_00088","17.04.2022","t1",88,NA,25.36,0.737209302325581,109543.1121,3184.39279360465,85.0514879761754,113.56697569259,30.992080583058,13.2646335438804,340.189914497744,223.878432908095,220.806363636364,253.925465717714,0.690909090909091
"sample_00089","17.04.2022","t1",89,NA,29.608,0.860697674418605,93190.60692,2709.02927093023,71.5146836569628,47.590372594826,32.1683005168659,17.9196107121018,305.41571040486,213.204327008746,200.092941176471,215.025578741638,0.57843137254902
"sample_00090","17.04.2022","t1",90,NA,25.68,0.746511627906977,111273.51024,3234.69506511628,111.143598253207,151.087524791969,36.4322196211085,18.7218893191574,393.247361060382,261.828358011743,243.277058823529,264.292656022544,0.497058823529412
"sample_00091","17.04.2022","t1",91,NA,27.256,0.792325581395349,92185.06806,2679.79849011628,90.0615056590062,53.972754109832,32.8132311576359,14.7855753443375,314.258330116718,245.685603870752,236.552195121951,259.767461275582,0.506585365853659
"sample_00092","17.04.2022","t1",92,NA,19.072,0.554418604651163,47165.58558,1371.09260406977,86.6348295828579,60.0505491418117,28.5048734151438,9.03891233007138,444.616127671166,186.70526753995,313.420714285714,190.108140939105,0.401071428571429
"sample_00093","17.04.2022","t1",93,NA,18.896,0.549302325581395,42539.03082,1236.59973313953,64.7077794067754,43.3329774593388,26.3323266970436,12.3077996210234,524.773484222073,231.381373139282,388.111714285714,271.814070140577,0.374571428571429
"sample_00094","17.04.2022","t1",94,NA,31.112,0.904418604651163,65445.18768,1902.47638604651,72.2451297975729,34.5997821461837,28.2077044611475,10.4884424507694,383.299143008648,298.529839617552,267.455614035088,332.912491800009,0.666140350877193
"sample_00095","17.04.2022","t1",95,NA,24.776,0.720232558139535,64520.61156,1875.59917325581,74.3318087939031,43.5121382489252,28.9026224597015,13.8954457355457,447.846434400709,238.768964764918,312.303260869565,281.76065934725,0.496739130434783
"sample_00096","17.04.2022","t1",96,NA,28.216,0.820232558139535,70269.49098,2042.71776104651,77.2832801195539,31.5089194842372,33.0478008830541,11.8221905917583,273.069594849602,183.377379469081,142.043541666667,189.347977459599,0.688541666666667
"sample_00097","17.04.2022","t1",97,NA,18.792,0.546279069767442,44047.66716,1280.45544069767,72.0347669121746,42.0391625121621,31.8100422952966,12.4777038361164,535.769625163383,259.437676969407,410.4275,288.73635136093,0.341428571428571
"sample_00098","17.04.2022","t1",98,NA,29.304,0.851860465116279,84476.41794,2455.70982383721,77.2659338859296,40.2289085032441,30.8792667158156,12.3180901641058,276.671367140869,168.057577693746,159.296774193548,196.457609116032,0.748225806451613
"sample_00099","17.04.2022","t1",99,NA,19.664,0.571627906976744,36163.44468,1051.26292674419,67.9648563374301,29.156356320197,27.3482829186027,9.34114993893843,502.361038921658,411.061089113688,380.712352941176,445.566685285963,0.468529411764706
"sample_00100","17.04.2022","t1",100,NA,15.816,0.459767441860465,32649.11064,949.102053488372,72.1705879135722,71.773004802049,28.2841809627803,12.0455118120543,345.26940998445,210.168882732588,240.695,224.3459349193,0.523571428571429
"sample_00101","17.04.2022","t1",101,NA,23.976,0.696976744186046,43539.32088,1265.67793255814,70.7428347557781,37.4234155561516,25.7787412690273,7.84791956030824,297.705824944556,170.79902715921,199.612045454545,193.977782611519,0.6725
"sample_00102","17.04.2022","t1",102,NA,22.272,0.647441860465116,50895.77652,1479.5283872093,71.6298464274217,31.7428017788518,32.658039869343,10.8986231245015,406.985189830132,324.620776445229,253.796285714286,314.970215614165,0.629714285714286
"sample_00103","17.04.2022","t1",103,NA,27.8,0.808139534883721,65415.40074,1901.61048662791,74.3814558563171,36.5379793184341,28.5369003244834,12.3923972661555,349.702946400206,201.881916651617,249.206326530612,230.161129380899,0.537959183673469
"sample_00104","17.04.2022","t1",104,NA,28.32,0.823255813953488,101124.95544,2939.6789372093,77.6263336717221,50.8081941025585,32.3994217547828,17.9073005387893,354.764812051357,246.583908825027,250.667346938776,272.731027768015,0.586326530612245
"sample_00105","17.04.2022","t1",105,NA,27.232,0.791627906976744,60337.84284,1754.00705930233,71.2127069848067,40.3903996596978,29.1560085779574,12.1962387244923,350.244774184864,206.12944078486,222.312745098039,234.578518676186,0.557254901960784
"sample_00106","17.04.2022","t1",106,NA,19.304,0.561162790697674,57363.34788,1667.53918255814,79.5288531488077,51.2857743395138,34.7305276958851,18.2149587948753,347.408090025604,208.456749723994,202.331333333333,206.091577413827,0.575333333333333
"sample_00107","17.04.2022","t1",107,NA,22.512,0.654418604651163,41370.12306,1202.61985639535,67.8994941066129,29.6213922965714,28.105915143334,9.09256928215489,308.098721159297,194.431657130081,194.058857142857,203.200397547252,0.546
"sample_00108","17.04.2022","t1",108,NA,25.672,0.746279069767442,84443.87538,2454.76381918605,78.5444609995484,92.3053044097142,29.6746897591074,13.5813704745574,518.204094177265,249.428033813703,411.562857142857,287.446034920709,0.380714285714286
"sample_00109","17.04.2022","t1",109,NA,17.816,0.517906976744186,68216.6853,1983.04317732558,87.8778050877823,148.672204718262,28.044924473435,16.8909496973403,244.300729390776,168.617818293228,156.90625,191.932673994748,0.679375
"sample_00110","17.04.2022","t1",110,NA,34.376,0.999302325581395,89009.8065,2587.494375,76.5843019449836,46.9133520546907,30.0736200439959,11.6505358617824,430.214538075441,298.457976124995,331.201403508772,325.163997361543,0.492631578947368
