"","p_value","delta_AIC"
"1",0.00802557907065374,-5.65024290846486
"2",0.0104775380090722,-5.11704310097275
"3",0.0120739677948674,-4.83340713184816
"4",0.00784447595134442,-5.69589139073378
"5",0.00792737616051501,-5.67486634635861
"6",0.0106771777182609,-5.07929347792469
"7",0.00565212909356751,-6.35144594817348
"8",0.00656560251027133,-6.05182199862384
"9",0.00128355605018317,-9.31624177762114
"10",0.00384066174510615,-7.12422119554958
"11",0.0058601040629672,-6.27917583473072
"12",0.00874979927192115,-5.47744903845523
"13",0.00544388296760005,-6.42652538385164
"14",0.00564020319928542,-6.35567037175815
"15",0.00762127316133482,-5.75362368340029
"16",0.00635019559521208,-6.11853932831264
"17",0.00649827472020761,-6.07243712994614
"18",0.0089265496097526,-5.4374506812901
"19",0.00375907647135534,-7.16716394214018
"20",0.00571943488088862,-6.32777055103725
"21",0.00581754193066392,-6.29375491027258
"22",0.00676428747526368,-5.99219669614149
"23",0.00767376792061217,-5.73989505982354
"24",0.00149261581864108,-9.01445023055749
"25",0.00444479223764207,-6.83204430359319
"26",0.00693328550835912,-5.94284295759917
"27",0.0105023523425186,-5.1123120285788
"28",0.00657209111711236,-6.04984642892259
"29",0.00668747208716825,-6.01503868130021
"30",0.0092455411406148,-5.36722776505667
"31",0.00747930020670455,-5.79123209325144
"32",0.00752775669478143,-5.77831639451142
"33",0.0105914529810103,-5.09541585132638
"34",0.00439176084251112,-6.85605005847538
"35",0.0068218891811035,-5.97523767891789
"36",0.00681942563887014,-5.9759600556954
"37",0.00549207088649053,-6.40889976786548
"38",0.00107446206794206,-9.6718702891194
"39",0.00307598668622172,-7.56825911124906
"40",0.00485014247129156,-6.65749439788033
"41",0.00346564583350571,-7.32971255194434
"42",0.00350394083847977,-7.30773398009205
"43",0.00561707126914399,-6.36388975479395
"44",0.00163949178933966,-8.82673793943832
"45",0.00313360700517808,-7.53114108022055
"46",0.00316285185237345,-7.51256234689936
"47",0.00527772724990939,-6.48851943804993
"48",0.00544158140946953,-6.42737112017858
"49",0.00766572862411504,-5.74199142516636
"50",0.00298316097003824,-7.62954362487744
"51",0.00469692540536907,-6.72169430679696
"52",0.00482029772968593,-6.66983916636582
"53",0.00341961462023172,-7.35645483679946
"54",0.00546330575498004,-6.41940244561192
"55",0.00553476662332737,-6.39341175503523
"56",0.0031103822828869,-7.54601927960539
"57",0.0100325031188932,-5.20385028988858
"58",0.0116267386451752,-4.90889555563308
"59",0.00754250073653173,-5.77440297856037
"60",0.00768238647464331,-5.73765008241207
"61",0.0103496358758523,-5.1416078819334
"62",0.0144530183451903,-4.47370400843283
"63",0.00964842204256128,-5.28192179181497
"64",0.0100352626170248,-5.20330025393832
"65",0.0125176793026018,-4.76122657941687
"66",0.0111963949297542,-4.98432686753586
"67",0.0115412319002253,-4.92365854629361
"68",0.0147001690245547,-4.43979257398905
"69",0.00753339784433326,-5.77681819600321
"70",0.010076028429857,-5.19519219790755
"71",0.0102800033704052,-5.15510938218949
"72",0.00830793269733784,-5.58108894789484
"73",0.00513623517124812,-6.54286984969667
"74",0.00537313624074197,-6.45268702201429
"75",0.00726430608361702,-5.84956500301814
"76",0.00604612401238374,-6.21667574271851
"77",0.00623819504713729,-6.15412878741927
"78",0.00857451587035819,-5.51792149158246
"79",0.0035422705956244,-7.28597469251872
"80",0.00545254452305848,-6.423345788598
"81",0.00560166162227918,-6.36938401397811
"82",0.00791017177871782,-5.67921156157263
"83",0.00834145687341568,-5.57303478561062
"84",0.0105026590601205,-5.11225362011692
"85",0.00518795697042562,-6.52283061324124
"86",0.00697987309746685,-5.92944908650361
"87",0.00730644242149251,-5.83799759306112
"88",0.00605077310930081,-6.21513845688423
"89",0.00826113394718249,-5.59238683826061
"90",0.00854829289494835,-5.52404735475602
"91",0.00548248328137048,-6.41239425426102
"92",0.0100412764898014,-5.20210206476349
"93",0.00625885677025267,-6.1475154702166
"94",0.00642367612341464,-6.0955294405253
"95",0.00888506168838563,-5.44676774883737
"96",0.00718193163828243,-5.87237380340548
"97",0.00728092043843947,-5.84499598182811
"98",0.0102453468431389,-5.16186328598951
"99",0.00417817706845301,-6.95576047118766
"100",0.00656563926038576,-6.05181080391276
"101",0.00662149001426635,-6.03486971335133
"102",0.00963216267320353,-5.28529500345803
