"","file","date","time","time_point","culture_ID","comment","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","21.04.22",13,"t2",1,NA,0.75,0.0218023255813953,3433.43691,99.8092125,67.8546645400357,35.243026564814,27.5273631096739,10.2778189731549,249.09272982008,114.02589929096,171.020909090909,116.673114064272,0.718181818181818,0.00976744186046512,0.0788372093023256,0.0211046511627907,0.00412790697674419,0.0251744186046512,0,0.00395348837209302,0,0.00476744186046512,0.0186627906976744,0
"2","sample_00002","21.04.22",13,"t2",2,NA,1.238,0.0359883720930233,5527.57689,160.685374709302,69.0056659741799,32.8671702986871,25.5189608428488,8.96236633447884,255.091309078751,141.975268750985,182.285604395604,147.195939226965,0.67978021978022,0.022093023255814,0.200232558139535,0.00709302325581395,0,0.0188953488372093,0,0.0174418604651163,0.0131395348837209,0.0027906976744186,0.0141279069767442,0
"3","sample_00003","21.04.22",13,"t2",3,NA,1.344,0.0390697674418605,8058.08898,234.246772674419,67.8472950058782,31.5011871606167,26.7499979433439,9.43603712709288,243.032823805774,112.507518245869,150.962558139535,111.229781621158,0.644883720930233,0.018546511627907,0.0855813953488372,0.0109883720930233,0,0,0,0.0163953488372093,0,0,0,0
"4","sample_00004","21.04.22",13,"t2",4,NA,2.148,0.0624418604651163,10532.209275,306.168874273256,68.9469423220331,26.7343246180486,27.5770658841438,9.04107736825987,299.411710773631,138.217505096414,211.712765957447,130.220414276553,0.582553191489362,0.0159302325581395,0.071453488372093,0.0223837209302326,0,0.026046511627907,0.00726744186046512,0.00790697674418605,0,0,0.00116279069767442,0
"5","sample_00005","21.04.22",13,"t2",5,NA,1.042,0.0302906976744186,6846.07545,199.01382122093,70.8993758824525,41.4916603661153,26.8805154107743,9.50063372894011,263.276778673978,172.510036579057,208.002,174.135109513917,0.608833333333333,0.0329651162790698,0.0813953488372093,0.0227325581395349,0.000523255813953488,0,0.00691860465116279,0.0190116279069767,0,0.000813953488372093,0.0145348837209302,0
"6","sample_00006","21.04.22",13,"t2",6,NA,1.056,0.0306976744186047,6461.07597,187.821975872093,86.3033848894619,63.212791343108,30.8340106431922,13.5544542934411,236.601437241548,149.318297629914,148.350862068966,159.630537006106,0.723620689655172,0.0184302325581395,0.110639534883721,0.00313953488372093,0.00127906976744186,0.0168023255813953,0.00308139534883721,0.0145348837209302,0.00691860465116279,0.00918604651162791,0.0344186046511628,0
"7","sample_00007","21.04.22",13,"t2",7,NA,1,0.0290697674418605,9688.6287,281.646183139535,85.5818342965823,78.2119140666796,29.0816993878979,13.6524323690405,292.026898768181,184.002314070262,217.683484848485,188.209369957972,0.55530303030303,0.0277906976744186,0.118837209302326,0.00174418604651163,0.00319767441860465,0.0340697674418605,0,0,0.0350581395348837,0.00337209302325581,0.0088953488372093,0
"8","sample_00008","21.04.22",13,"t2",8,NA,1.286,0.0373837209302326,5741.104635,166.892576598837,69.4653196409372,41.2881376358871,29.6422952381139,15.5769201302586,273.750905477327,213.015589212695,188.596363636364,215.745107840021,0.610909090909091,0.00494186046511628,0.109476744186047,0,0.00116279069767442,0.0156976744186047,0,0.0177325581395349,0.0123255813953488,0.00546511627906977,0.0126744186046512,0
"9","sample_00009","21.04.22",13,"t2",9,NA,0.876,0.0254651162790698,4796.02539,139.419342732558,71.7376014101206,41.3117787559961,31.1355760508302,14.831156749366,212.507228989197,151.165994141768,100.144367816092,126.286132114422,0.805747126436782,0.00819767441860465,0.180697674418605,0,0.00197674418604651,0.0344767441860465,0.00726744186046512,0.0248255813953488,0.00436046511627907,0.028546511627907,0.00505813953488372,0
"10","sample_00010","21.04.22",13,"t2",10,NA,2.018,0.0586627906976744,9880.439535,287.222079505814,77.3426820482326,49.8087748779477,33.3979784606127,14.7489144462959,251.926292340497,161.027933312636,128.245094339623,140.826715199685,0.760377358490566,0.00796511627906977,0.0731976744186046,0.00122093023255814,0.00232558139534884,0.0536627906976744,0,0.0102325581395349,0,0.0300581395348837,0.00726744186046512,0
