"","file","date","time_point","culture_ID","comment","time","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","25.04.22","t3",1,NA,13,0.75,0.0218023255813953,3433.43691,99.8092125,63.1584370021205,37.6442341817626,26.7500040949911,8.68877152073975,443.097591247801,159.627848674164,372.36,169.747383367167,0.288333333333333,0.00726744186046512,0.0036046511627907,0.0140116279069767,0,0,0,0.00482558139534884,0,0,0,0
"2","sample_00002","25.04.22","t3",2,NA,13,1.238,0.0359883720930233,5527.57689,160.685374709302,74.8713138999238,38.5188314461056,33.5597299836049,11.0924426230014,354.356318319404,266.345693843292,207.563,262.433953703035,0.505,0.0234302325581395,0.0488953488372093,0.0311046511627907,0,0.0275,0.00581395348837209,0.0190116279069767,0,0,0,0
"3","sample_00003","25.04.22","t3",3,NA,13,1.344,0.0390697674418605,8058.08898,234.246772674419,88.0261017374491,30.62613622524,30.6364531213696,10.3233833158905,261.066173626301,143.157408995042,207.817741935484,102.160393327019,0.485806451612903,0.0111627906976744,0.0796511627906977,0.00186046511627907,0.0013953488372093,0,0,0.0233720930232558,0,0.00325581395348837,0,0
"4","sample_00004","25.04.22","t3",4,NA,13,2.148,0.0624418604651163,10532.209275,306.168874273256,62.0140589892049,28.4082526075219,27.8178936603772,7.10917161908257,294.945350045,178.630996359633,220.315384615385,183.040883166183,0.455384615384615,0,0.035406976744186,0.011453488372093,0.00116279069767442,0.00790697674418605,0.00656976744186047,0,0,0,0,0
"5","sample_00005","25.04.22","t3",5,NA,13,1.042,0.0302906976744186,6846.07545,199.01382122093,95.0361116045037,33.7241103747403,35.6418417134313,12.7115593556239,265.449264927627,153.832255068648,144.6836,90.3418575873517,0.61,0.0197674418604651,0.0528488372093023,0,0,0.00546511627906977,0,0.0275581395348837,0,0,0,0
"6","sample_00006","25.04.22","t3",6,NA,13,1.056,0.0306976744186047,6461.07597,187.821975872093,90.1628432995689,44.8401061986017,30.5854882027823,11.6794796272944,253.896870931443,142.620126422195,181.657254901961,122.093677085727,0.582549019607843,0.0384883720930233,0.104651162790698,0,0.0011046511627907,0.0107558139534884,0,0,0.0027906976744186,0.00255813953488372,0.0166860465116279,0
"7","sample_00007","25.04.22","t3",7,NA,13,1,0.0290697674418605,9688.6287,281.646183139535,75.7634550123164,28.6197592403574,28.0898174753948,9.00220984203603,240.723158860913,125.194394016331,158.108181818182,101.038255327971,0.657727272727273,0.0230232558139535,0.146337209302326,0,0.00453488372093023,0.0213372093023256,0,0.0109883720930233,0.00476744186046512,0,0,0
"8","sample_00008","25.04.22","t3",8,NA,13,1.286,0.0373837209302326,5741.104635,166.892576598837,71.4392642820435,19.0117996436786,28.4048240079071,6.78780483893957,232.80522856765,155.547008378388,137.044545454545,134.900019136649,0.676363636363636,0,0.105232558139535,0,0,0.0136046511627907,0,0,0.0103488372093023,0,0,0
"9","sample_00009","25.04.22","t3",9,NA,13,0.876,0.0254651162790698,4796.02539,139.419342732558,60.9520601985955,25.3422251172403,24.3864294335083,7.78423313234889,229.650485444781,102.106479593952,164.2848,88.3003729910998,0.6036,0.0149418604651163,0.115697674418605,0.00511627906976744,0.00116279069767442,0.00831395348837209,0,0.0102325581395349,0.00732558139534884,0,0,0
"10","sample_00010","25.04.22","t3",10,NA,13,2.018,0.0586627906976744,9880.439535,287.222079505814,87.7293965369055,49.5783351621962,29.9567773187082,9.37578168884882,255.049384004013,148.542989684617,168.928163265306,131.672344772189,0.517755102040816,0.00476744186046512,0.11093023255814,0,0.00104651162790698,0.0218023255813953,0,0,0.0180813953488372,0,0.0507558139534884,0
"11","sample_00011","25.04.22","t3",11,NA,13,1.216,0.0353488372093023,5137.098975,149.33427252907,76.0581932399789,55.4538077585171,30.1476889389013,14.6186739576161,321.058577904325,179.272971521185,229.001525423729,191.612791675921,0.554915254237288,0.00936046511627907,0.0544767441860465,0.0361046511627907,0,0.0376162790697674,0,0.005,0.0259883720930233,0.0200581395348837,0.0146511627906977,0
"12","sample_00012","25.04.22","t3",12,NA,13,2.27,0.0659883720930233,14665.311225,426.317186773256,89.136760296491,65.9358145367368,33.6364171062585,15.8176765696347,270.484090304168,172.190318832057,162.938591549296,172.003738466812,0.618591549295775,0.0211627906976744,0.101976744186047,0.0162209302325581,0.00308139534883721,0.0273255813953488,0,0.0224418604651163,0.00191860465116279,0.0282558139534884,0.0261627906976744,0
"13","sample_00013","25.04.22","t3",13,NA,13,1.74,0.0505813953488372,6301.414035,183.180640552326,79.5834385715197,44.7009160222716,30.9756398512445,10.90831489895,287.893410564601,166.652149966474,159.096964285714,169.124135914419,0.682321428571429,0.0240116279069767,0.0551744186046512,0.00238372093023256,0.00767441860465116,0.0338953488372093,0.0118604651162791,0.0190697674418605,0.0211627906976744,0.0011046511627907,0.0371511627906977,0
"14","sample_00014","25.04.22","t3",14,NA,13,2.208,0.0641860465116279,12088.83933,351.419747965116,85.9680340569747,52.1530020543161,30.4790839327137,11.5544728401893,276.190778020758,205.85311697312,193.926538461538,202.482228117774,0.577692307692308,0.0145348837209302,0.0691279069767442,0,0.000697674418604651,0.00726744186046512,0,0,0.00808139534883721,0.00116279069767442,0.0145348837209302,0
"15","sample_00015","25.04.22","t3",15,NA,13,0.21,0.0061046511627907,112.8492,3.2805,94.3813667056338,49.1961682210048,35.7923635775777,16.0136121602983,313.119167815764,174.576229216853,166.131914893617,168.70948691964,0.536382978723404,0.0145348837209302,0.0559302325581395,0.00372093023255814,0,0.037093023255814,0.000872093023255814,0.0319186046511628,0.0119186046511628,0.0228488372093023,0.0215116279069767,0
"16","sample_00016","25.04.22","t3",16,NA,13,2.178,0.0633139534883721,11513.144385,334.684429796512,119.500535923888,49.6556374174894,42.0084764799686,13.326686625402,386.973016452176,273.056505108672,301.911111111111,252.747559307921,0.333333333333333,0.0126162790697674,0.021046511627907,0,0,0,0,0.0122093023255814,0.00319767441860465,0,0,0
"17","sample_00017","25.04.22","t3",17,NA,13,1.42,0.0412790697674419,4186.016415,121.68652369186,91.1537549478104,50.2295652698049,34.6086194996226,11.6230123269679,290.019493634106,208.987344656419,160.51064516129,167.44954280689,0.651612903225806,0.00726744186046512,0.0668023255813954,0.0036046511627907,0,0.0145348837209302,0,0.028953488372093,0,0,0.0208139534883721,0
"18","sample_00018","25.04.22","t3",18,NA,13,1.234,0.0358720930232558,5644.198665,164.075542587209,72.80487208381,52.5825986632671,28.4806978509699,9.54318487046585,288.345111537513,172.965304057388,203.473225806452,147.131861593314,0.47741935483871,0.0088953488372093,0.0578488372093023,0.0140116279069767,0,0.00674418604651163,0.00726744186046512,0.0144186046511628,0,0,0.0145348837209302,0
