"file","date","time_point","species","comment","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean"
"sample_00085","12.04.2022","training","Spi_te",NA,5.96,0.173255813953488,28224.63468,820.48356627907,181.799031060672,48.0298926045843,33.2417388304152,4.22189409970812,672.355390075953,255.731271467318,594.3725,292.608995162486,0.1375
"sample_00086","12.04.2022","training","Spi_te",NA,1.144,0.0332558139534884,9347.85036,271.739836046512,253.627934050978,29.0727181181386,40.6962739544408,3.96043464074612,1107.5196875,320.644890892644,983.514,438.876616294375,0.216
"sample_00087","12.04.2022","training","Spi_te",NA,3.528,0.102558139534884,14430.65706,419.495844767442,154.37763732649,59.4357645058656,32.5414877338317,4.57634066725896,683.841937369167,423.235210139568,558.248,501.428609794056,0.256
"sample_00088","12.04.2022","training","Spi_te",NA,7.312,0.212558139534884,37197.06462,1081.31001802326,193.37855667918,57.4736081349444,33.4754105851723,6.89412133040988,848.383326583324,363.144799158649,640.529230769231,440.715323242823,0.273846153846154
"sample_00089","12.04.2022","training","Spi_te",NA,3.224,0.0937209302325581,7744.86684,225.141477906977,133.68651098454,99.659041339921,30.3797395621013,5.24298681574026,618.806974710479,442.537966145868,490.344,424.418920501902,0.486
"sample_00090","12.04.2022","training","Spi_te",NA,3.68,0.106976744186047,16184.54358,470.480918023256,183.919616950449,74.8908009366104,37.5539502231442,3.81511064475103,883.856252097562,371.729138762152,723.531428571429,384.303556772012,0.214285714285714
"sample_00091","12.04.2022","training","Spi_te",NA,6.912,0.20093023255814,28565.01936,830.378469767442,141.626695165741,76.9941758901081,35.093359876069,9.33697143616668,526.453637625142,319.947764161796,288.459090909091,253.50428361093,0.612727272727273
"sample_00092","12.04.2022","training","Spi_te",NA,2.8,0.0813953488372093,12078.93222,351.131750581395,175.564784427149,59.8974772776219,35.1951207833484,6.2232550134711,822.62596360378,277.311349419077,403.68,220.90694896268,0.582
"sample_00093","12.04.2022","training","Tet",NA,0.208,0.00604651162790698,341.04078,9.9139761627907,107.136675,NA,18.0058326923077,NA,141.925925925926,NA,42.56,NA,0.88
"sample_00094","12.04.2022","training","Tet",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sample_00095","12.04.2022","training","Tet",NA,0.24,0.00697674418604651,569.62602,16.5588959302326,97.01154,NA,29.65842,NA,209.158333333333,NA,14.79,NA,1.44
"sample_00096","12.04.2022","training","Tet",NA,0.976,0.0283720930232558,294.45768,8.55981627906977,23.4915934426229,NA,16.057287295082,NA,362.036290322581,NA,268.5,NA,0.48
"sample_00097","12.04.2022","training","Tet",NA,0.456,0.0132558139534884,125.05266,3.63525174418605,20.9407360421836,0.517165003395475,16.4329126861042,0.746839646376675,174.054900744417,90.4048301998783,156.46,109.841967389518,0.39
"sample_00098","12.04.2022","training","Tet",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sample_00099","12.04.2022","training","Spi",NA,1.992,0.0579069767441861,119738.64366,3480.774525,722.972733822581,124.057602269604,102.90641328871,25.5033742689452,351.446,56.5628856406743,314.585,7.03571247280614,0.08
"sample_00100","12.04.2022","training","Spi",NA,4.376,0.127209302325581,154871.61768,4502.08190930233,314.613976680929,310.12414662756,63.7355010726549,45.6433056545967,205.360157645137,112.421218001479,140.36,121.962943825847,0.412857142857143
"sample_00101","12.04.2022","training","Spi",NA,1.944,0.0565116279069767,65893.30398,1915.50302267442,520.882295110169,1.24673264862511,81.0738095338983,10.299448015019,317.308830508475,94.4400071789269,308.21,97.5383093968724,0.075
"sample_00102","12.04.2022","training","Spi",NA,2.592,0.0753488372093023,122598.846,3563.91994186047,445.009279476316,320.018779353614,70.7259356881579,46.510286962054,294.08041540404,154.494525041639,237.3175,187.793789278737,0.515
"sample_00103","12.04.2022","training","Spi",NA,2,0.0581395348837209,141069.11076,4100.84624302326,851.311377,0.414423687902663,106.4751804,16.4481460359969,392.164,32.2666966391045,375.67,21.2980562493388,0.05
"sample_00104","12.04.2022","training","Spi",NA,2.448,0.0711627906976744,121349.36916,3527.59794069767,359.037077353755,401.673228318906,66.5997417960474,58.7873768095016,290.761345117845,184.22820612525,259.375,176.086783433624,0.32
"sample_00105","12.04.2022","training","Spi",NA,2.272,0.066046511627907,113981.23494,3313.40799244186,507.536285290756,231.08748044579,89.4396598046669,21.1032948310392,296.701807508155,131.303158160049,280.2,113.751014354452,0.085
"sample_00106","12.04.2022","training","Spi",NA,6.696,0.194651162790698,318819.85398,9268.01901104651,535.761544036555,152.152561920931,102.830529919056,9.05074015823752,330.942431555743,113.800729547388,257.00875,110.765978458769,0.1075
"sample_00107","12.04.2022","training","Spi",NA,2.736,0.0795348837209302,149630.29722,4349.71794244186,450.944776516783,204.621465603376,103.85490684021,46.7576213759642,299.398022727273,166.779540772012,173.765,92.3630266935856,0.2125
"sample_00108","12.04.2022","training","Spi",NA,1,0.0290697674418605,53844.55236,1565.24861511628,617.1785604,NA,111.356532,NA,368.388,NA,262.36,NA,0.26
"sample_00109","12.04.2022","training","Spi",NA,6.304,0.183255813953488,291673.58526,8478.88329244186,491.049623442667,221.074876102117,95.092856354273,41.0207218156007,262.638035044941,107.958087497026,183.3925,108.380431823613,0.295
"sample_00110","12.04.2022","training","Spi",NA,2.736,0.0795348837209302,107908.24212,3136.86750348837,362.356110023634,233.088467284954,77.2093767975315,55.1690946155203,279.38041066595,97.0756012124854,96.68,63.1575231728836,0.7675
"sample_00111","12.04.2022","training","Spi",NA,3.024,0.087906976744186,147732.59358,4294.55213895349,456.914840933659,355.342569609729,83.13048134427,53.1174347984074,251.20519179706,130.27933544124,216.2475,118.490839695171,0.2825
"sample_00112","12.04.2022","training","Spi",NA,3.208,0.0932558139534884,117584.53614,3418.15512034884,502.486062851613,219.280053316045,91.9117931830645,27.0502932415214,347.049203703704,126.772967930837,303.97,193.096423063712,0.2025
"sample_00113","12.04.2022","training","Spi",NA,5.464,0.158837209302326,272089.9188,7909.5906627907,515.663505057429,240.142557451731,90.3754614894045,36.4825501519491,325.135630120242,108.842394599117,259.93625,137.631599251407,0.27875
"sample_00114","12.04.2022","training","Spi",NA,2.744,0.0797674418604651,126764.16246,3685.00472267442,605.478654929032,49.4883017610587,95.6975711225806,3.30889725885253,361.216996415771,22.6071574632888,300.12,61.7100737319281,0.06
"sample_00115","12.04.2022","training","Spi",NA,2.984,0.0867441860465116,157118.76018,4567.40581918605,601.757106270968,136.687835541337,109.214113529032,13.2116448438883,376.100666666667,115.41688788619,239.766666666667,119.458447308398,0.236666666666667
"sample_00116","12.04.2022","training","Spi",NA,4.216,0.122558139534884,151857.6255,4414.46585755814,411.63873316576,178.454399703911,84.9062804215719,23.625905046381,250.456942533185,125.328051173629,158.6525,111.977412869101,0.37625
"sample_00117","12.04.2022","training","Spi",NA,3.008,0.0874418604651163,142392.59568,4139.31964186046,569.396480898214,221.857318164448,109.442227901786,27.9665507080374,346.448353070175,162.871009065566,269.3725,225.239632595302,0.3325
