"file","date","time_point","culture_ID","comment","time","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean"
"sample_00030","03.05.22","t5",30,NA,11,19.352,0.562558139534884,52972.59546,1539.90103081395,86.2920219732625,31.038538798002,33.7488851495486,10.8067470136707,293.782156543138,170.343424071295,189.921290322581,149.24923418546,0.48741935483871
"sample_00031","03.05.22","t5",31,NA,11,9.36,0.272093023255814,26465.36814,769.342097093023,94.1184848442943,29.2874916899228,35.2634050162033,10.2118997885495,304.117656259097,205.157494292733,205.723846153846,167.446063780672,0.448461538461538
"sample_00032","03.05.22","t5",32,NA,11,26.56,0.772093023255814,63344.88036,1841.42094069767,68.903992825665,48.2260304266394,30.1968132202389,11.2025609998011,189.148297373298,127.221666257519,90.0556363636364,149.410530638878,0.818181818181818
"sample_00033","03.05.22","t5",33,NA,11,14.504,0.421627906976744,44669.2563,1298.52489244186,81.7835429709531,46.4161769436745,29.5168337395762,10.6081175838678,272.127247719683,168.488478755981,134.742307692308,85.6960453840289,0.645769230769231
"sample_00034","03.05.22","t5",34,NA,11,17.208,0.500232558139535,47701.0944,1386.65972093023,87.0744272614523,41.0972748088704,34.1409187365845,11.0565729508427,257.114601330222,173.397720163685,156.857037037037,150.954006159156,0.622962962962963
"sample_00035","03.05.22","t5",35,NA,11,17.416,0.506279069767442,46722.71808,1358.21854883721,90.8180216711438,26.6683894775003,32.2639893132091,8.38539501572061,315.102593975013,184.051117426299,168.249230769231,110.992318542251,0.53
"sample_00036","03.05.22","t5",36,NA,11,16.12,0.468604651162791,45407.89368,1319.99690930233,86.0137300583851,33.3434771789693,35.6063962772138,9.78445713414845,317.953430340835,221.528577694092,192.6724,157.098321423241,0.5016
"sample_00037","03.05.22","t5",37,NA,11,21.408,0.622325581395349,51173.04438,1487.5884994186,79.5171258073379,31.2810637944542,30.7728257592238,8.36649510149545,231.968593625758,140.174107232858,139.379393939394,93.7674763024004,0.626363636363636
"sample_00038","03.05.22","t5",38,NA,11,16.688,0.485116279069767,60648.5718,1763.03987790698,93.3811357694119,57.4082674647794,35.9565074692025,13.8914215509673,266.740291733925,197.45976682416,151.710833333333,200.229256037145,0.615833333333333
"sample_00039","03.05.22","t5",39,NA,11,8.944,0.26,23389.57134,679.929399418605,100.860115331213,33.3520456305293,35.8393998826575,9.35439710673841,293.991760334664,204.876001985911,215.061538461538,221.791273492525,0.599230769230769
"sample_00040","03.05.22","t5",40,NA,11,14.184,0.412325581395349,35055.94788,1019.06825232558,75.1222529239028,27.5193459591577,35.0876335045768,7.34298474851637,209.990524946635,171.750676901759,91.07,114.73355522792,0.754545454545455
"sample_00041","03.05.22","t5",41,NA,11,10.016,0.291162790697674,33919.97634,986.045823837209,91.9554608873408,47.294653687112,32.5660748295826,11.5340696494727,256.987702633993,188.058936204295,156.031764705882,166.17873646451,0.558235294117647
"sample_00042","03.05.22","t5",42,NA,11,25.12,0.730232558139535,64882.51632,1886.11966046512,87.4393344270083,34.5954019299196,32.1017656211085,9.60678894011637,280.773083533965,187.373829043457,178.419677419355,174.466942646907,0.523870967741936
"sample_00043","03.05.22","t5",43,NA,11,7.192,0.20906976744186,17770.20606,516.57575755814,77.9295442968417,43.1102233799388,29.9252147847553,7.94574073495638,296.655781665515,195.289486121111,169.880909090909,158.932829236413,0.520909090909091
"sample_00044","03.05.22","t5",44,NA,11,21.16,0.615116279069768,40482.55098,1176.81834244186,67.975701172995,25.3309585578049,27.3091987650706,7.75889770205836,233.212019877205,144.525072833845,154.261860465116,145.369908710025,0.659069767441861
"sample_00045","03.05.22","t5",45,NA,11,21.04,0.611627906976744,63239.64192,1838.36168372093,82.1260955217664,40.3230187353849,34.8174469323715,12.7803905813171,280.299754636383,171.194457854481,152.6146875,163.070320572176,0.5309375
"sample_00046","03.05.22","t5",46,NA,11,6.88,0.2,16908.74676,491.533336046512,102.459437205085,22.4079841565255,29.3719404806202,4.70781152159888,469.7049910455,279.30448103907,289.736153846154,247.041834734472,0.464615384615385
"sample_00047","03.05.22","t5",47,NA,11,10.976,0.31906976744186,30615.85674,889.995835465116,99.8369037010165,32.5200528034172,31.0315978538991,10.5537004849303,229.589692748039,110.01020526797,124.580588235294,74.7374577663861,0.592352941176471
"sample_00048","03.05.22","t5",48,NA,11,5.936,0.172558139534884,14740.99236,428.517219767442,95.0155498913334,30.1234570914075,30.780579749363,4.60214885334108,401.347833438552,213.859882969072,221.77625,186.645608722405,0.5575
"sample_00049","03.05.22","t5",49,NA,11,11.928,0.346744186046512,38108.51874,1107.80577732558,95.818941075073,42.562367208624,31.6129639651195,10.9121498015854,350.097319749209,202.244052913229,278.025882352941,200.709449922607,0.358823529411765
"sample_00050","03.05.22","t5",50,NA,11,6.584,0.191395348837209,13223.56428,384.405938372093,82.6049895808084,29.6993738700984,25.8739421779857,5.95824887072143,394.29349309254,187.965339154622,280.634285714286,140.932528631163,0.437142857142857
"sample_00051","03.05.22","t5",51,NA,16,15.544,0.451860465116279,46311.99948,1346.27905465116,93.5592709375957,39.7717835818484,32.3543110598012,14.1649726157065,277.898166305403,185.538874056846,179.7455,183.586079923948,0.485
"sample_00052","03.05.22","t5",52,NA,16,8.032,0.233488372093023,20585.1375,598.405159883721,108.897723210711,18.8878303300566,31.3238942046461,4.59886330455884,743.758751790629,419.638202184173,712.12,435.24623196531,0.208181818181818
"sample_00053","03.05.22","t5",53,NA,16,14.304,0.415813953488372,44896.2669,1305.1240377907,89.9795736123325,34.4732675416709,38.3292653198552,11.4719823049011,326.474876359554,189.610048668339,243.808947368421,201.372898730874,0.363684210526316
"sample_00054","03.05.22","t5",54,NA,16,9.576,0.278372093023256,27324.20304,794.308227906977,105.408003986308,60.0630775119833,29.1039804563514,4.94601376720703,523.484746760692,426.558818336014,433.9125,440.679261511892,0.415625
"sample_00055","03.05.22","t5",55,NA,16,23.784,0.691395348837209,60846.0579,1768.78075290698,80.5321612578167,29.833970387342,33.1664780006329,9.0438308314107,249.757259455353,198.627747461282,149.668378378378,164.169817728025,0.565405405405405
"sample_00056","03.05.22","t5",56,NA,16,0.896,0.026046511627907,1387.6515,40.3387063953488,63.6314665178572,NA,30.3494705357143,NA,111.176339285714,NA,11.19,NA,0.89
"sample_00057","03.05.22","t5",57,NA,16,0.336,0.00976744186046512,599.54418,17.4286098837209,67.5578571428571,NA,29.665575,NA,119.895348837209,NA,7.71,NA,1.16
"sample_00058","03.05.22","t5",58,NA,16,1.976,0.0574418604651163,3138.51996,91.2360453488372,56.2904551741935,24.5078721276295,26.3260503290323,10.1896684580287,125.977806267806,36.1345201443345,45.3033333333333,29.5145224141156,1.19666666666667
"sample_00059","03.05.22","t5",59,NA,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sample_00060","03.05.22","t5",60,NA,17,1.656,0.0481395348837209,1664.65692,48.3911895348837,48.8933482336956,14.1428725759468,26.1768880434783,8.49005212605392,131.718218294738,27.5356791092332,16.5825,6.91701946891386,1.185
"sample_00061","03.05.22","t5",61,NA,17,6.592,0.191627906976744,22630.33242,657.858500581395,96.2857437925104,44.656213748743,34.8868202829839,13.671553773591,272.097400172246,276.482292119407,176.25,208.848199369781,0.475454545454545
"sample_00062","03.05.22","t5",62,NA,17,7.096,0.206279069767442,14319.77616,416.272562790698,58.3645427074518,25.8747996713097,28.1843244754165,10.9465909982073,175.222225369357,73.1571345392325,94.4484615384615,70.3935363801433,0.63
"sample_00063","03.05.22","t5",63,NA,17,12.4,0.36046511627907,42801.9957,1244.24406104651,94.2301370216403,53.9203211119074,34.8461407858426,13.7827450831553,275.909167372806,296.029723879026,196.305,322.428203897272,0.5865
"sample_00064","03.05.22","t5",64,NA,17,8.168,0.237441860465116,17885.286,519.921104651163,68.6878244141612,31.8018555283694,28.8463607896746,8.81126471321819,212.153955530691,211.621064383072,135.085,223.252978196326,0.817222222222222
"sample_00065","03.05.22","t5",65,NA,17,7.32,0.212790697674419,15127.30404,439.747210465116,75.1035906409628,25.6975817044377,26.6656183798991,9.46673087429715,248.666542291962,250.691673282062,176.948333333333,267.503801870462,0.733333333333333
"sample_00066","03.05.22","t5",66,NA,17,10.488,0.304883720930233,28179.10134,819.159922674419,91.4282534176812,29.9228357480013,32.3689875652653,9.96450236784422,470.279512906395,353.833684645623,401.300476190476,359.585686749017,0.299047619047619
"sample_00067","03.05.22","t5",67,NA,17,16.368,0.475813953488372,49496.31522,1438.84637267442,80.1036259269502,45.8547172563274,32.2027765877524,11.6629210049874,298.346303464774,231.504154566548,139.465714285714,194.465377960697,0.704285714285714
"sample_00068","03.05.22","t5",68,NA,17,17.008,0.494418604651163,63668.07522,1850.81614011628,96.4319968308236,50.0323854813253,34.5976604123851,12.2671406770618,201.425381345883,122.048953081297,92.1980769230769,61.168327753453,0.634230769230769
"sample_00069","03.05.22","t5",69,NA,17,32.928,0.957209302325581,74142.18684,2155.29612906977,79.934190273368,32.3871102505956,30.9930658811245,8.94783729742269,250.760117556841,179.658480541173,152.18037037037,136.388043712727,0.533888888888889
"sample_00070","03.05.22","t5",70,NA,17,30.464,0.885581395348837,82128.49848,2387.45635116279,83.4602331767216,37.75150804595,32.5223461915003,10.7392828334493,252.006971959057,257.26190199765,152.553409090909,248.819307576787,0.579545454545455
"sample_00071","03.05.22","t5",71,NA,17,0.84,0.0244186046511628,1412.18964,41.0520244186046,77.577071625,19.0143270899461,24.08046975,2.95287473625451,259.733217592593,23.2665956971671,157.17,95.7422581726585,0.66
"sample_00072","03.05.22","t5",72,NA,17,4,0.116279069767442,10461.5145,304.113793604651,93.4180776,5.94766463586111,35.9373996,4.79334489089943,157.9885,42.0661942300465,127.955,70.4255211789968,0.4375
"sample_00073","03.05.22","t5",73,NA,17,2.456,0.0713953488372093,6375.84858,185.344435465116,80.4092944222906,20.2421166020434,34.2524140381773,3.93231523729848,181.735721913237,20.149004450209,113.175,60.0295330094557,0.555
"sample_00074","03.05.22","t5",74,NA,17,3.976,0.115581395348837,11727.52506,340.916426162791,87.715690425,42.1468176787608,32.0574067778571,12.6663735494641,283.524285714286,309.764592773023,165.794,255.620670486563,0.658
"sample_00075","03.05.22","t5",75,NA,17,1,0.0290697674418605,4380.25482,127.332988953488,116.0070336,NA,48.09375,NA,460.41,NA,107.04,NA,0.44
"sample_00076","03.05.22","t5",76,NA,17,1.592,0.0462790697674419,2334.27258,67.8567610465116,64.319427326407,7.79623094942023,28.1354298659547,2.2007179029957,167.06617534324,44.9847741278595,89.365,78.6624660601654,0.6025
"sample_00077","03.05.22","t5",77,NA,17,4.632,0.134651162790698,13442.96412,390.783840697674,87.3015533540816,27.4377909500057,36.2755875581633,7.46978063378449,207.115288380217,163.586286209632,46.3214285714286,36.3882789867706,0.69
"sample_00078","03.05.22","t5",78,NA,17,0.968,0.0281395348837209,991.89198,28.8340691860465,51.5355906976744,3.26950717937535,22.2055324086379,4.61276196546646,128.134458812261,51.4188206232221,20.3,26.3043722601396,1.105
"sample_00079","03.05.22","t5",79,NA,17,1.232,0.0358139534883721,1868.5728,54.3189767441861,62.6740875,21.9325214191623,26.1227135204082,5.79664733884378,155.09268707483,45.5846224752297,117.186666666667,55.2149303479895,0.57
"sample_00080","03.05.22","t5",80,NA,17,5.432,0.157906976744186,10704.40272,311.174497674419,82.1782745334266,31.441580957848,28.6755161756292,9.07819878975899,384.820379848815,516.030172031844,329.324,532.866364906708,0.811
"sample_00081","03.05.22","t5",81,NA,17,3.944,0.114651162790698,5894.53362,171.352721511628,60.3219083344435,40.1786946545378,24.4250878075301,8.01938964478395,373.116127045791,326.838019474794,313.38,354.272414534352,0.583333333333333
"sample_00082","03.05.22","t5",82,NA,17,11.56,0.336046511627907,38411.11206,1116.60209476744,98.8526083995649,43.606876931634,34.8436834692315,12.0619756173683,312.33095089206,252.294577665391,241.220588235294,258.376269190656,0.465882352941176
"sample_00083","03.05.22","t5",83,NA,17,9.8,0.284883720930233,26223.6609,762.315723837209,92.0175780028272,39.7010634605259,34.6832211849923,9.30160556629091,412.790967546547,372.882828326314,302.280833333333,355.993098872291,0.385
"sample_00084","03.05.22","t5",84,NA,17,11.008,0.32,30478.86306,886.013461046512,79.3144302914312,47.3822288242431,30.9777789180311,9.23934117280742,260.634106148731,189.860645481065,96.357619047619,113.074492167985,0.837619047619048
"sample_00085","03.05.22","t5",85,NA,17,8.72,0.253488372093023,26075.3823,758.005299418605,96.5556152688829,27.0498432568092,32.4405311994295,10.4047184828673,367.898356145099,226.395963365699,275.593571428571,246.435472115994,0.466428571428571
"sample_00086","03.05.22","t5",86,NA,17,9.768,0.283953488372093,25137.94662,730.754262209302,85.2124889760884,32.754612975565,31.4903567453745,11.0010204164822,270.956838950956,202.461729559967,200.20875,195.063143994451,0.464375
"sample_00087","03.05.22","t5",87,NA,17,11.768,0.342093023255814,25274.80908,734.732822093023,79.324944007282,37.4566290771411,27.8219622114295,7.83995008263126,307.924278905112,291.704407374316,223.53,284.488803724232,0.543157894736842
"sample_00088","03.05.22","t5",88,NA,17,7.272,0.211395348837209,29517.02046,858.052920348837,102.712668362365,63.9926874251171,35.6089387964884,11.5448399906691,275.939792144526,195.699700167494,168.3325,179.913941605677,0.806666666666667
"sample_00089","03.05.22","t5",89,NA,17,12.32,0.358139534883721,33423.7023,971.619252906977,92.6243000834666,31.2647172391191,32.3455072761754,9.28636142987893,375.995065154555,314.550614319926,229.5465,289.571456089584,0.6395
"sample_00090","03.05.22","t5",90,NA,17,23.248,0.675813953488372,55360.14336,1609.30649302326,83.908469659349,33.2140093152988,31.0249530231317,8.71503236065547,255.999655089921,176.696286758646,168.980256410256,163.439028813213,0.626153846153846
"sample_00091","03.05.22","t5",91,NA,17,22.936,0.666744186046512,63613.4877,1849.22929360465,90.3692325215032,37.7854615030426,31.2309062950259,9.95725815836775,301.960348972198,292.728729450549,208.633055555556,293.956024270098,0.564444444444444
"sample_00092","03.05.22","t5",92,NA,17,13.272,0.385813953488372,42961.428,1248.87872093023,104.645611923443,48.9628555592929,35.9973345110821,12.6009694458905,271.290760557352,178.332290513551,192.5595,171.958122333837,0.3865
"sample_00093","03.05.22","t5",93,NA,17,10.032,0.291627906976744,39567.55392,1150.21959069767,111.669487471638,52.5269824765965,37.0870664007538,12.5847489981258,265.643550339917,195.305676030156,167.591666666667,178.852160219416,0.349166666666667
"sample_00094","03.05.22","t5",94,NA,17,13.208,0.383953488372093,49089.13956,1427.00987093023,100.866512698671,44.1981242266932,37.4049138590406,10.9382149150223,255.71369811839,184.098341750581,154.360555555556,176.270132282719,0.466111111111111
"sample_00095","03.05.22","t5",95,NA,17,21.88,0.636046511627907,81787.98258,2377.55763313954,103.647536611274,44.530631390757,37.7005888375867,14.1840471922994,292.421371770757,159.471098512135,201.856129032258,143.891789820856,0.467741935483871
"sample_00096","03.05.22","t5",96,NA,18,10.576,0.307441860465116,39204.86184,1139.67621627907,109.174226066295,35.8057588870403,40.3114591427959,9.55963607628549,378.612419787498,199.419712423132,192.020833333333,115.881366253151,0.384166666666667
"sample_00097","03.05.22","t5",97,NA,18,22.68,0.659302325581395,118655.16012,3449.27791046512,110.501968565765,68.4069702142474,39.7566103361452,17.4427893608136,335.304294406053,262.224370784081,231.108787878788,258.84189272553,0.482121212121212
"sample_00098","03.05.22","t5",98,NA,18,7.016,0.203953488372093,50314.47192,1462.62999767442,131.836651224555,177.164267698012,31.7218145149646,18.1659551071027,216.498869247994,97.484108870871,114.199,92.8648857749795,0.655
"sample_00099","03.05.22","t5",99,NA,18,10.736,0.312093023255814,42981.37344,1249.45853023256,92.7618276815675,58.2688095619972,32.0965008594644,14.9300695508371,329.399866784443,308.872931167215,228.639473684211,263.960954508926,0.394210526315789
"sample_00100","03.05.22","t5",100,NA,18,10.536,0.306279069767442,34983.77688,1016.97025813954,91.2842741143408,44.4486216475539,31.5932607996743,12.3388932554808,310.955865583125,305.399108943058,242.8625,319.092186815451,0.554375
"sample_00101","03.05.22","t5",101,NA,18,3.768,0.10953488372093,10605.72528,308.30596744186,92.2269850298765,42.6742330445253,32.7205141975316,9.99914806965003,420.162515057267,317.91977360065,212.728888888889,167.171469862866,0.601111111111111
"sample_00102","03.05.22","t5",102,NA,18,13.48,0.391860465116279,43670.27844,1269.48483837209,95.3679211868969,39.2380276081717,36.0321903271608,11.3459342284128,258.183725657198,172.044386759165,162.0065,161.876529532298,0.541
"sample_00103","03.05.22","t5",103,NA,18,5.264,0.153023255813954,13375.77948,388.830798837209,87.1007630345865,14.3380756102728,36.0742822989328,4.00826049178647,219.733584622476,189.942322451467,67.7814285714286,65.7797528191797,0.852857142857143
"sample_00104","03.05.22","t5",104,NA,18,13.248,0.385116279069767,30778.83198,894.733487790698,66.3530047952384,38.0155965444116,28.3239320875109,10.8297849264055,223.395458394552,141.078005791332,122.5356,112.423073961709,0.6288
"sample_00105","03.05.22","t5",105,NA,18,1.856,0.053953488372093,5217.3072,151.665906976744,82.9368426257268,15.4810619317255,38.0493043547965,7.60671792477966,146.601101744186,45.1534662806629,46.44,38.7999497422355,0.64
"sample_00106","03.05.22","t5",106,NA,18,5.408,0.157209302325581,17775.32364,516.724524418605,119.183728194145,34.2976639170824,31.8409632025542,8.13504337862264,729.192917027976,400.946307197789,655.749,404.450529249252,0.272
"sample_00107","03.05.22","t5",107,NA,18,4.576,0.133023255813953,17367.22944,504.861320930233,119.421830967341,31.0153136491839,39.8239857383325,6.5411464299251,504.57458543331,365.863697658352,235.172857142857,210.744399744832,0.551428571428571
"sample_00108","03.05.22","t5",108,NA,18,4.28,0.124418604651163,14046.18246,408.319257558139,100.521985096085,48.7770202486135,36.2182448849094,10.8077652652501,291.217401763153,337.408193955853,228.048,354.524689013332,0.66
"sample_00109","03.05.22","t5",109,NA,18,3.328,0.0967441860465116,6781.58082,197.138977325581,87.3204097216304,35.6669842899692,30.0053591346176,6.30597726569579,530.427367521492,504.035358181667,447.64125,509.414869922556,0.5425
"sample_00110","03.05.22","t5",110,NA,18,17.744,0.515813953488372,43088.31774,1252.56737616279,73.1048674413438,29.3915877059502,32.7981862758549,11.5104603309595,247.500622729149,178.332127907301,157.483571428571,168.154952465351,0.598928571428571
