"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","culture_ID","comment","time"
"sample_00001",69.6136068376069,2.83896711109584,8392.19192307692,1048.4544593101,380.807169230769,30.7192470887762,156.336611538462,13.8988778455675,67.9260807692308,5.5856656878762,2.30459829059829,0.127985253718804,-0.02,0.23,4.68,117,2673.73,2674,571.31,2951.84,630.74,32.78,1.57,5.54,138.41,819.62,39.24,"sample_00001-10","29.04.22","t4",1,NA,NA
"sample_00001",47.873376,2.23723268240606,4499.40258,79.8521444816616,256.768866,13.4654507284751,93.2108472,1.58988260506088,61.4669796,0.914453585263159,1.516904,0.0408222788635434,0.04,0.23,5,125,2129.71,2115,423.04,3176.02,635.2,33.65,9.06,5.08,126.98,841.26,226.6,"sample_00001-12","29.04.22","t4",1,NA,NA
"sample_00001",47.433488,1.18294068795769,4073.98734,98.6718137933655,240.7193964,3.80144753484359,83.529468,1.26421846604737,62.1104112,1.6371314243885,1.346,0.0477152170222862,0.05,1.13,5,125,453.39,453,90.68,537.26,107.45,19.13,0.04,4.19,104.83,478.16,1.04,"sample_00001-13","29.04.22","t4",1,NA,NA
"sample_00001",60.9798,4.32535523620371,4905.26604,545.341068848386,273.7867392,17.332823916658,106.647516,6.1203213846888,58.4801532,4.56618997848609,1.832496,0.152351494270492,0.01,0.31,5,125,2813.37,2519,503.77,3928.19,785.64,51.57,2.89,12.9,322.43,1289.33,72.14,"sample_00001-16","29.04.22","t4",1,NA,NA
"sample_00001",30.2213222222222,4.00533705136113,2768.3775,389.543827934885,212.524965,17.5682136096629,84.244455,8.70405064813733,41.700645,4.37550366686703,2.03933333333333,0.277676434446985,0,0.25,3.6,90,906.83,513,142.45,1930.73,536.31,40.29,3.34,6.94,173.58,1007.25,83.62,"sample_00001-17","29.04.22","t4",1,NA,NA
"sample_00001",104.644008,4.01879929206915,9907.37244,1103.30828267639,410.8970592,27.3633183150491,166.8519648,14.2905609159,75.4071768,3.76104007256521,2.211832,0.164158250556609,-0.02,0.53,5,125,401.18,207,41.39,2010.57,402.11,27.25,1.17,6.03,150.86,681.3,29.17,"sample_00001-2","29.04.22","t4",1,NA,NA
"sample_00001",59.880704,12.5017385610472,2860.46478,481.087418536271,205.2269784,22.6558509209091,78.328296,12.1069654108726,46.5180408,3.3754170401679,1.693936,0.301748072233733,0.06,0.27,5,125,410.51,76,15.19,1300.56,260.11,18.6,1.56,3.96,98.94,465,38.93,"sample_00001-20","29.04.22","t4",1,NA,NA
"sample_00001",35.375496,8.75215153329039,3519.58284,152.256861939605,268.1020296,17.6676851615754,113.420412,10.219580464389,39.7690236,3.15235970619486,2.886264,0.443911211407082,0,0.16,5,125,1233.1,1233,246.62,1337.41,267.48,17.83,4.69,2.58,64.41,445.7,117.23,"sample_00001-21","29.04.22","t4",1,NA,NA
"sample_00001",80.08,18.7874773778233,7508.16981818182,1875.47794060989,346.439871818182,63.5539232767827,137.482993636364,29.4653543242692,68.25627,9.28402769125556,2.03472727272727,0.387751039569037,0.1,0.25,2.2,55,1004.74,1005,456.7,1340.17,609.17,38.55,9.48,8.8,220.06,963.8,237.01,"sample_00001-22","29.04.22","t4",1,NA,NA
"sample_00001",46.7248272727273,7.55511286002332,4247.35281818182,1073.52074812782,276.450901363636,50.8494502119767,111.254788636364,22.8326233355751,47.4489163636364,7.1451486859264,2.3474,0.361988524325177,0.01,0.3,4.48,110,847.44,847,189.16,968.56,216.2,18.86,2.56,3.08,73.44,451.37,64.07,"sample_00001-27","29.04.22","t4",1,NA,NA
"sample_00001",54.517304,6.75647880857401,4225.9401,240.673795973275,292.8667752,18.9115746244301,120.6944388,10.104609960298,44.7341292,2.43125150572293,2.714312,0.334489582652772,-0.02,0.27,5,125,580.56,580,115.91,1005.49,201.1,15.19,0.34,2.8,70,379.82,8.49,"sample_00001-3","29.04.22","t4",1,NA,NA
"sample_00001",33.8713802816901,2.57458866820756,3609.47408450704,420.702198008248,234.550388028169,16.0054331441466,88.5359661971831,6.3646212121987,51.6567232394366,4.15517964402633,1.71807042253521,0.0794693694709139,-0.01,0.27,2.84,71,1536.45,1536,541,1562.31,550.11,28.38,5.89,4.9,122.43,709.41,147.21,"sample_00001-40","29.04.22","t4",1,NA,NA
"sample_00001",36.0325161290323,4.96257877096823,2115.39338709677,549.446763500018,173.878911290323,27.375565796563,66.26205,11.6268009633347,39.7875919354839,7.48968303147844,1.69825806451613,0.276114827290137,0.04,0.38,1.24,31,254.88,204,164.29,397,320.16,23.13,4.98,3.98,99.49,578.19,124.52,"sample_00001-43","29.04.22","t4",1,NA,NA
"sample_00001",168.824361702128,13.6123720618023,500.101755319149,211.797867971853,158.721654255319,49.721452155848,43.9891180851064,7.76756107902984,13.9201946808511,3.96695325466527,3.30044680851064,0.642304573849057,-3.02,1.64,2.56,47,76.78,75,29.23,914.19,357.11,110.07,0.36,22.04,340.57,1516.07,4.55,"sample_00001-46","29.04.22","t4",1,NA,NA
"sample_00001",47.6634,3.67273407695139,5533.930125,936.680104708916,280.2676275,31.9044412940828,96.69915,10.1555432016674,71.955135,9.61856244234623,1.37228333333333,0.243651535812838,-0.03,0.36,2.4,60,804.23,804,335.09,1255.24,523.02,35.82,7.11,6.53,163.15,895.52,177.81,"sample_00001-47","29.04.22","t4",1,NA,NA
"sample_00001",53.21748,5.26862660319281,4694.13306,290.738008430885,316.4922072,15.1869513837454,132.5812212,8.35442334293845,45.1559772,2.44424888126572,2.949856,0.298172706611021,0.02,0.12,5,125,804.84,805,160.97,1106.79,221.36,13.55,1.56,1.57,39.31,338.74,39,"sample_00001-5","29.04.22","t4",1,NA,NA
"sample_00001",40.8220256410256,6.06446939791707,2813.23903846154,816.6460908979,223.4169,47.8955258766604,92.9557038461539,23.45713210211,37.6243961538462,5.37996631288838,2.44930769230769,0.516358206646171,0.03,0.12,1.56,39,258.32,258,165.59,269,172.44,10.8,4.36,1.63,40.65,269.94,109.1,"sample_00001-56","29.04.22","t4",1,NA,NA
"sample_00001",32.4692777777778,3.34665021955738,2712.335625,383.99575783249,209.20095,22.1890458081106,84.4896375,10.4727505509255,40.636575,3.67516909753823,2.07980555555556,0.234545861423968,-0.01,0.34,1.44,36,769.12,769,534.11,794.16,551.5,32.5,11.11,5.54,138.61,812.48,277.75,"sample_00001-57","29.04.22","t4",1,NA,NA
"sample_00001",47.1536,6.28112111422896,4830.47064,185.942479226067,302.8116636,11.8609532893844,125.9311212,6.95444846954632,48.9340764,2.23335599078057,2.583512,0.234093020386231,0,0.08,5,125,1102.96,1103,220.59,1199.02,239.8,13.62,5.65,1.6,40.08,340.4,141.16,"sample_00001-6","29.04.22","t4",1,NA,NA
"sample_00001",51.941288,17.4182728402953,2838.9447,307.439093452382,239.0364108,39.6175645573662,98.0301528,23.1364833597446,38.4214104,6.98586532718809,2.733168,1.02474195600019,0.02,0.78,5,125,288.24,288,57.65,473.97,94.79,15.92,0.06,3.1,77.48,398.06,1.53,"sample_00001-7","29.04.22","t4",1,NA,NA
"sample_00002",38.01264,5.21259892827913,3018.19122,191.946736475278,214.1522712,9.88147429751605,82.5042672,5.62186463386806,46.6830864,2.92579863633471,1.777688,0.195105778423381,0.07,0.25,5,125,896.49,896,179.3,1569.53,313.91,23.86,3.07,3.55,88.77,596.48,76.87,"sample_00002-10","29.04.22","t4",2,NA,NA
"sample_00002",31.51784,5.06122117165286,2473.36578,141.273232355899,196.8934392,9.70508056175447,78.6747816,6.56260552887974,40.20354,2.77940640705976,1.97308,0.257961975192394,0.02,0.38,5,125,2099.16,2099,419.83,2583.29,516.66,43.21,3.25,7.55,188.66,1080.35,81.21,"sample_00002-12","29.04.22","t4",2,NA,NA
"sample_00002",33.8162549019608,4.14319249053065,2180.56764705882,241.781771196207,182.200010294118,16.5724289854158,69.8439176470588,9.24601974058296,39.9306970588235,3.47555916472674,1.76919607843137,0.312923868235074,0.04,0.18,4.08,102,671.21,550,134.72,1517.15,371.85,24.28,2.15,5.59,139.67,607.1,53.72,"sample_00002-13","29.04.22","t4",2,NA,NA
"sample_00002",44.3568421052632,4.00857777290194,2243.90516447369,770.417211422523,223.573002631579,51.4797660030125,79.6127684210526,19.3677712446577,34.2561789473684,6.96453582482596,2.29422368421053,0.206975657099039,-0.24,0.6,3.04,76,45.8,26,8.68,317.66,104.49,13.62,0.08,2.25,56.17,340.48,1.99,"sample_00002-15","29.04.22","t4",2,NA,NA
"sample_00002",60.2509846153846,6.68075802092357,3259.55526923077,815.568376023228,258.791946923077,42.3506430541985,100.925127692308,21.2381189975806,40.7763346153846,4.22956546461302,2.47864615384615,0.495749792951584,-0.02,0.8,2.6,65,76.6,67,25.77,352.68,135.65,28.01,0.71,4.94,123.62,700.37,17.78,"sample_00002-17","29.04.22","t4",2,NA,NA
