"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time","time_point","culture_ID","comment"
"sample_00001",53.106592,9.30794384201283,4371.5943,309.100131933734,299.4336396,19.7876886384221,125.2265508,10.4606954550231,44.5912128,2.87411110266108,2.829256,0.373605404740902,0,0.11,5,125,984.87,985,196.97,1074.39,214.88,22.73,5.18,1.88,47.09,568.29,129.44,"sample_00001-10","21.04.22",13,"t2",1,NA
"sample_00001",44.832432,3.1827680317813,4028.19156,851.099502967887,305.9434152,45.625937349762,114.5318616,14.9842739093548,44.980596,9.21876623564147,2.66344,0.686851305690709,0.01,0.48,5,125,669.21,669,133.84,759.14,151.83,31.05,0.63,4.43,110.72,776.19,15.65,"sample_00001-12","21.04.22",13,"t2",1,NA
"sample_00001",37.797088,6.22056170062044,2786.71914,167.853737943915,219.2507676,17.5810070496811,88.4049552,9.46549631068406,40.4817588,3.84169410183832,2.219744,0.400698581592601,-0.11,0.22,5,125,1435.74,1436,287.15,2142.28,428.46,33.93,3.62,7.09,177.36,848.17,90.4,"sample_00001-13","21.04.22",13,"t2",1,NA
"sample_00001",88.8078867924528,15.8041742854287,3419.92125,1052.19375552984,227.320577830189,46.532498684518,81.2154523584906,18.5632866644742,52.5358740566038,11.4875669251053,1.59208490566038,0.396647189227873,0.06,0.77,4.28,106,93.94,94,21.95,563.32,131.62,29.81,0.12,4.27,105.73,745.37,2.94,"sample_00001-130","21.04.22",13,"t2",1,NA
"sample_00001",46.0255192307692,6.38748291119431,4095.89350961538,1439.86810143634,279.699075,63.9476361978333,108.7050375,31.4723916704159,46.082925,8.01834155719212,2.31561538461538,0.45610947059937,-0.02,0.17,2.08,52,392.71,393,188.81,430.65,207.04,17.42,3.99,2.47,61.65,435.38,99.86,"sample_00001-135","21.04.22",13,"t2",1,NA
"sample_00001",64.493016,15.4136000468083,5618.31552,730.499802419625,297.7071084,25.7502989864507,115.2900216,13.7082301653901,62.1469908,4.96418104474194,1.871112,0.305240894186659,0.08,0.38,5,125,819.84,628,125.64,1571.6,314.32,31.61,3.63,4.84,121.03,790.26,90.63,"sample_00001-14","21.04.22",13,"t2",1,NA
"sample_00001",38.232752,7.14382275980332,2329.8111,115.089293515492,198.7580268,12.2766023176606,79.1140284,6.73520828681547,37.7307072,3.29480441261194,2.12276,0.314423830460241,0.04,0.27,5,125,999.71,192,38.31,2275.79,455.16,57.42,2.28,6.83,170.83,1435.42,56.88,"sample_00001-15","21.04.22",13,"t2",1,NA
"sample_00001",66.446576,5.18022994299699,5720.14224,486.024182895519,313.3260792,15.9286761219023,125.302626,8.18752350648091,58.2200136,4.61140182490541,2.169592,0.255101595700678,-0.07,0.47,5,125,625.5,626,125.1,1682.31,336.46,45.19,3.25,5.41,135.28,1129.75,81.28,"sample_00001-17","21.04.22",13,"t2",1,NA
"sample_00001",43.14851,6.47204079174413,4087.503,318.858436304064,293.5992825,19.1767323133978,121.199976,10.3428591459325,43.250355,4.98880348756092,2.85508,0.486559923536577,0,0.22,4,100,898.44,898,224.61,930.11,232.53,16.82,1.85,2.02,50.62,420.6,46.32,"sample_00001-184","21.04.22",13,"t2",1,NA
"sample_00001",144.620666666667,12.8631260644893,829.2375,439.278642481701,162.566475,62.183034895698,53.87655,17.4843952682881,17.942025,5.41906813608773,2.99707407407407,0.347609781863571,-2.94,1.5,2.36,54,131.95,130,54.93,491,208.05,131.45,0.15,17.92,184.62,1095.44,3.72,"sample_00001-187","21.04.22",13,"t2",1,NA
"sample_00001",153.153307692308,19.7403904333612,393.66,252.534586069908,106.742578846154,60.0244179498547,32.4838038461538,11.314225945728,14.3422961538462,4.5741869399036,2.31238461538462,0.634484173288701,-2.86,1.33,1.24,26,182.05,138,111.32,299.27,241.35,136.06,0.47,29.65,252.81,1133.84,10.2,"sample_00001-210","21.04.22",13,"t2",1,NA
"sample_00001",173.04504,18.0679380510698,444.6171,214.4663358124,121.550868,36.023802921665,43.90659,10.6873786787993,12.271068,3.25804365031234,3.64494666666667,0.606961392719712,-2.99,1.25,3.48,75,42.17,40,11.42,394.86,113.47,38.6,0.31,6.96,174.08,965.12,3.06,"sample_00001-219","21.04.22",13,"t2",1,NA
"sample_00001",118.488142857143,3.08381163252134,1829.11307142857,330.414328933746,258.47019,42.9306522068659,82.4404114285714,10.7154509691962,27.9917485714286,2.31653801277472,2.93485714285714,0.254857877679161,3.12,1.03,1.4,35,30.95,29,21,124.63,89.02,24.3,0.32,4.35,108.8,607.4,8.04,"sample_00001-238","21.04.22",13,"t2",1,NA
"sample_00001",75.0334714285714,14.8703334365328,5365.49207142857,809.460805659376,302.28471,37.6507605807327,123.956614285714,20.8085099818023,55.360665,2.63392658151987,2.25398571428571,0.437596713711303,0.09,0.72,2.8,70,298.14,285,101.62,744.81,266,24.96,1.63,5.06,126.58,623.92,40.73,"sample_00001-277","21.04.22",13,"t2",1,NA
"sample_00001",21.3481739130435,2.55689352805978,312.360652173913,126.036406832639,59.8396304347826,12.7144530733258,21.9934369565217,3.79165719823312,17.4833217391304,4.14732266032245,1.28247826086957,0.158380689125117,0.55,0.95,1.04,23,36.4,32,30.53,130.89,125.86,17.39,0.81,3.13,31.16,161.76,20.25,"sample_00001-288","21.04.22",13,"t2",1,NA
"sample_00001",51.5881129032258,24.3430851999622,3181.29133064516,498.702753807175,232.600514516129,27.8874297504202,90.0680153225806,14.3290181958276,44.958135483871,4.61243473242185,2.01835483870968,0.358299677519572,0.01,0.35,2.48,62,682.75,605,244.05,802.85,323.73,22.39,1.46,7.22,180.53,559.77,36.57,"sample_00001-296","21.04.22",13,"t2",1,NA
"sample_00001",31.735496,3.04395993579247,471.86712,42.4944141135329,85.6033596,4.22562368264932,34.7142996,2.03807212120417,17.3287512,1.49745606612628,2.019744,0.22378564426845,0.03,0.51,5,125,291.17,291,58.23,393.14,78.63,7.93,0.61,1.17,29.13,198.31,15.35,"sample_00001-30","21.04.22",13,"t2",1,NA
"sample_00001",163.030293103448,9.19482117969775,520.637974137931,301.424164879933,130.172167241379,56.1823496729588,45.9668715517241,11.8580964160221,13.8049836206897,4.56705022252154,3.51601724137931,1.03378576102475,2.97,1.22,2.4,58,51.05,38,15.89,454.07,189.2,48.1,0.14,8.87,214.92,1202.52,3.49,"sample_00001-309","21.04.22",13,"t2",1,NA
