"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","culture_ID","comment","time"
"sample_00001",57.7619259259259,11.9825243678063,2795.715,1161.59112898413,201.51465,50.1070747188957,76.9905,18.1126636719791,43.3413,13.7527445419297,1.9077037037037,0.459198031255396,0.04,0.49,1.08,27,172.93,173,160.12,197.19,182.58,11.43,2.72,2.68,66.9,285.66,67.91,"sample_00001-10","03.05.22","t5",1,NA,10
"sample_00001",57.1675729166666,10.1068102529613,6618.921328125,1152.11459182755,346.652746875,48.6165892281641,144.6816515625,24.8577195024365,57.9817828125,5.15428803736231,2.49919791666667,0.40970155042014,-0.05,0.25,3.84,96,2457.92,2458,640.08,2859.21,744.59,63.09,2.5,12.69,317.29,1577.14,62.59,"sample_00001-16","03.05.22","t5",1,NA,10
"sample_00001",44.31332,4.6160380225694,3630.72618,160.525362676296,278.6656608,8.92483922075654,118.2951864,5.11942364784789,39.1536504,2.47719182023796,3.038512,0.288084010372423,-0.01,0.09,5,125,1237.8,1238,247.56,1288.32,257.66,18.33,6.81,1.58,39.5,458.13,170.28,"sample_00001-2","03.05.22","t5",1,NA,10
"sample_00001",69.1130747663551,9.10748986057053,3297.51567757009,687.88341620419,236.615458878505,40.760575896883,90.8375635514019,19.3047112976262,46.2921056074766,7.33929533184449,2.01626168224299,0.544292830738537,-0.09,0.62,4.28,107,162.9,103,24.11,395.59,92.43,10.63,0.23,2.34,58.44,265.64,5.84,"sample_00001-6","03.05.22","t5",1,NA,10
"sample_00001",67.92392,11.6279644264689,4116.3714,470.514880119482,272.9324808,30.2813445436134,107.0347284,18.0147006735699,49.575888,4.50684253353863,2.201712,0.521486612824182,-0.04,0.32,5,125,341.8,286,57.11,704.27,140.85,22.96,0.9,2.91,72.63,573.99,22.6,"sample_00001-8","03.05.22","t5",1,NA,10
"sample_00002",33.864384,8.13231011279757,2263.02012,182.459586920112,185.5475424,15.2007015500957,72.6139404,10.7666690021736,40.194792,3.91115000479605,1.84564,0.423856495800475,0.06,0.37,5,125,1072.58,1073,214.52,1602.96,320.59,29.7,1.08,5.71,142.76,742.48,27.07,"sample_00002-1","03.05.22","t5",2,NA,10
"sample_00002",149.894413043478,19.1208831288098,744.530869565217,298.577131583754,193.283784782609,61.684005722121,57.7681434782609,14.0000520554017,16.6932195652174,7.1853291055879,3.89317391304348,1.42785745171409,-3.03,1.17,1.88,46,44.46,43,22.69,335.57,178.49,28.07,0.17,7.28,178.44,701.82,4.15,"sample_00002-14","03.05.22","t5",2,NA,10
"sample_00002",61.099888,3.5290538534086,6864.51186,270.008171537393,348.5115072,11.5923101947054,143.900226,5.13580597306477,60.7653252,2.08544908752002,2.371912,0.136026089527921,-0.01,0.42,5,125,715.03,555,111.06,2060.62,412.12,42.78,1.55,5.5,137.41,1069.56,38.79,"sample_00002-2","03.05.22","t5",2,NA,10
"sample_00002",50.6902317073171,7.53649281877037,4571.49676829268,1060.38960212457,286.19616402439,48.6725821809993,116.408853658537,21.2694840508908,48.9679573170732,7.79653079031887,2.38571951219512,0.280553257389498,0,0.26,3.28,82,549.29,549,167.28,689.93,210.34,15.8,2.24,2.55,63.72,395.11,55.95,"sample_00002-37","03.05.22","t5",2,NA,10
"sample_00002",25.7730256410256,1.78215448392904,1200.74711538462,332.980732691245,138.146642307692,13.8350673791824,56.6103807692308,4.17953795029734,26.5777615384615,6.64076446078412,2.37961538461538,1.05274497375057,0.02,0.12,1.56,39,633.9,634,406.34,657.72,421.62,22.87,12.64,2.5,62.36,571.69,316.08,"sample_00002-7","03.05.22","t5",2,NA,10
"sample_00003",81.272856,17.1171037291906,3805.38,566.175654432862,251.3883276,33.3818634241259,93.6178884,17.0118773107347,52.1735256,3.9186526788482,1.820088,0.437309571754823,-0.02,0.56,5,125,182.12,56,11.26,546.07,109.21,26.27,0.45,3.23,80.81,656.68,11.16,"sample_00003-11","03.05.22","t5",3,NA,10
"sample_00003",39.517784,1.37309536463681,2862.95796,85.7249647223702,220.7213388,4.57192621551524,90.0591048,2.39344247418542,40.4925156,1.27762162828323,2.227256,0.112536582152563,0.07,0.44,5,125,240.89,241,48.18,673.06,134.61,12.47,0.6,2.4,60.07,311.76,14.98,"sample_00003-13","03.05.22","t5",3,NA,10
"sample_00003",30.9423333333333,4.35729214423232,2518.695,391.249844876393,200.3862,25.7567084305949,79.573875,12.7791503066841,40.295775,4.45158388043006,1.99675925925926,0.373335194383651,0.11,0.31,2.16,54,489.63,490,226.68,943.09,436.62,44.49,5.11,7.12,178,1112.16,127.84,"sample_00003-14","03.05.22","t5",3,NA,10
"sample_00003",52.012528,9.10048492289674,4683.63546,424.744476601362,302.1587388,23.3700505075112,123.8137812,11.9498205223424,48.3639984,4.11494033108434,2.588704,0.40224491063161,0,0.28,5,125,497.03,497,99.41,870.67,174.13,12.53,0.69,2.12,52.92,313.37,17.17,"sample_00003-4","03.05.22","t5",3,NA,10
"sample_00004",70.931408,4.99595330935852,6883.27632,874.414738609107,400.9653252,32.7481156186367,136.3098456,9.2355242920122,64.1589984,5.6750239356783,2.137104,0.198254675899786,-0.21,0.27,5,125,177.87,62,12.43,2224.12,444.82,37.56,2.75,4.46,111.42,939,68.69,"sample_00004-1","03.05.22","t5",4,NA,10
"sample_00004",38.177632,6.32573639285348,3628.75788,327.997984077766,269.9410536,24.4821804587246,113.4740664,13.422232315414,41.0064768,3.72684651657762,2.809536,0.534215230033738,-0.03,0.21,5,125,691.05,691,138.21,1096.1,219.22,15.94,3.83,2.06,51.5,398.61,95.79,"sample_00004-4","03.05.22","t5",4,NA,10
"sample_00004",57.5494516129032,4.56493147694983,5231.33927419355,1041.0952911922,326.38244516129,49.2948732404317,140.092766129032,23.5198427503898,46.8034983870968,4.83902453518069,2.96312903225806,0.34773684896633,0.01,0.03,1.24,31,1154.98,1155,931.44,1163.76,938.52,50.64,12.89,9.37,234.23,1266.09,322.26,"sample_00004-62","03.05.22","t5",4,NA,10
"sample_00004",44.804528,8.40142453221956,3925.4463,233.249868013654,291.1907232,19.7410244888541,122.82354,10.5823894564424,40.876326,2.90104070851196,3.031912,0.422240854214442,0,0.13,5,125,1014.4,1014,202.88,1090.09,218.02,22.46,4.5,2.06,51.45,561.38,112.49,"sample_00004-8","03.05.22","t5",4,NA,10
"sample_00005",61.7484516129032,14.9755184388127,3726.01306451613,815.470204925569,240.18224516129,34.6165932938599,90.6057725806451,16.4518812487481,51.8164838709677,5.29027780091729,1.74636559139785,0.268388701932325,-0.01,0.3,3.72,93,217.27,141,38.04,529.95,142.46,12.29,0.11,2.51,62.84,307.18,2.75,"sample_00005-13","03.05.22","t5",5,NA,10
"sample_00005",46.691856,8.11043272154511,3358.83834,334.506873053687,247.5965232,26.7152300731789,99.9699408,16.1577484392368,43.3917,4.36724451101515,2.357192,0.561854399346055,0,0.43,5,125,745.32,745,149.06,818.3,163.66,15.37,0.28,2.82,70.47,384.16,7,"sample_00005-14","03.05.22","t5",5,NA,10
"sample_00005",31.3792571428571,4.83089515723205,1106.93442857143,240.684522922219,124.774251428571,17.4578481827047,47.0053414285714,8.5857151435623,29.7641442857143,4.43850779193684,1.59794285714286,0.331534040738002,-0.2,0.5,1.4,35,167.09,167,119.35,218.46,156.04,14.83,1.32,3.21,80.21,370.8,33.02,"sample_00005-19","03.05.22","t5",5,NA,10
"sample_00005",52.2817714285714,7.78881310177961,3840.99685714286,971.285523844511,258.212031428571,48.1323866967635,100.746411428571,21.6001786620473,47.6282314285714,7.02995294722231,2.10757142857143,0.391722762536307,-0.05,0.51,1.4,35,201.94,202,144.24,247.1,176.5,14.97,2.51,2.36,58.94,374.19,62.72,"sample_00005-47","03.05.22","t5",5,NA,10
"sample_00005",21.0507024793388,1.25989552241861,218.790371900826,30.6536438777764,50.878476446281,4.34552662578175,19.7186801652893,1.88336701915832,14.1103004132231,1.28271450375587,1.40714876033058,0.170481800649269,0,0.41,5,121,1000.11,1000,200.02,1072.64,214.53,21.16,0.69,2.44,49.16,392.99,17.24,"sample_00005-6","03.05.22","t5",5,NA,10
"sample_00005",46.512728,8.79625301127262,3816.27126,298.816544653963,283.5517104,27.7890798868693,120.066624,15.1807897631689,40.8456756,3.50881145668058,2.98468,0.562707561705012,0,0.12,5,125,1026.84,1027,205.37,1119.17,223.83,17.21,4.99,2.03,50.72,430.21,124.66,"sample_00005-9","03.05.22","t5",5,NA,10
"sample_00006",54.159504,6.16996178377876,5884.69212,404.029278339142,359.4317976,26.1493084858036,159.0228288,14.9112380862533,47.3060088,2.3955533613971,3.381584,0.421715413596084,-0.04,0.26,5,125,2557.91,2492,498.37,3388.16,677.63,42.05,5.36,8.09,202.14,1051.13,134.08,"sample_00006-12","03.05.22","t5",6,NA,10
"sample_00006",59.70464,16.8377477759866,2938.6719,481.599047007328,224.0365068,32.0263001039181,90.6288912,18.5096108051953,41.86323,4.67893905917956,2.21904,0.614014452913852,-0.12,0.27,5,125,100.95,101,20.19,595.6,119.12,9.2,1.27,1.74,43.47,230.01,31.67,"sample_00006-15","03.05.22","t5",6,NA,10
"sample_00006",26.2468103448276,2.49385263298024,209.980280172414,33.2456094073559,49.610125862069,4.34664564107364,18.4007909482759,1.66878658861174,14.4962767241379,1.48785027866193,1.27951724137931,0.1504920325933,-0.04,0.35,5,116,855.42,855,171.08,930.14,186.03,27.25,2.54,3.7,44.01,281.57,63.49,"sample_00006-17","03.05.22","t5",6,NA,10
"sample_00006",63.933432,10.7338721257462,6090.70752,754.019587679447,342.8880012,35.8770493716035,146.9828268,20.8494414248799,53.0960184,3.32804736029407,2.793888,0.476379003627127,0.02,0.3,5,125,1781.52,1638,327.62,3206.29,641.26,38.83,3.17,8.62,215.41,970.64,79.36,"sample_00006-18","03.05.22","t5",6,NA,10
"sample_00006",63.598216,3.07913488212559,7884.3537,1371.00701709026,433.0528596,75.4027010804732,164.5506252,17.6585056028999,61.6064292,13.1887524864606,2.784072,0.60630532572294,0.06,0.51,5,125,519.07,519,103.81,656.26,131.25,23.7,0.42,3.49,87.24,592.53,10.59,"sample_00006-19","03.05.22","t5",6,NA,10
"sample_00006",38.9329491525424,4.33224041514449,3286.06016949153,930.918104606543,243.367726271186,51.817935803237,99.4636754237288,25.0250934502947,41.0528593220339,5.49516703517168,2.39062711864407,0.484105855419969,0,0.26,2.36,59,217.71,218,92.25,220.39,93.39,6.56,1.5,1.17,29.38,163.94,37.51,"sample_00006-2","03.05.22","t5",6,NA,10
"sample_00006",50.176312,10.8916888959752,4154.03154,326.045841846142,291.9021948,29.9638246090597,121.9117392,16.6376550546089,43.861176,3.91621721119579,2.827456,0.566730642397478,-0.04,0.33,5,125,721.55,659,131.75,895.86,179.17,11.69,0.34,2.43,60.84,292.24,8.41,"sample_00006-22","03.05.22","t5",6,NA,10
"sample_00006",38.79164,5.83990897852178,3239.1657,173.031892749364,240.6980772,12.8952493166487,101.540466,8.17400913970814,40.7973348,2.77083358446358,2.508968,0.316540547675303,0.01,0.5,5,125,1076.41,1076,215.28,2047.61,409.52,27.36,2.22,6.32,158.09,684.12,55.59,"sample_00006-23","03.05.22","t5",6,NA,10
"sample_00006",38.11048,5.6120367624046,3585.84894,201.866906314148,254.3677668,15.2257915257924,107.6959476,9.68667700280169,42.6001032,2.66331265036202,2.54736,0.329417775731277,-0.01,0.47,5,125,913.51,913,182.7,2136.71,427.34,26.5,4.3,5.88,146.93,662.59,107.43,"sample_00006-26","03.05.22","t5",6,NA,10
"sample_00006",36.7031944444445,7.38891347029575,3537.7003125,775.080987767459,264.82708125,40.7082935291995,110.4422625,19.4398257427269,40.261275,5.89535350719435,2.764,0.436768317738686,0,0.15,2.88,72,619.65,620,215.16,641.75,222.83,12.13,2.76,2.02,50.58,303.23,69.06,"sample_00006-28","03.05.22","t5",6,NA,10
"sample_00006",45.4758117647059,16.0395865776894,3335.88255882353,806.693752632593,248.113196470588,49.5155649830956,102.542998235294,25.6378022945941,41.4643288235294,7.09436555801829,2.53112941176471,0.777389370298579,0,0.2,3.4,85,454.71,455,133.74,509.74,149.92,10.03,2.45,1.93,48.29,250.84,61.37,"sample_00006-48","03.05.22","t5",6,NA,10
"sample_00006",50.872296,1.7040341887756,3935.81268,76.1081929690471,234.9243324,2.92775101249053,85.2187716000001,1.950300277039,58.836294,1.80799192657391,1.45052,0.0736787490699735,-0.05,0.57,5,125,1068.36,1068,213.67,1724.33,344.87,33.45,0.19,8.66,216.45,836.3,4.66,"sample_00006-5","03.05.22","t5",6,NA,10
"sample_00006",54.1742380952381,15.7642570467057,2686.10464285714,1364.27869126089,219.565832142857,72.5001515313941,90.5864464285714,32.334679412346,34.7539178571429,9.34464981438004,2.57138095238095,0.489844721657441,-0.03,0.13,1.68,42,258.67,259,153.97,265.49,158.03,10.3,2.88,2.13,53.36,257.44,72.02,"sample_00006-58","03.05.22","t5",6,NA,10
"sample_00006",54.129832,8.07742177380078,6497.75196,838.055614052082,366.146568,44.5894309318315,152.3496276,22.6172749185615,54.5777352,2.78446913342579,2.812008,0.498330122735729,0.05,0.32,5,125,328.51,329,65.7,716.91,143.38,31.56,0.82,4.05,101.14,788.95,20.45,"sample_00006-7","03.05.22","t5",6,NA,10
"sample_00006",34.1320666666667,4.83096828256266,1913.07825,1057.88985294371,179.36721,73.4456282904846,66.68865,27.0656720552259,34.62291,5.62881250627152,1.8685,0.479634972553662,0.12,0.32,1.2,30,159.82,116,96.36,247.96,206.63,47.4,3.47,7.74,193.51,1185,86.66,"sample_00006-73","03.05.22","t5",6,NA,10
"sample_00007",23.1617702702703,1.75407419710999,227.196790540541,37.7840693389194,51.9615,4.61923464846751,19.1836459459459,1.85536215769758,15.037047972973,1.58933655947274,1.28677027027027,0.164268202619091,-0.01,0.31,2.96,74,509.3,509,172.06,581.55,196.47,12.28,3.88,1.65,41.25,306.93,97.07,"sample_00007-1","03.05.22","t5",7,NA,10
"sample_00007",49.4458518518518,15.6467252501644,2817.585,1376.18180581728,209.85975,67.7322131825737,77.53335,29.3272319052092,43.1922,10.9841323475485,1.76174074074074,0.417192778958139,-0.11,0.24,1.08,27,79.43,79,73.55,119.98,111.09,8.51,1.35,2,50.07,212.69,33.73,"sample_00007-109","03.05.22","t5",7,NA,10
"sample_00007",56.582704,8.03998029309092,6255.38862,547.387132217486,342.2429172,29.3472261635872,144.174654,16.4223421001211,55.5347988,3.07958134672676,2.615776,0.383285307360861,-0.06,0.46,5,125,1612.56,1152,230.38,3293.83,658.77,51.97,2.77,13.74,343.59,1299.2,69.37,"sample_00007-11","03.05.22","t5",7,NA,10
"sample_00007",50.398104,14.4501638665918,3227.61834,338.158160146974,250.4186604,29.3657729975604,103.7639484,17.128394350778,40.1216976,3.44430262707698,2.636288,0.6096760617394,-0.02,0.47,5,125,475.55,476,95.11,558.78,111.76,8.62,0.61,2.2,55.02,215.48,15.35,"sample_00007-14","03.05.22","t5",7,NA,10
"sample_00007",49.4043666666667,4.66321668265357,4002.75675,774.178484187377,239.8437,24.9662024540873,88.0852725,7.62750591604315,57.159675,10.1209515382423,1.65918333333333,0.719653859632265,-0.1,0.49,2.4,60,622.18,500,208.14,1490.22,620.93,39.02,8.72,7.34,183.37,975.49,218.11,"sample_00007-22","03.05.22","t5",7,NA,10
"sample_00007",50.583176,1.90270450583272,4974.81264,168.501378567248,267.6491424,5.68760394336799,97.5621996,2.46547411583792,64.9672812,2.82031000303375,1.50548,0.0932280935091716,-0.03,0.23,5,125,1934.41,1101,220.3,3936.6,787.32,54.02,11.55,5.66,141.47,1350.46,288.71,"sample_00007-23","03.05.22","t5",7,NA,10
"sample_00007",53.899128,4.88422749525648,8665.50636,791.638131793897,456.4549584,40.8611264064413,195.6204108,19.8212690947526,56.510622,2.25710604865054,3.473744,0.428022043146559,0,0.09,5,125,1306.87,1307,261.37,1369.47,273.89,19.66,5.75,2.85,71.37,491.53,143.66,"sample_00007-30","03.05.22","t5",7,NA,10
"sample_00007",147.165,19.5086368394446,345.943636363636,156.993767437193,99.5944704545454,44.770929071105,30.3939613636364,7.7302018222118,13.905675,3.38922073652526,2.21922727272727,0.448560016881341,-3.07,1.44,1.08,22,50.02,50,46.31,258.14,239.02,44.91,0.26,12.03,246.29,758.38,3.21,"sample_00007-45","03.05.22","t5",7,NA,10
"sample_00007",50.1536944444444,8.79128218446123,3472.77375,1041.12497027331,250.5997125,47.2983219464502,102.7981125,23.9511603664934,42.220125,8.68756698722375,2.49144444444444,0.535557943747557,-0.07,0.56,1.44,36,214.11,10,7.08,468.65,325.45,24.91,2.26,6.07,151.64,622.82,56.42,"sample_00007-49","03.05.22","t5",7,NA,10
"sample_00007",42.868304,5.06772756101245,3573.7767,161.929555918927,272.6839404,12.0023494755541,115.6589928,6.4434364720499,39.4101288,1.92364058665426,2.946544,0.274621014631837,0.01,0.11,5,125,983.41,983,196.68,1030.7,206.14,15.17,4.49,1.48,37.09,379.32,112.17,"sample_00007-7","03.05.22","t5",7,NA,10
"sample_00007",24.7155365853659,5.79841961975548,246.0375,60.8311615630563,55.0131585365854,6.6437343098336,20.9204890243903,2.15512348384884,14.8469707317073,2.50829909677663,1.43770731707317,0.216103296934641,0.55,1.25,5,123,101.25,65,13.04,475.01,95,19.48,0.46,2.88,63.29,256.02,8.69,"sample_00007-8","03.05.22","t5",7,NA,10
"sample_00008",70.5148,2.95871684535167,9076.09373999999,270.524531385815,448.2445068,4.52507163936048,191.0398608,2.06353445256403,60.4803348,1.29731743636418,3.159664,0.0510391917723449,0.01,0.17,5,125,648.17,648,129.62,964.86,192.97,14.45,1.53,2.62,65.46,361.27,38.34,"sample_00008-10","03.05.22","t5",8,NA,10
"sample_00008",36.9116846846847,5.25002557393249,3211.93459459459,257.806377753102,252.344554054054,19.8439201654415,108.893371621622,11.3813255027272,37.9119405405405,4.32328793609002,2.92702702702703,0.507612440915301,-0.03,0.3,4.44,111,2399.08,2399,540.33,3439.03,774.56,56.81,5.22,15.07,376.87,1420.18,130.39,"sample_00008-16","03.05.22","t5",8,NA,10
