"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","culture_ID","comment","time"
"sample_00001",155.044961538462,9.02430598050976,1017.58586538462,249.96128431537,255.029824038461,48.2613513149533,86.5113490384615,14.3030214741518,14.6784461538462,2.14584700688229,5.89623076923077,0.591933939590063,-3.07,1.08,2.12,52,117.43,117,55.39,605.34,285.54,73.7,0.36,11.1,191.56,921.23,8.9,"sample_00001-10","25.04.22","t3",1,NA,13
"sample_00001",36.233992,5.50024944375106,2180.35152,136.029080503511,179.2528056,10.1759874117513,68.48307,6.81117258535858,40.7885868,3.17020977040204,1.69928,0.280775383766156,0,0.11,5,125,1271.89,1272,254.38,2095.3,419.06,37.94,7.1,4.38,109.52,948.38,177.6,"sample_00001-11","25.04.22","t3",1,NA,13
"sample_00001",112.652829268293,47.1363396828299,252.038414634146,82.3199705868739,95.6860902439024,21.0623743971069,36.9943792682927,9.40999154007972,8.65722073170732,1.54394955414578,4.40404878048781,1.38609799349143,2.95,0.94,1.96,41,53.24,2,0.88,703.47,358.91,50.38,0.15,17.71,442.9,1259.38,3.76,"sample_00001-12","25.04.22","t3",1,NA,13
"sample_00001",42.3156,2.99389634735568,4402.69344,139.400768713843,294.922296,8.41090705642612,123.8100552,5.11359435118397,45.3270816,1.76139662015384,2.738464,0.196039106697717,0,0.08,5,125,1278.17,1278,255.63,1319.38,263.88,18.81,7.6,1.58,39.58,470.23,190.08,"sample_00001-4","25.04.22","t3",1,NA,13
"sample_00001",29.1563214285714,2.12705447619684,2490.25098214286,415.075410997217,200.178916071429,23.5509720670343,81.2740982142857,11.5652568851751,38.7762910714286,2.36919072728055,2.08871428571429,0.263141963817429,0,0.05,1.12,28,644.43,644,575.38,645.06,575.95,31.86,10.05,4.27,106.71,796.39,251.26,"sample_00001-43","25.04.22","t3",1,NA,13
"sample_00001",165.62028125,10.5459521335069,233.223046875,55.2296839407881,73.4706703125,12.1939064703134,30.41094375,4.46063576333974,9.678740625,1.15979434644178,3.157625,0.409124852778819,3.01,1.15,1.88,32,78.98,76,40.3,217.01,115.43,84.35,0.1,14.96,189.36,1054.39,2.47,"sample_00001-61","25.04.22","t3",1,NA,13
"sample_00001",33.8805888888889,2.94083355872104,2582.4825,92.7249922607017,205.86303,6.1124728130863,84.161295,3.04357614596628,39.08025,0.900556457750154,2.15534444444445,0.107831345749241,0,0.03,3.6,90,2120.85,2121,589.12,2132.11,592.25,44.18,19.09,4.22,105.62,1104.62,477.13,"sample_00001-67","25.04.22","t3",1,NA,13
"sample_00001",71.5103095238095,13.4234969749157,5917.201875,1324.87756066231,322.504489285714,43.0017466899837,133.363992857143,21.4559987245488,56.2618285714286,10.4816866861715,2.52963095238095,0.90281332417478,-0.04,0.23,3.36,84,1518.53,1507,448.58,1962.35,584.03,39.11,3.49,8.49,212.3,977.69,87.15,"sample_00001-74","25.04.22","t3",1,NA,13
"sample_00001",39.4467230769231,5.48128265243322,4278.27669230769,1241.67226056597,287.242075384615,60.7582672676501,120.536785384615,27.6124851749178,43.7133323076923,7.07286833458074,2.71907692307692,0.351954955733521,0.01,0.12,2.6,65,449.25,449,172.79,555.65,213.71,26.39,4.45,3.19,79.75,659.86,111.23,"sample_00001-87","25.04.22","t3",1,NA,13
"sample_00001",155.996953488372,14.9930477110043,274.265058139535,110.630812688947,84.6217360465116,27.5051726257953,30.5168441860465,9.8190659179525,11.315323255814,1.59735600235383,2.72658139534884,0.84677697723157,2.88,1.55,2.28,43,73.49,71,31.36,326.69,143.29,59.36,0.64,14.33,289.14,1455.25,6.19,"sample_00001-98","25.04.22","t3",1,NA,13
"sample_00002",58.5779718309859,6.51302606204746,5846.68267605634,871.040875882363,300.464423239437,29.8547616270107,115.970495070422,14.33867809548,63.9031816901409,6.04764522109485,1.8240985915493,0.222002841354377,0.09,0.48,2.84,71,720.02,720,253.53,1300.26,457.84,40.6,5.28,8.28,207.01,1015.05,132.03,"sample_00002-1","25.04.22","t3",2,NA,13
"sample_00002",77.012336,5.58269203900077,9015.86376,670.505502000142,431.0392644,26.2627156524447,176.1583464,13.3996732345242,65.2312764,2.57930452524213,2.707432,0.257450506862719,-0.01,0.2,5,125,545.58,519,103.71,967.98,193.6,17.45,2.34,3.25,81.22,436.23,58.55,"sample_00002-10","25.04.22","t3",2,NA,13
