"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","species","comment"
"sample_00001",31.4948861788618,4.69223653059708,591.156768292683,109.073104541387,90.2719975609756,7.79651180168186,35.9513231707317,3.54034024985242,20.9260865853659,3.4880838702333,1.77135772357724,0.359798056521631,-0.58,1.26,5,123,99.51,86,17.18,451.21,90.24,18.46,0.18,2.99,64.02,261.95,4.39,"sample_00001-36","12.04.2022","training","Ble",NA
"sample_00001",32.252104,6.74079677833702,405.73224,84.3636170146154,71.1149544,7.89689744581749,25.716042,2.82027202039952,19.9321236,2.26841928648507,1.29692,0.125217462453229,0.39,1.46,5,125,239.08,239,47.82,505.09,101.02,9.22,0.05,2.79,70.86,230.38,1.15,"sample_00001-39","12.04.2022","training","Ble",NA
"sample_00001",37.35332,8.24925832013146,375.81408,74.470170328147,67.8892752,6.90195150579981,24.8077728,2.07377061403066,19.1708856,2.74207429988345,1.313592,0.172273605339803,-0.53,1.2,5,125,131.02,110,22.06,471.74,94.35,9.23,0.26,2.72,68.22,230.64,6.44,"sample_00001-40","12.04.2022","training","Ble",NA
"sample_00001",36.9884596774193,9.70887156739557,452.788366935484,90.5632729102022,75.3520463709677,7.95271643258584,27.9172705645161,2.88717141502831,20.5043661290323,2.53093968788699,1.37135483870968,0.145002730198484,0.01,0.42,5,124,711.97,712,142.39,872.56,174.51,20.01,0.41,2.5,56.35,277.21,5.62,"sample_00001-43","12.04.2022","training","Ble",NA
"sample_00001",36.154576,6.01733260118554,500.99796,79.1723573253571,79.4487852,6.14743222398662,28.99395,1.84115012257854,21.9468204,2.78538907006851,1.339024,0.164223415092112,0.1,0.83,5,125,410.66,409,81.75,707.08,141.42,11.55,0.3,2.63,66.18,288.79,7.38,"sample_00001-44","12.04.2022","training","Ble",NA
"sample_00001",35.075384,6.35468554180502,382.89996,32.7456857321841,69.72318,3.41050102758425,26.45703,1.4792078734863,18.4286016,1.22884327106272,1.44204,0.124725142975755,-0.07,0.86,5,125,745.61,746,149.12,831.32,166.26,12.29,0.18,3.97,99.91,307.15,4.5,"sample_00001-47","12.04.2022","training","Ble",NA
"sample_00001",36.4304308943089,10.0109423256372,392.326463414634,89.0659363944049,69.450618292683,8.22948264965135,25.1127329268293,2.52959474808559,19.7060487804878,2.93847105682212,1.28956910569106,0.148270802388727,0.68,0.93,5,123,92.56,79,15.87,605.48,121.1,23.44,0.09,2.95,61.34,293.03,1.07,"sample_00001-48","12.04.2022","training","Ble",NA
"sample_00001",36.599568,8.18126948144357,523.17414,85.4034317049748,82.7090676,7.02739855545047,30.8740572,3.30542370230539,21.5899992,2.72935462832824,1.455168,0.257588279136274,-0.04,0.52,5,125,396.51,397,79.3,766.71,153.34,11.56,0.9,2.21,55.22,288.93,22.47,"sample_00001-5","12.04.2022","training","Ble",NA
"sample_00001",28.4344274193548,6.58111819294305,301.858911290322,165.325633743184,64.7705721774193,28.1557841571308,24.804127016129,8.70568473790947,15.0312483870968,3.30266803035625,1.67773387096774,0.558845748732108,0.02,0.85,5,124,329.81,330,65.96,518.68,103.74,22.41,0.54,3.11,76.78,560.19,13.59,"sample_00001-54","12.04.2022","training","Ble",NA
"sample_00001",26.5072,4.72558223072616,427.1211,113.188368493132,76.1465772,10.669203040895,31.4032788,4.45362171265205,17.0951796,2.48831849111597,1.852712,0.236831668000168,0.02,0.52,5,125,450.81,451,90.16,688.8,137.76,9.06,1.1,1.68,42,226.44,27.42,"sample_00001-6","12.04.2022","training","Ble",NA
"sample_00001",80.28536,16.8184141812172,14396.27742,2300.14081466404,552.3736356,77.110734536939,222.3066708,38.8145908933181,82.9409544,4.5194977165566,2.70364,0.544476152503635,0.06,0.13,5,125,565.86,520,104.07,1374.46,274.89,25.06,2.73,4.66,116.38,626.49,68.23,"sample_00001-62","12.04.2022","training","Ble",NA
"sample_00001",31.2970714285714,5.90055879920344,321.020357142857,86.4981507234197,61.9501017857143,7.79262340743407,22.5664553571429,2.27055244286574,17.874675,3.11272461960579,1.28164285714286,0.147390691269889,1.03,1.81,1.12,28,60.83,59,53.12,86.48,77.21,9.39,0.49,2.9,73.89,234.65,4.79,"sample_00001-64","12.04.2022","training","Ble",NA
"sample_00001",35.195336,7.42489351063421,413.47422,78.5890096690863,71.2712196000001,6.87631320153472,25.9500024,2.40100060222595,20.1809232,2.60092974439216,1.300392,0.155557939418498,0.59,1.34,5,125,177.08,175,34.95,483.53,96.71,9.46,0.2,2.66,66.46,236.43,4.98,"sample_00001-65","12.04.2022","training","Ble",NA
"sample_00001",26.745328,4.92307789867143,377.12628,99.97880301383,68.8203864,9.71666357215327,25.6053312,3.45634847591533,18.50688,3.09809625330101,1.405736,0.211199689332616,0.17,0.81,5,125,251.91,250,50.08,409.62,81.92,7.3,0.54,1.32,33.14,182.47,6.81,"sample_00001-66","12.04.2022","training","Ble",NA
"sample_00001",32.752744,4.24021912836072,479.08422,55.5180094103953,77.7757788,4.55345794908919,28.4419836,1.7591729651176,21.4395984,2.01170846164013,1.337992,0.149128246172386,0.05,1.34,5,125,251.4,250,50.04,466.73,93.35,9.22,0.27,2.68,67.78,230.43,4.03,"sample_00001-67","12.04.2022","training","Ble",NA
"sample_00001",29.468144,6.04370539340913,488.1384,107.425166107602,81.6468012,9.7018029986002,32.468688,4.38251022109475,19.0381752,2.65758313737149,1.729312,0.279358435959853,0.23,0.86,5,125,222.83,223,44.57,394.04,78.81,6.67,0.38,1.33,33.29,166.79,9.47,"sample_00001-7","12.04.2022","training","Ble",NA
"sample_00001",22.6528666666667,4.21705887764542,260.79975,91.4757398611954,60.513435,11.2980993496705,25.326855,5.10184912563958,12.84777,1.98948350282742,1.98168888888889,0.300784130455021,-1.09,0.81,5,90,99.71,100,19.94,329.2,65.84,9.4,0.85,1.71,23.38,127.58,21.16,"sample_00001-71","12.04.2022","training","Ble",NA
"sample_00001",21.1643023255814,3.10150450077503,233.449534883721,64.3120260111549,53.0064,8.50989312304886,20.0894127906977,3.48855466483397,14.6675930232558,2.01211511180759,1.38504651162791,0.25886528519753,-0.75,1.26,1.96,43,76.66,72,36.5,172.64,88.08,14.35,0.4,3.35,70.18,211.65,8.69,"sample_00001-72","12.04.2022","training","Ble",NA
"sample_00001",20.7243853211009,2.01271845793038,319.773509174312,100.01251303779,72.4062344036697,11.4469101060729,32.1048701834863,5.03343383182929,12.4344660550459,2.11731134681377,2.60294495412844,0.293570637435215,0.01,0.8,4.56,109,777.93,778,170.6,864.67,189.62,22.22,0.1,4.05,88.62,338.28,2.43,"sample_00001-80","12.04.2022","training","Ble",NA
"sample_00002",24.013408,4.10045902248721,507.69018,172.129924514374,81.2982096,14.5760792065117,31.429296,5.58882250436948,20.1016728,3.86079964548287,1.589576,0.265341814367078,0.08,0.85,5,125,242.75,243,48.55,403.08,80.62,5.64,0.12,1.03,25.72,141.09,2.95,"sample_00002-1","12.04.2022","training","Ble",NA
"sample_00002",29.012104,5.15422983487443,543.2508,129.816963916601,82.5986808,9.6978669060142,30.8612592,3.47524912114912,22.2028128,3.2706671614649,1.406944,0.178020944037855,-0.68,1.29,5,125,47.5,27,5.33,482.5,96.5,9.5,0.03,2.52,62.99,237.61,0.65,"sample_00002-11","12.04.2022","training","Ble",NA
"sample_00002",20.2445185185185,2.98750660598395,338.985,169.36356448197,61.9902,15.0644800148268,22.76385,5.068945218739,18.05265,4.66248903193183,1.27703703703704,0.141240515401506,0.04,1.41,1.12,27,59.35,59,53,94.3,84.2,7.79,0.64,2.1,53.61,194.8,15.9,"sample_00002-112","12.04.2022","training","Ble",NA
"sample_00002",21.2442575757576,2.43020388705023,298.972840909091,86.7364092411893,59.5778318181818,9.24296481489752,21.3857795454545,2.90696767615827,17.489925,2.98156251560835,1.23690909090909,0.141221345877557,0,0.31,2.72,66,271.07,271,99.66,284.85,104.72,11.28,2.25,1.28,21.13,171.58,56.22,"sample_00002-116","12.04.2022","training","Ble",NA
"sample_00002",27.3182,3.54303288613838,602.16858,99.5725931129014,87.3362411999999,7.74101961211075,32.6829168,2.69961039529201,23.3583588,2.54452935268112,1.410408,0.146816766204374,-0.13,1.02,5,125,590.55,590,118,740.06,148.01,10.54,0.14,3.19,79.69,263.53,3.61,"sample_00002-12","12.04.2022","training","Ble",NA
"sample_00002",65.937976,2.09590252506662,10276.23186,264.430054442055,446.356818,19.6794553152299,161.695764,3.54515078425286,80.9246052000001,1.52961934775458,1.998976,0.0634075990154432,-0.02,0.32,5,125,610.03,499,99.79,795.55,159.11,15.08,0.53,4.43,110.8,376.88,13.13,"sample_00002-13","12.04.2022","training","Ble",NA
"sample_00002",19.74,3.07105365818127,328.96125,168.141658425376,61.3452375,15.7095342101921,21.9537,4.74548113214787,18.1247625,4.88120288133651,1.22980555555556,0.129585012238397,-0.24,0.73,1.56,36,169.17,169,108.44,211.16,135.36,20.87,1.06,3.54,62.14,259.21,26.62,"sample_00002-152","12.04.2022","training","Ble",NA
"sample_00002",18.6910689655172,2.15184809160861,332.009224137931,127.17833265506,68.3962603448276,13.5193003611132,26.910574137931,4.97919217868257,15.1800982758621,3.26807057264141,1.79037931034483,0.176667446632104,0.03,0.6,1.48,29,135.3,135,91.42,147.83,99.89,11.17,1.34,2.65,29.42,163.91,33.58,"sample_00002-155","12.04.2022","training","Ble",NA
"sample_00002",20.865432,2.76357869710576,583.929,189.758359408813,85.7991528,15.1632907295828,30.1090608,4.55150513741008,24.1014852,4.65940697170193,1.26768,0.156729971195581,0.01,0.37,5,125,919.94,920,183.99,1064.13,212.83,14.16,1.76,1.91,47.64,354.07,44.07,"sample_00002-17","12.04.2022","training","Ble",NA
"sample_00002",19.6492340425532,2.72352525082096,305.714680851064,102.742898960719,67.2580914893617,9.99564523461788,26.9119053191489,4.07293123046153,14.1478563829787,2.79293467360863,1.9328085106383,0.263834239652383,0.01,0.69,2.68,47,219.74,217,81.14,247.55,92.37,15.8,1.56,3.61,21.14,131.65,38.94,"sample_00002-18","12.04.2022","training","Ble",NA
"sample_00002",49.8382,1.23262870819159,7393.85334,220.228836782788,389.2196448,11.6840441107404,146.454966,3.07497470521067,64.2975084,2.02159377494007,2.280648,0.101570987094518,0.18,0.09,5,125,101.1,95,19.03,838.9,167.78,10.52,4.15,1.03,25.75,263.04,103.71,"sample_00002-19","12.04.2022","training","Ble",NA
"sample_00002",21.659162601626,3.61973284127385,481.006646341463,197.406111842334,75.6512012195122,16.2209672581981,26.0880256097561,5.07970441561869,22.5390402439024,5.20013134796541,1.17113821138211,0.110140694315569,-0.06,0.68,5,123,358.95,359,71.79,501.08,100.22,9.49,0.46,1.56,35.8,204.56,11.41,"sample_00002-22","12.04.2022","training","Ble",NA
"sample_00002",19.9589821428571,2.59014876716357,929.670267857143,254.339398960898,111.204972321429,16.5470608134741,36.3266919642857,4.75480568141115,31.9048875,5.72156227502792,1.157875,0.13507547553464,0.43,0.52,2.28,56,105.01,103,45.11,336.75,147.7,10.3,1.64,1.87,46.61,257.56,41.05,"sample_00002-25","12.04.2022","training","Ble",NA
"sample_00002",21.8156136363636,4.10340556359527,392.914431818182,188.548446747489,67.4926977272727,17.0899833539421,23.1945340909091,5.23130222613226,20.3418613636364,5.78774495976511,1.16606818181818,0.130913676107449,-0.72,1.36,2.04,44,51.52,43,21.31,194.26,95.23,20.52,0.43,4.55,64.2,189.8,10.67,"sample_00002-26","12.04.2022","training","Ble",NA
"sample_00002",27.6019787234043,4.38040576088246,509.873457446809,126.537966835909,82.2107776595745,10.7218676516268,31.6970234042553,4.00505745682678,20.2020031914894,2.66254265412668,1.57478723404255,0.121746517880785,0.01,0.21,1.88,47,303.19,303,161.27,316.04,168.11,9.72,3.57,1.25,31.28,243.09,89.3,"sample_00002-29","12.04.2022","training","Ble",NA
"sample_00002",24.46984,2.03110510361613,502.70382,64.4844463293657,79.7167656,6.01327666000616,28.3540176,2.08997883797798,22.5076644,1.52398077391638,1.261744,0.0821431582763464,0.01,0.33,5,125,534.51,535,106.9,565.62,113.12,6.38,2.42,0.8,20.03,159.6,60.38,"sample_00002-3","12.04.2022","training","Ble",NA
"sample_00002",48.767024,4.17010586131583,3310.6806,240.258744392575,213.741666,11.7468549089481,74.6763948,7.13629572007974,56.6075628,2.39426070938656,1.325224,0.169670879893607,0.01,0.26,5,125,558.06,558,111.61,1113.7,222.74,14.18,3.9,3.01,75.2,354.57,97.39,"sample_00002-34","12.04.2022","training","Ble",NA
"sample_00002",20.9943888888889,2.37482133195956,361.310625,119.924990878785,67.6292625,11.7675687525102,26.2465875,4.2991592398045,17.0902125,3.28220310354352,1.55236111111111,0.174909960964047,0.15,1.09,2.16,36,59.11,59,27.37,130.83,60.57,9.01,0.69,2.1,28.27,143.19,17.18,"sample_00002-36","12.04.2022","training","Ble",NA
"sample_00002",31.2331274509804,3.90602387959314,3990.95338235294,614.506034058566,245.939744117647,27.1032736096905,90.3880588235294,11.9706523742947,55.9899794117647,5.99422937225426,1.6348137254902,0.265247679150816,0.02,0.13,4.08,102,746.35,746,182.93,1198.17,293.67,16.67,1.82,3.35,83.66,416.75,45.56,"sample_00002-37","12.04.2022","training","Ble",NA
"sample_00002",86.410864,1.86137773005252,14564.50146,402.243347021054,508.0402296,11.9510264996158,196.2282024,2.20210227692049,94.5081108,2.5951645774198,2.077984,0.0657063339608948,0,0.05,5,125,1617.02,1617,323.4,1687.33,337.47,20.09,8.96,2.74,68.42,502.3,224.09,"sample_00002-5","12.04.2022","training","Ble",NA
"sample_00002",24.9446,3.15128237593892,334.34856,81.9803236235241,63.7173216,8.35558541092891,23.4649548,2.76034810887217,17.9313588,2.56150039990476,1.31908,0.136739663170095,-0.01,0.51,5,125,445.09,445,89.02,519.51,103.9,6.99,0.49,1.02,25.53,174.71,12.13,"sample_00002-8","12.04.2022","training","Ble",NA
"sample_00002",20.0276037735849,2.10817383916491,721.091037735849,285.262105158198,104.863899056604,16.2651126171067,37.0864613207547,5.62697549032475,23.8266849056604,6.5351067439533,1.62035849056604,0.253885581008122,0.83,1.51,2.44,53,79.39,79,32.54,271.1,111.11,21.67,0.37,4.81,62.43,245.66,9.19,"sample_00002-94","12.04.2022","training","Ble",NA
"sample_00003",27.356208,2.66775795468296,542.85714,74.3070684086942,81.7628256,6.18710288712835,28.1260512,1.7573379058282,24.5038284,2.29508368172105,1.154856,0.101234055216038,0,0.17,5,125,891.17,891,178.23,921.35,184.27,9.43,5.01,0.85,21.25,235.65,125.32,"sample_00003-102","12.04.2022","training","Ble",NA
"sample_00003",24.393072,4.4742288147467,440.2431,130.114123801535,74.9947896,12.2346869595176,27.8987652,4.61912078304473,19.7134236,3.00644156966966,1.420944,0.1561934441646,0.01,0.25,5,125,1075.77,1076,215.15,1140.53,228.11,12.33,4.07,1.54,38.51,308.23,101.83,"sample_00003-104","12.04.2022","training","Ble",NA
"sample_00003",24.33368,3.52620054504434,394.84098,106.812979897512,73.0303776,10.4469028675667,28.7939772,4.05049147896269,17.176698,2.4190666634122,1.68192,0.140349368225476,0.01,0.32,5,125,926.33,926,185.27,985.14,197.03,11.91,0.98,1.52,38.09,297.66,24.59,"sample_00003-108","12.04.2022","training","Ble",NA
"sample_00003",55.52544,2.67753662786308,15326.10234,1166.00311580437,572.1084432,18.8974263825593,236.0201652,8.89923732300347,82.7571492,6.49186898750481,2.872656,0.286704329658904,0,0.04,5,125,2575.3,2575,515.06,2610.88,522.18,27.19,15.95,2.17,54.31,679.8,398.63,"sample_00003-111","12.04.2022","training","Ble",NA
"sample_00003",19.2842361111111,2.73077851198052,327.8221875,117.878745305111,64.44410625,12.4037439477212,24.2625375,4.50565078430666,16.70743125,3.31437652402206,1.46580555555556,0.170264387523762,-0.01,0.27,3.08,72,639.34,639,207.58,678.3,220.23,29.33,6.39,3.92,32.08,354.44,159.67,"sample_00003-112","12.04.2022","training","Ble",NA
"sample_00003",26.49364,5.24119342695055,357.83694,107.202442247728,66.7266984,10.7465843810126,24.8643756,4.14010704865213,18.0453744,3.06934364146142,1.397448,0.227681138663759,-0.47,1.08,5,125,82.58,61,12.2,669.76,133.95,11.18,0.35,3.28,81.97,279.52,7.3,"sample_00003-115","12.04.2022","training","Ble",NA
"sample_00003",20.595808,2.73490072561469,514.11996,152.539324273107,80.282826,12.867292545163,28.4033304,4.3654174387003,22.5944316,3.66144010955089,1.26484,0.127862728812406,0,0.42,5,125,945.71,944,188.77,1012.13,202.43,12.41,0.84,1.8,45.07,310.24,21.07,"sample_00003-116","12.04.2022","training","Ble",NA
"sample_00003",23.779248,3.1534945277243,455.3334,96.778785522748,74.603268,8.27293272024898,26.147772,2.57391000502499,21.991662,2.93968775750572,1.202016,0.149502453534727,0,0.29,5,125,972.56,973,194.51,1028.02,205.6,11.66,0.34,1.74,43.46,291.56,8.58,"sample_00003-117","12.04.2022","training","Ble",NA
"sample_00003",29.971008,3.63701984636305,533.01564,78.9011344591568,84.1489884,6.48120730553996,31.8121668,2.33628555967988,21.2454576,1.73970994740243,1.501208,0.0927722059323178,0,0.19,5,125,1076.54,1077,215.31,1129.03,225.81,11.64,6.73,0.97,24.18,290.96,168.28,"sample_00003-118","12.04.2022","training","Ble",NA
"sample_00003",21.2150166666667,1.84076675707565,304.813125,62.2791210875483,60.8514525,6.73788599907098,21.2239575,2.19112574718686,18.11889,2.01323811232854,1.17525,0.0801747297353449,0.01,0.2,2.4,60,486.33,486,202.64,496.39,206.83,10.8,6.62,0.91,22.69,270.1,165.44,"sample_00003-121","12.04.2022","training","Ble",NA
"sample_00003",17.9472,2.43667074169824,283.2165,76.199471363222,60.59664,7.73938843630425,23.2362,2.87623385001985,15.316965,2.58801359441048,1.53936666666667,0.204197923481173,-0.1,0.54,1.48,30,279.34,279,188.74,303.38,204.99,29.82,2.45,6.94,59.5,283.11,61.34,"sample_00003-124","12.04.2022","training","Ble",NA
"sample_00003",20.8142962962963,2.97442280667752,369.815625,95.5997015635159,66.7885875,9.44427499483382,23.012925,2.8237326554183,20.165325,3.15984810236558,1.15446296296296,0.139751677362807,0.01,0.17,4.48,108,923.74,924,206.19,941.56,210.17,28.05,5.38,2.7,22.69,260.58,134.48,"sample_00003-125","12.04.2022","training","Ble",NA
"sample_00003",26.2321976744186,2.83799233021294,509.049680232558,92.8018219552039,80.1903767441861,7.47000191189714,29.6038988372093,2.44801199017845,21.7665837209302,2.58379893082034,1.37195348837209,0.138747583506397,-0.01,0.33,3.44,86,713.05,713,207.28,737.58,214.41,11.61,2.06,1.79,44.66,290.19,51.4,"sample_00003-128","12.04.2022","training","Ble",NA
"sample_00003",23.3985403225806,3.82032771420062,342.468326612903,110.449825705826,64.4557826612904,10.8770570882448,23.9304048387097,3.52617059784383,17.8507669354839,3.52287777632236,1.36596774193548,0.196718152368515,-0.73,1.28,5,124,96.35,72,14.48,480.48,96.1,16.36,0.21,2.96,69.07,261.62,5.19,"sample_00003-129","12.04.2022","training","Ble",NA
"sample_00003",29.698288,1.98845373876935,8713.27044,217.230362952823,454.0939056,14.8350932180731,193.8346848,5.49802064899571,57.2672592,1.75832525045466,3.38984,0.181957829215737,0,0.05,5,125,2368.43,2368,473.69,2418.83,483.77,29.33,14.62,1.89,47.35,733.16,365.62,"sample_00003-134","12.04.2022","training","Ble",NA
"sample_00003",27.81736,4.38870586480137,611.22276,109.797279140403,89.1125064,8.30695388527077,34.2689616,3.31234625205662,22.5794304,2.26899068844938,1.524328,0.135806003477921,-0.01,0.46,5,125,966.75,967,193.35,1032.37,206.47,12.03,1.29,1.93,48.16,300.72,32.16,"sample_00003-135","12.04.2022","training","Ble",NA
"sample_00003",23.6256147540984,4.93573897679499,513.98981557377,158.812822383867,80.7305754098361,13.6888638197127,30.7579905737705,5.34715987480344,20.7967168032787,3.52955273853144,1.48695901639344,0.16853532368989,0.38,0.58,5,122,276.46,276,55.29,767.51,153.5,23.44,0.88,2.76,51.97,258.05,22.01,"sample_00003-137","12.04.2022","training","Ble",NA
"sample_00003",28.3828245614035,3.75724355708319,574.950789473684,101.841895250237,85.3432342105263,7.09171408884137,30.3257605263158,2.43380435821856,23.9909210526316,2.58413510852324,1.27082456140351,0.0967251486737803,-0.01,0.54,2.28,57,401.63,402,176.15,446.08,195.65,11.39,1.41,2.1,52.48,284.83,35.37,"sample_00003-14","12.04.2022","training","Ble",NA
"sample_00003",19.9598367346939,1.69263155996487,270.139132653061,56.73127777062,56.1506051020408,6.56094284095,20.2508265306122,2.14623985126949,16.8467602040816,2.07405382918381,1.20997959183673,0.120594273253321,0,0.16,2,49,446.33,446,223.16,449.81,224.9,18.64,6.04,1.72,26.18,286.38,150.97,"sample_00003-140","12.04.2022","training","Ble",NA
"sample_00003",19.1440095238095,2.04977742457396,271.031785714286,85.5357572424128,56.3216528571429,9.40320639394133,20.9347585714286,3.71223176634882,16.1524414285714,2.57927613493832,1.30270476190476,0.159206863727276,0,0.2,4.52,105,1092.53,1093,241.71,1116.26,246.96,31.69,7.79,3.41,23.32,304.06,194.76,"sample_00003-142","12.04.2022","training","Ble",NA
"sample_00003",24.6098333333333,5.55474686145749,343.458409090909,116.725915800843,64.7948454545455,11.7652708488315,24.8894590909091,4.83257510920905,17.1734113636364,2.87765806330286,1.4584696969697,0.212777834277696,-0.52,1.12,2.72,66,61.02,61,22.44,304.69,112.02,18.08,0.33,3.26,69.93,262.78,8.2,"sample_00003-144","12.04.2022","training","Ble",NA
"sample_00003",25.641008,4.94173239261881,457.03926,97.8920818118301,75.3832656,8.73099627797104,27.8563536,3.68407526941193,20.7547596,2.30308232801714,1.350144,0.178294460319566,0,0.99,5,125,395.12,382,76.36,523.28,104.66,8.7,0.07,2.78,69.69,217.57,1.79,"sample_00003-147","12.04.2022","training","Ble",NA
"sample_00003",22.7410409836066,3.91052792698479,284.758155737705,91.4606590993795,59.199912295082,9.89109426576182,22.8960774590164,3.70886930415369,15.5279987704918,2.65022194226112,1.48875409836066,0.186239928408163,-0.03,0.53,5,122,708.8,709,141.76,1014.43,202.89,20.33,0.73,2.87,68.42,322.39,18.37,"sample_00003-149","12.04.2022","training","Ble",NA
"sample_00003",27.288304,4.55391905701083,547.71228,121.606662124599,82.5599627999999,9.39287720339088,29.98377,3.19578437781965,23.0631948,3.25227026226038,1.315416,0.163766414296744,-0.02,0.56,5,125,328.57,328,65.63,410.86,82.17,5.84,0.26,1.11,27.69,146.07,6.39,"sample_00003-150","12.04.2022","training","Ble",NA
"sample_00003",21.1487714285714,2.54921047853361,318.2085,87.2666681895887,64.5095571428571,9.62121717788304,25.7089371428571,3.80658582460062,15.5053671428571,2.00790818998364,1.65788571428571,0.118667794190974,-0.01,0.17,1.4,35,328.86,329,234.9,339.42,242.44,11.89,7.63,0.98,24.5,297.26,190.74,"sample_00003-152","12.04.2022","training","Ble",NA
"sample_00003",29.746432,4.10420270897858,556.76646,80.5524862067654,86.4066204,6.14511263574655,32.9944428,2.28177151561322,21.4108596,2.02781517977712,1.550952,0.148936924081434,0,0.19,5,125,988.26,988,197.65,1025.01,205,13.69,6.02,1.17,29.37,342.34,150.53,"sample_00003-153","12.04.2022","training","Ble",NA
"sample_00003",27.814140625,9.29442323469429,452.8627734375,138.398805776999,81.0846703125,12.8275013917077,33.0088921875,5.44987412347876,17.2054125,3.06722673843979,1.964765625,0.431315549136114,0,0.48,2.64,64,303.33,303,114.9,310.11,117.47,28.37,1.09,3.33,39.09,236.45,27.31,"sample_00003-155","12.04.2022","training","Ble",NA
"sample_00003",23.8877115384615,4.56296765891835,317.640721153846,125.508764815154,62.4777923076923,12.7079365493109,24.2063048076923,4.68389824185213,16.1766346153846,3.54014569685412,1.52055769230769,0.240520547690289,0,0.66,2.32,52,283.4,282,121.35,403.71,174.01,26.28,0.72,4.64,74.97,280.02,17.99,"sample_00003-158","12.04.2022","training","Ble",NA
