"","file","date","time","time_point","culture_ID","comment","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","21.04.22",13,"t2",1,NA,2.16,0.0627906976744186,13495.71456,392.31728372093,78.3664677703468,34.5616303893613,30.9320341348676,10.0946250449912,264.174347295863,119.762806057924,170.633421052632,124.413038885548,0.667894736842105,0.0290697674418605,0.299302325581395,0.0655813953488372,0.00674418604651163,0.100697674418605,0,0.0158139534883721,0.0104651162790698,0,0.0746511627906977,0
"2","sample_00002","21.04.22",13,"t2",2,NA,4.808,0.139767441860465,21348.05058,620.582865697674,74.2602702686304,32.8237021280976,27.267490772202,9.25142720539445,265.032508141206,143.82000275661,184.943623188406,147.178523608845,0.657101449275362,0.0941860465116279,0.74906976744186,0.0125581395348837,0,0.0886046511627907,0.00744186046511628,0.0641860465116279,0.0525581395348837,0,0.0244186046511628,0
"3","sample_00003","21.04.22",13,"t2",3,NA,4.952,0.143953488372093,31784.50206,923.968083139535,77.616641717707,30.1468100355823,30.0571515234444,9.01857863859495,234.878156106871,105.759660216623,117.555517241379,74.1086205505235,0.660344827586207,0.0430232558139535,0.309302325581395,0.0213953488372093,0,0,0.00767441860465116,0.0609302325581395,0,0,0.0290697674418605,0
"4","sample_00004","21.04.22",13,"t2",4,NA,8.592,0.249767441860465,42128.8371,1224.67549709302,69.3814120969963,22.9348586716793,28.6756350189022,8.88788991311865,312.15035341394,149.280254050316,208.798125,134.332226298001,0.5684375,0.0258139534883721,0.250232558139535,0.0846511627906977,0,0.116511627906977,0.0290697674418605,0.0409302325581395,0,0,0,0
"5","sample_00005","21.04.22",13,"t2",5,NA,3.6,0.104651162790698,27042.86736,786.129865116279,80.4183535538439,45.6222731315926,29.0059080025692,10.050498616198,292.28940240112,193.478073066497,232.640789473684,193.944918251487,0.561842105263158,0.15,0.273953488372093,0.0593023255813954,0,0,0.0411627906976744,0.0730232558139535,0,0,0.0290697674418605,0
"6","sample_00006","21.04.22",13,"t2",6,NA,3.752,0.10906976744186,25730.40492,747.976887209302,93.9881832779276,67.4533880369687,32.28618651518,14.2606155551574,244.293811134953,156.333877245868,154.593191489362,165.684126776466,0.66936170212766,0.0581395348837209,0.408139534883721,0.01,0,0.0644186046511628,0.0367441860465116,0.0290697674418605,0.0230232558139535,0.0290697674418605,0.166744186046512,0
"7","sample_00007","21.04.22",13,"t2",7,NA,4,0.116279069767442,38754.5148,1126.58473255814,93.1201166765345,86.0389416266433,30.8239884899514,14.3169759516534,295.116110119751,183.517728415078,209.487884615385,183.941016274202,0.567884615384615,0.122790697674419,0.446046511627907,0,0.00581395348837209,0.112558139534884,0,0,0.126511627906977,0.0134883720930233,0.0532558139534884,0
"8","sample_00008","21.04.22",13,"t2",8,NA,4.832,0.14046511627907,22896.5778,665.598191860465,79.0307904056462,43.2999732761223,32.4695617568992,17.111259502131,299.889111486713,232.524103589432,200.445384615385,239.624823475169,0.583589743589744,0,0.395116279069767,0,0,0.0251162790697674,0.0397674418604651,0.0876744186046512,0.0493023255813953,0.0218604651162791,0.0290697674418605,0
"9","sample_00009","21.04.22",13,"t2",9,NA,3.064,0.0890697674418605,18506.21904,537.97148372093,76.1422765362848,43.7635759483934,34.0414920520931,15.9917563397718,225.786458953913,174.852239612104,101.969344262295,143.915566900282,0.752786885245902,0.0658139534883721,0.644186046511628,0,0,0.141860465116279,0.0290697674418605,0.0876744186046512,0,0.0630232558139535,0.0493023255813953,0
"10","sample_00010","21.04.22",13,"t2",10,NA,7.392,0.214883720930233,38432.3697,1117.2200494186,85.0765910101874,51.4957365724323,36.0646073486615,14.4596299114266,269.271891568923,166.152160561612,118.999210526316,131.531873280012,0.702368421052632,0.0581395348837209,0.263720930232558,0,0,0.21093023255814,0,0.0409302325581395,0,0.0825581395348837,0.0290697674418605,0
"11","sample_00011","21.04.22",13,"t2",11,NA,4.648,0.135116279069767,20177.83062,586.564843604651,65.7102071709194,46.1480513029799,26.6117576941876,13.8233365227804,349.507852233805,183.094732599814,235.294736842105,210.728728370718,0.514473684210526,0.0581395348837209,0.253720930232558,0.235813953488372,0.00581395348837209,0.0383720930232558,0.0781395348837209,0.0586046511627907,0,0.0290697674418605,0.0290697674418605,0
"12","sample_00012","21.04.22",13,"t2",12,NA,8.36,0.243023255813953,56795.69016,1651.03750465116,82.9215773909612,43.7581469254038,35.0614962853379,13.8532114411295,298.172443593888,192.806110059507,192.692352941176,201.997442063895,0.537058823529412,0.0716279069767442,0.277441860465116,0.0523255813953488,0,0.0746511627906977,0,0,0.0327906976744186,0,0.022093023255814,0
"13","sample_00013","21.04.22",14,"t2",13,NA,6.48,0.188372093023256,25096.74354,729.556498255814,82.016424182555,47.8887058487771,34.4117829728896,16.2308892299978,324.555661188701,185.12577946225,205.038205128205,186.235563889446,0.520512820512821,0.0932558139534884,0.28046511627907,0.0853488372093023,0,0.217209302325581,0.0313953488372093,0.0248837209302326,0,0.0290697674418605,0.0286046511627907,0
"14","sample_00014","21.04.22",14,"t2",14,NA,8.424,0.244883720930233,48260.0916,1402.90963953488,68.041786496938,39.464004007824,32.7548457514594,11.2750789456937,250.954349160713,197.178673427815,105.054905660377,161.424097388771,0.812830188679245,0.0290697674418605,0.397441860465116,0,0.00604651162790698,0.251395348837209,0.00767441860465116,0.0290697674418605,0.0695348837209302,0.00627906976744186,0.0290697674418605,0
"15","sample_00015","21.04.22",14,"t2",15,NA,0.672,0.0195348837209302,369.51552,10.7417302325581,88.5304856576081,63.9626862480375,34.2936437942821,15.8654382942444,335.93621572411,193.2431180829,218.94935483871,203.609587526971,0.525483870967742,0.0581395348837209,0.214418604651163,0.0632558139534884,0.0102325581395349,0.100697674418605,0,0.00953488372093023,0,0.0281395348837209,0.0446511627906977,0
