"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","culture_ID","comment","time"
"sample_00002",72.072568,10.5866111557705,2130.09426,184.157008279046,205.3080756,18.405143576621,83.4488892,10.3660028369526,32.87061,3.74853051162891,2.59704,0.543033198652449,-0.03,0.3,5,125,326.06,243,48.69,655.43,131.09,12.22,0.72,2.39,59.64,305.49,18.09,"sample_00002-25","25.04.22","t3",2,NA,13
"sample_00002",76.3962764227642,3.92530869894083,3903.795,240.801096621078,287.91673902439,10.4751021753488,125.672981707317,5.14454162511209,39.5581280487805,1.95722355723556,3.1850081300813,0.207947798301896,-0.01,0.2,5,123,5384.08,5384,1076.82,5675.46,1135.09,127.02,5.17,16.73,339.1,1606.09,129.25,"sample_00002-27","25.04.22","t3",2,NA,13
"sample_00002",58.3148076923077,4.35646211487843,1715.32298076923,575.288598741681,188.450316346154,51.0485339771933,75.1621586538461,24.328825526186,28.923075,2.27486843119876,2.59942307692308,0.835245023252924,-0.05,0.68,2.08,52,352.52,353,169.48,470.85,226.37,23.57,5.19,3.17,79.15,589.32,129.71,"sample_00002-29","25.04.22","t3",2,NA,13
"sample_00002",85.814737704918,9.04620799543772,2027.18766393443,319.692776755691,193.100348360656,18.7234614596811,75.4593344262295,9.91637508457829,34.2609418032787,3.9401985373961,2.23606557377049,0.401033617412658,-0.15,0.65,2.44,61,74.42,37,15.02,234.45,96.09,13.01,1.2,2.24,56.01,325.13,29.97,"sample_00002-3","25.04.22","t3",2,NA,13
"sample_00002",85.7365,12.4715644020621,2736.67228448276,326.452955190758,208.977451293104,20.0676346318312,83.2969086206897,11.7375414043874,42.079150862069,3.70825378689205,2.00584482758621,0.381843141103511,0.1,0.65,4.68,116,382.13,381,81.5,1725.29,368.65,61.75,0.42,8.72,191.97,817.11,10.61,"sample_00002-30","25.04.22","t3",2,NA,13
"sample_00002",48.5309484536082,5.8547410495881,468.063092783505,300.532843826528,80.7319484536082,28.3086723604669,31.5533829896907,11.6085114793092,17.5516979381443,5.2945612924467,1.81231958762887,0.479747102353412,-0.05,0.43,4.04,97,822.09,499,123.45,1845.47,456.8,40.5,1.38,6.96,172.68,1012.52,34.61,"sample_00002-37","25.04.22","t3",2,NA,13
"sample_00002",49.44309375,2.02654296864632,486.1803515625,219.506281944885,79.8253734375,21.0185862803312,29.66947734375,7.63807674123496,20.07578671875,3.90815573483422,1.47346875,0.227290875014989,0.02,0.15,2.56,64,681.87,682,266.35,1119.48,437.3,26.14,2.54,4.38,109.4,653.4,63.58,"sample_00002-40","25.04.22","t3",2,NA,13
"sample_00002",60.2185760869565,7.6208903379853,1407.40581521739,715.304256772709,157.85231576087,58.9125034560618,63.5152695652174,26.3740036411481,26.760375,4.65146673945641,2.30430434782609,0.764779717464202,-0.01,0.56,3.68,92,708.29,708,192.47,812.89,220.89,24.48,5.24,2.68,67.01,612.01,130.95,"sample_00002-43","25.04.22","t3",2,NA,13
"sample_00002",60.0497948717949,12.3856523513032,895.828846153846,443.867393501814,106.631307692308,29.4959854987294,39.6773307692308,10.7932541663557,26.9619923076923,7.56688048939986,1.50230769230769,0.236630864411012,-0.06,0.61,1.56,39,398.23,262,168.14,752.22,482.19,42.18,0.96,10.06,251.53,1054.51,24.02,"sample_00002-56","25.04.22","t3",2,NA,13
"sample_00002",63.6494375,17.933858692676,915.46453125,289.439327648633,117.4640484375,23.7450631069794,43.7922703125,9.13355340977272,26.061496875,4.96612663347073,1.70175,0.310737208752389,0.44,0.7,1.28,32,77.5,55,42.96,383.43,299.55,36.98,1.56,7.43,185.69,924.44,38.89,"sample_00002-59","25.04.22","t3",2,NA,13
"sample_00002",53.9431428571428,1.32378600470143,415.920535714286,63.1670642664016,74.5419857142857,7.67806724577965,27.5170017857143,3.77024330979968,19.2312803571429,1.09158024936492,1.43442857142857,0.208651655223517,-0.02,0.16,1.12,28,253.2,253,226.07,258.38,230.7,12.45,7.13,1.39,34.87,311.21,178.18,"sample_00002-60","25.04.22","t3",2,NA,13
"sample_00002",70.1671538461539,3.11373679931118,3888.65423076923,691.040623820615,286.086392307692,39.3667384110233,126.091142307692,20.1359418586054,39.0110019230769,2.34049298650864,3.21823076923077,0.470444156744862,-0.01,0.06,1.04,26,1115.62,1116,1072.71,1127.26,1083.9,54.96,17.54,9.04,225.92,1373.96,438.58,"sample_00002-61","25.04.22","t3",2,NA,13
"sample_00002",104.747504,5.78628931128884,5787.19566,257.45760265299,348.2307936,19.9365100545881,140.992488,9.74960063415834,52.3983816,2.48566765574563,2.703544,0.290706578151657,-0.01,0.21,5,125,546.54,520,104.01,959.12,191.82,16.6,2.25,3.3,82.53,415,56.2,"sample_00002-7","25.04.22","t3",2,NA,13
"sample_00002",107.233736,4.2760669054333,9125.17002,781.868836961057,464.0155308,38.372936651635,182.4933888,16.1718397617523,63.7539012,2.93696733559318,2.872984,0.329547636773845,0.02,0.21,5,125,711.48,524,104.82,1006.26,201.25,32.16,2.83,4.29,107.16,803.88,70.71,"sample_00002-8","25.04.22","t3",2,NA,13
"sample_00003",71.1796865671642,8.71441895037733,2263.05537313433,618.950133659454,206.255558955224,43.7771016510517,76.2511634328358,17.8730296674219,37.3685641791045,8.88223343174284,2.1155671641791,0.639780246928598,0.04,0.45,2.68,67,242.65,235,87.56,360.06,134.35,28.66,1.89,3.55,88.82,716.38,47.23,"sample_00003-1","25.04.22","t3",3,NA,13
"sample_00003",115.218805970149,7.38868901570995,6601.63902985075,1273.40802918737,388.427218656716,58.7590196698976,156.482207462687,25.1533391495245,53.2235888059701,5.29656785854894,2.93558208955224,0.432772462759405,0.02,0.28,2.68,67,631.6,605,225.66,671.49,250.56,15.45,2,3.08,76.9,386.3,49.95,"sample_00003-11","25.04.22","t3",3,NA,13
"sample_00003",85.154512,8.39458406106715,4010.60808,183.676533984354,267.6207924,12.7056614806062,111.0554712,7.39846866159092,46.0731888,1.6363119196232,2.417552,0.217805086584165,-0.01,0.53,5,125,1302.33,1255,251.06,2169.41,433.88,28.62,1.84,6.48,162.09,715.62,45.97,"sample_00003-12","25.04.22","t3",3,NA,13
"sample_00003",65.673984,9.25477438248549,2472.1848,119.477395875376,230.0068224,17.9031396351541,96.4404144,7.60655270137683,32.8410936,3.03084714405129,2.977768,0.464160934548881,0,0.11,5,125,1061.22,1061,212.24,1139.17,227.83,17.37,3.47,2.33,58.22,434.36,86.79,"sample_00003-13","25.04.22","t3",3,NA,13
"sample_00003",85.02632,18.282091128364,3009.26826,215.967808310017,242.4547404,19.2800825836522,97.6431348,9.54605198215561,39.4841952,3.52436933570427,2.504944,0.396951311388315,0.01,0.22,5,125,638.14,638,127.63,665.45,133.09,9.6,1.03,1.78,44.6,239.9,25.86,"sample_00003-15","25.04.22","t3",3,NA,13
"sample_00003",72.7683396226415,13.2516160044197,2346.7954245283,262.259531280166,225.71513490566,23.9074969625288,93.2906037735849,12.62071979422,32.3988537735849,3.86589935947402,2.94849056603773,0.627946642228631,0.04,0.43,2.12,53,437.66,438,206.44,515.31,243.07,19.85,3.47,3.46,86.6,496.24,86.69,"sample_00003-17","25.04.22","t3",3,NA,13
"sample_00003",81.9248,11.6041939491581,5320.83978,312.342202847677,330.9487632,23.1382463847539,142.1870112,13.437508092506,47.887524,2.7299416828493,2.990744,0.390635955928939,-0.04,0.47,5,125,2670.67,2530,505.94,3842.85,768.57,59.28,2.93,15.81,395.27,1481.99,73.16,"sample_00003-18","25.04.22","t3",3,NA,13
"sample_00003",73.128976,9.61851863591371,4042.10088,200.308342469626,285.553188,16.9984176090408,124.3464048,10.4016494658385,41.5852056,2.65192475549346,3.013688,0.38277756987577,-0.02,0.59,5,125,1345.6,939,187.78,2314.75,462.95,33.14,1.81,7.88,196.95,828.56,45.36,"sample_00003-2","25.04.22","t3",3,NA,13
"sample_00003",51.2249375,2.21176615098634,410.0625,177.210323788375,76.238128125,28.3562227666636,28.58979375,12.737868751715,18.288196875,2.40842960321871,1.59041666666667,0.768300136203802,-0.01,0.46,1.96,48,413.13,413,210.78,482.9,246.38,18.78,1.34,3.13,73.47,469.61,33.56,"sample_00003-24","25.04.22","t3",3,NA,13
"sample_00003",52.1352954545455,3.44235116095492,1478.83448863636,585.156752226556,191.954720454545,52.3486504857767,80.2889488636363,25.2506453615488,22.8493636363636,2.81212617307583,3.47356818181818,0.917910022385973,-0.06,0.88,1.84,44,366.89,367,199.4,426.25,231.66,29.26,1.81,4.65,88.53,464.54,45.13,"sample_00003-26","25.04.22","t3",3,NA,13
"sample_00003",56.384746031746,3.51556509920068,1272.88607142857,485.805100745791,174.261985714286,55.0737581753767,73.1235214285714,25.6182214046242,21.9621214285714,2.36477659216765,3.34157142857143,1.19386690394357,0,0.58,2.52,63,533.36,528,209.7,592.26,235.02,17.04,3.07,2.37,59.21,426.11,76.65,"sample_00003-29","25.04.22","t3",3,NA,13
"sample_00003",66.5361666666667,10.3677386953089,1885.37625,345.344346096955,201.72885,31.5047606086014,85.2170625,16.3168733796542,28.3659375,3.67387606184025,3.07128703703704,0.79536469094755,0.01,0.37,4.32,108,697.74,698,161.51,804.36,186.19,22.23,2.61,3.25,81.2,555.69,65.35,"sample_00003-30","25.04.22","t3",3,NA,13
"sample_00003",63.0767179487179,8.62627202424646,1551.92884615385,555.784829169248,189.421459615385,50.455161477709,79.8266423076923,24.515752742763,24.3169788461538,3.34315511226208,3.27652564102564,0.961214055438725,0.01,0.5,3.12,78,810.95,811,259.92,902.46,289.25,28.37,2.65,3.94,98.48,709.17,66.37,"sample_00003-38","25.04.22","t3",3,NA,13
"sample_00003",68.2211048387097,20.5161855136273,1715.78086693548,631.49432259814,187.969710483871,60.6806534162849,75.0104092741936,29.1164067746039,29.7405870967742,8.9458363190498,2.76066935483871,1.40626281947125,0.04,0.7,5,124,567.31,567,113.46,788.24,157.65,25.64,0.29,4.41,102.25,589.86,7.29,"sample_00003-4","25.04.22","t3",3,NA,13
"sample_00003",56.4685915492958,10.1833606908209,1444.5751056338,743.561573086567,167.164377464789,54.216640119059,69.9578746478873,23.4702207077027,24.4005084507042,8.09555382690306,2.95578873239437,0.950454852245461,0,0.54,2.84,71,558.03,544,191.62,638.83,224.94,28.25,1.12,4.1,102.6,706.32,28.05,"sample_00003-41","25.04.22","t3",3,NA,13
"sample_00003",62.1812264150943,6.87506048824162,2233.2158490566,783.864977842004,219.587637735849,53.5876565972554,93.9130811320755,23.6106270140026,29.1691698113208,6.23424263675829,3.2582641509434,0.663539522645944,-0.01,0.59,2.12,53,352.23,352,166.14,421.08,198.62,21.56,1.45,2.54,63.59,538.92,36.24,"sample_00003-42","25.04.22","t3",3,NA,13
"sample_00003",73.7866351351351,21.3025644276415,2251.3539527027,330.95878042967,229.679331081081,28.8567741992996,96.6471202702703,12.9488225934631,29.5303013513514,2.07706079400302,3.26963513513514,0.444842732694155,0,0.34,2.96,74,722.62,723,244.13,793.7,268.14,19.55,2.75,2.6,64.9,488.76,68.83,"sample_00003-44","25.04.22","t3",3,NA,13
"sample_00003",53.4320147058824,4.51518691202554,1689.93992647059,576.575502653442,204.848166176471,51.6400982428127,85.2552397058823,25.0055896593075,24.5916,2.82354038164696,3.40680882352941,0.863225455362998,0.02,0.45,2.72,68,549.32,549,201.95,619.04,227.59,18.05,2.66,2.26,56.56,451.17,66.4,"sample_00003-45","25.04.22","t3",3,NA,13
"sample_00003",54.86159375,2.91936136254506,331.12546875,105.104685710205,64.088971875,10.5816008587254,23.7967875,3.43561949780672,17.445121875,4.09924851897424,1.430125,0.384766938255087,-0.01,0.14,1.32,32,296.81,297,224.86,310.19,234.99,21.1,4.16,3.96,84.63,480.05,104,"sample_00003-49","25.04.22","t3",3,NA,13
"sample_00003",58.4480181818182,4.73165226599863,2584.73577272727,425.53744759021,251.638355454545,31.8786368178462,106.805274545455,15.977746685332,30.82455,2.2045019131314,3.48523636363636,0.593376526631196,0,0.41,2.2,55,464.58,465,211.17,509.86,231.75,12.55,5.68,1.46,36.43,313.81,142.09,"sample_00003-5","25.04.22","t3",3,NA,13
"sample_00003",61.42828125,6.72512164631526,2178.2007421875,284.657959986135,218.619,13.6185236731341,91.29054375,8.82557244903776,30.6204046875,4.96873760907485,3.082390625,0.687739929093436,0,0.12,2.56,64,513.48,513,200.58,542.97,212.1,17.47,4.72,2.31,57.71,436.87,118.06,"sample_00003-51","25.04.22","t3",3,NA,13
"sample_00003",119.3765,19.3074146369636,5527.34959821428,1747.53710754501,341.00038125,74.5535619140504,136.455492857143,29.1961739028241,49.9190705357143,10.306886742658,2.75289285714286,0.425246267839811,0.08,0.41,2.24,56,169.51,131,58.3,372.61,166.34,30.98,3.14,4.22,105.58,774.62,78.58,"sample_00003-52","25.04.22","t3",3,NA,13
"sample_00003",57.0971632653061,4.88617517145287,1566.94086734694,553.590470629705,186.890969387755,49.514516428701,79.5677051020408,24.4357057174734,24.5543234693878,2.69203028042773,3.20324489795918,0.872266313753342,-0.01,0.61,1.96,49,518.15,518,264.36,547.49,279.33,25.13,0.38,3.69,92.16,628.28,9.44,"sample_00003-6","25.04.22","t3",3,NA,13
"sample_00003",58.2256666666667,3.22722642785824,946.374545454545,547.790165468285,136.822009090909,60.0276128658648,55.8604227272727,29.6747818067039,21.2278909090909,1.69807120017162,2.61212121212121,1.33538952083221,0,0.55,1.32,33,292.56,293,221.63,317.78,240.74,13.63,4.26,2.04,50.98,340.87,106.45,"sample_00003-66","25.04.22","t3",3,NA,13
"sample_00003",94.5584074074074,12.8817889860641,5021.595,889.334177768197,302.9811,42.1717873695655,126.714,21.7826773493871,50.26215,4.51139757652344,2.52659259259259,0.468436290657074,-0.04,0.38,1.08,27,604.22,604,559.46,701.01,649.08,58.85,4.34,15.58,389.57,1471.17,108.55,"sample_00003-69","25.04.22","t3",3,NA,13
"sample_00003",63.748088,4.95177376498694,2338.9965,127.717486961284,222.7116708,12.1322434037332,92.0496312,6.09435794998017,32.475816,2.52863609204487,2.863288,0.396071063516181,-0.01,0.39,5,125,399.27,399,79.85,432.53,86.51,7.32,0.11,1.37,34.16,182.99,2.67,"sample_00003-8","25.04.22","t3",3,NA,13
"sample_00004",68.738064,11.1380984917534,2340.83358,99.4417667584499,228.0209292,15.3020614680316,97.9559891999999,7.20953054192735,30.6056232,2.76701045549676,3.244024,0.494489627145847,0,0.11,5,125,1044.9,1045,208.98,1095.89,219.18,19.03,4.93,2.16,53.92,475.82,123.29,"sample_00004-1","25.04.22","t3",4,NA,13
"sample_00004",58.3399911504425,8.28381818829377,1392.47064159292,293.108548054106,139.172802212389,15.3326067394033,50.9256318584071,5.72519596198096,34.5432026548673,3.97426090630407,1.4810796460177,0.14484845169009,0.07,0.3,4.52,113,1314.04,1314,290.72,1691.22,374.16,36.47,0.84,6.19,154.66,911.79,20.98,"sample_00004-10","25.04.22","t3",4,NA,13
"sample_00004",50.8107021276596,5.65799657888391,609.858909574468,236.045580738902,90.5661861702127,17.0421095436373,34.6051819148936,5.85621187091408,21.7749973404255,4.76338170815655,1.61068085106383,0.172547341969598,0.11,0.42,3.76,94,614.56,615,163.45,1801.34,479.08,58.07,3.21,8.23,205.71,1451.87,80.37,"sample_00004-16","25.04.22","t3",4,NA,13
"sample_00004",75.24175,18.2760301961308,1924.12508522727,489.133604966512,189.759574431818,34.1817277399926,77.3222778409091,17.0708418962974,31.6900534090909,7.08478775423615,2.55692045454545,0.836665524864233,0,0.4,3.52,88,353.04,353,100.3,446.75,126.92,20.18,1.93,2.67,66.67,504.42,48.2,"sample_00004-18","25.04.22","t3",4,NA,13
"sample_00004",55.6030476190476,1.33012240317695,1132.94410714286,210.815134394046,125.939571428571,14.9124227967095,44.4506785714286,5.26245519764421,32.1737785714286,3.07993803121345,1.38304761904762,0.105574376136598,0,0.09,1.68,42,873.99,874,520.23,883.93,526.15,30.61,13.09,4.1,102.39,765.17,327.16,"sample_00004-2","25.04.22","t3",4,NA,13
"sample_00004",46.38675,1.20581878242401,308.665227272727,83.8811403270331,63.9148909090909,8.89117631950072,24.7182545454546,3.64538973814901,15.6986284090909,2.29903133814378,1.586,0.207179957726902,0.04,0.47,1.76,44,645.8,607,344.82,744.45,422.98,46.27,2.03,8.77,219.13,1156.66,50.85,"sample_00004-25","25.04.22","t3",4,NA,13
"sample_00004",60.101488,5.59659827357136,1876.446,150.965100475883,177.22395,12.4688098153161,65.992482,5.44155517775168,36.3622608,3.24523406941094,1.842664,0.347964448128383,-0.01,0.06,5,125,3071.25,3071,614.25,3098.62,619.72,50.27,12.95,4.44,111.07,1256.7,323.72,"sample_00004-3","25.04.22","t3",4,NA,13
"sample_00004",62.534272,10.229478469013,2011.07772,303.649218470796,210.1753332,26.9553464730561,88.6792212,13.3059231055973,29.061828,3.37812352850614,3.109344,0.66915036528036,-0.01,0.8,5,125,288.03,288,57.61,691.02,138.2,23.04,0.23,4.06,101.59,576.04,5.67,"sample_00004-4","25.04.22","t3",4,NA,13
"sample_00004",52.33725,6.36362395951773,725.810625,221.714821614247,101.484321428571,17.612266799105,39.1665375,6.46809862937904,23.2808464285714,4.9440498637612,1.72439285714286,0.332712459471885,0.22,0.37,1.12,28,264.44,264,236.1,414.16,369.79,25.61,2.44,6.15,153.75,640.27,61,"sample_00004-6","25.04.22","t3",4,NA,13
"sample_00004",60.235096,5.48040212414405,2647.88838,402.200365471626,251.9237376,33.1531221734242,106.5255948,18.0509842558268,32.0665392,4.99445120867045,3.4348,0.915668916430021,0.05,0.7,5,125,292.35,55,10.97,759.49,151.9,25.74,0.11,4.78,119.49,643.51,2.87,"sample_00004-7","25.04.22","t3",4,NA,13
"sample_00004",69.009192,9.18070039468843,2702.21346,587.974678079661,237.861846,28.9252239571512,96.068106,12.3239665630396,36.109476,8.25448745922971,2.768016,0.590709073418849,0.01,0.28,5,125,926.19,907,181.35,1001.87,200.37,35.26,0.38,3.74,93.39,881.43,9.52,"sample_00004-9","25.04.22","t3",4,NA,13
"sample_00005",79.40575,5.54650142492244,6063.52944078948,1300.03139245261,343.068465789474,50.6863662774276,144.924240789474,25.8198788876177,52.619625,5.35356036085333,2.74144736842105,0.393715849981069,-0.03,0.55,3.04,76,345.89,61,20.02,1395.52,459.05,41.51,4.74,11.19,279.64,1037.81,118.4,"sample_00005-1","25.04.22","t3",5,NA,13
"sample_00005",76.005872,15.8389121958549,2670.06456,239.844639075491,231.2531532,24.8521880634328,94.8460428,12.0974424054464,36.2374236,4.00023892155194,2.678728,0.591556767597432,-0.01,0.35,5,125,532.36,532,106.47,895.8,179.16,18.04,1.49,3.17,79.18,450.92,37.3,"sample_00005-10","25.04.22","t3",5,NA,13
"sample_00005",90.983832,13.1033707690758,5709.11976,415.652801026714,334.410444,28.5159589211955,142.17363,16.3371579463711,51.4641276,3.26137301805256,2.789392,0.447495213454307,-0.03,0.56,5,125,1420.56,1187,237.48,3449.62,689.92,59.23,5.11,15.41,385.26,1480.68,127.74,"sample_00005-11","25.04.22","t3",5,NA,13
"sample_00005",83.8832888888889,6.92787727634193,2769.1065,510.424224967919,234.87129,34.336321869829,96.549255,16.3636311692555,36.29043,3.39306726449584,2.66132222222222,0.450894562222918,0.01,0.11,3.6,90,548.32,548,152.31,625.34,173.71,9.86,2.42,1.53,38.34,246.45,60.38,"sample_00005-12","25.04.22","t3",5,NA,13
"sample_00005",85.939888,12.9744830036946,2562.59538,302.749280005679,231.4149588,32.3166511816034,90.7380792,14.8839312094591,36.357984,3.62980986614157,2.548728,0.626928436210252,-0.03,0.87,5,125,164,113,22.57,560.48,112.1,19.28,0.17,3.84,96.11,482.05,4.37,"sample_00005-14","25.04.22","t3",5,NA,13
"sample_00005",74.7900744680851,18.204848996748,2000.58151595745,558.811868637502,198.355557446809,46.4751256028397,81.3264558510638,24.4777916131494,31.8487260638298,5.53399228960766,2.65806382978724,0.972411190167858,-0.02,0.53,3.76,94,296.03,296,78.73,463.34,123.23,25.44,0.21,3.21,80.28,635.99,5.33,"sample_00005-15","25.04.22","t3",5,NA,13
"sample_00005",85.1380000000001,5.6796077187346,5266.25226,235.519161988045,316.1688876,22.8058742666877,130.5373644,5.28433987187087,51.3923616,1.88767133327419,2.544944,0.163041865986979,0,0.56,5,125,926.89,724,144.7,1981.28,396.26,31.82,0.5,8.8,219.89,795.49,12.56,"sample_00005-16","25.04.22","t3",5,NA,13
