"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","culture_ID","comment","time","replicate"
"sample_00001",72.405288,7.52007357099392,3487.43394,249.746700219221,269.6567436,17.1304677718743,117.1595988,9.49094557412201,38.0292732,2.79570211733163,3.105448,0.390109175289638,-0.05,0.44,5,125,1329.68,1330,265.94,2127.67,425.53,32.17,1.53,7.42,185.48,804.27,38.37,"sample_00001-1","07.05.22","t6",1,NA,NA,1
"sample_00001",88.69036,10.5338113514101,2609.04726,148.731587264251,218.6093124,15.8892565647455,87.591294,8.57173898455963,38.1572532,2.84223278510887,2.322864,0.387545842116691,-0.01,0.16,5,125,772.41,772,154.48,842.17,168.43,10.21,2.41,1.49,37.36,255.15,60.36,"sample_00001-4","07.05.22","t6",1,NA,NA,1
"sample_00001",82.817944,18.2607769621933,2754.04536,417.442944117418,226.7868132,35.5982863686402,91.6094124,19.4354431471711,39.1208616,4.95339233860255,2.432816,0.767982173684243,-0.01,0.26,5,125,652.12,652,130.42,817.73,163.55,13.8,0.53,2.65,66.3,345.09,13.19,"sample_00001-5","07.05.22","t6",1,NA,NA,1
"sample_00001",55.395984,7.43100025827288,1700.34876,252.160261739367,195.8798376,18.8299583579359,82.173852,9.62729757980802,26.4398256,3.42781394702631,3.167344,0.586553741783308,0,0.18,5,125,852.88,853,170.58,1078.39,215.68,15.07,1.45,2.44,61.08,376.67,36.31,"sample_00001-6","07.05.22","t6",1,NA,NA,1
"sample_00002",59.1059111111111,3.51674734030689,1042.8345,565.8969351758,128.74968,47.0681331877287,50.66631,21.218363780605,24.87357,5.13367801768381,2.01135555555556,0.733962475990167,0,0.71,1.8,45,140.81,37,20.58,360.41,200.23,25.26,0.59,5.3,132.45,631.38,14.85,"sample_00002-13","07.05.22","t6",2,NA,NA,1
"sample_00002",58.2527096774194,6.10526084724504,1632.31330645161,827.666866543485,193.264170967742,72.8419887846641,79.6005290322581,33.411091631315,24.5525370967742,4.18028927362226,3.10835483870968,1.01164142357481,0.06,0.58,1.24,31,211.43,211,170.5,255.79,206.28,15.22,0.7,2.7,67.57,380.59,17.43,"sample_00002-18","07.05.22","t6",2,NA,NA,1
"sample_00002",58.7664871794872,2.89246277210083,525.300576923077,91.2854895431835,86.3566961538462,9.20504968199224,32.4362423076923,3.96493072524501,20.5188576923077,1.6750705623212,1.58310256410256,0.174516293142502,0.01,0.16,1.6,39,359.92,360,224.95,391.38,244.61,18.45,7.85,2.66,60.1,461.14,196.27,"sample_00002-6","07.05.22","t6",2,NA,NA,1
"sample_00003",59.498944,3.58873159662926,2066.58378,96.3089963465503,198.5998824,6.99105123546563,84.268836,3.54086214756355,31.2772752,1.93354343957584,2.709104,0.257123348835008,0.02,0.51,5,125,230.36,52,10.34,1130.12,226.02,16.38,1.95,2.87,71.82,409.46,48.64,"sample_00003-1","07.05.22","t6",3,NA,NA,1
"sample_00003",59.6486896551724,8.74928959764162,1672.20659482759,445.957341706428,193.673793103448,37.5476447319216,84.0430862068965,17.678672979111,25.1720068965517,3.97281646152564,3.39670689655172,0.875484086815627,0.03,0.47,2.32,58,535.49,535,230.81,564.51,243.32,26.12,0.92,4.36,108.91,653.02,22.91,"sample_00003-20","07.05.22","t6",3,NA,NA,1
"sample_00003",58.5560606060606,7.82717653810824,1652.17909090909,496.485154908443,212.260868181818,58.4466670067769,89.7945136363636,26.3401353497029,23.3367136363636,2.85817310658926,3.87657575757576,1.22177591107942,-0.03,0.3,1.32,33,150.37,150,113.91,167.66,127.02,9.46,1.08,2.38,59.4,236.62,26.94,"sample_00003-22","07.05.22","t6",3,NA,NA,1
"sample_00003",70.723746031746,19.1282390670293,1635.30321428571,616.861163402593,181.497728571429,52.2919427925262,77.1271071428571,23.7264682722554,26.1531642857143,7.0817509502812,3.03404761904762,0.954431809162401,-0.01,0.49,2.76,63,443.3,443,160.62,522.46,189.3,34.16,0.49,6.47,93,427.06,12.18,"sample_00003-3","07.05.22","t6",3,NA,NA,1
"sample_00003",72.6448125,9.93789867479432,1950.18890625,698.602134430102,180.49618125,47.3791042646648,69.613846875,18.1623341773907,33.86930625,7.80420504570361,2.04010416666667,0.235517559501056,-0.04,0.69,1.92,48,129.33,116,60.5,184.07,95.87,18.32,0.19,3.01,75.31,457.99,4.73,"sample_00003-5","07.05.22","t6",3,NA,NA,1
"sample_00004",63.363496,3.38511687420095,2244.12444,431.036575233586,226.7153388,37.1892453083272,89.3138076,15.4479725929229,32.1916356,4.7727733992087,2.85724,0.69805186746933,-0.14,1.24,5,125,131.71,81,16.27,584.69,116.94,19.18,0.2,4.1,102.55,479.42,4.97,"sample_00004-3","07.05.22","t6",4,NA,NA,1
