"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","species","comment"
"sample_00010",56.7890476190476,4.81473747442361,211.670357142857,44.590902002859,52.5205928571429,6.98613289839747,20.6121857142857,2.32804046271445,12.9625071428571,1.44757757834302,1.59447619047619,0.127057317399518,-0.02,0.23,1.08,21,211.51,212,195.85,220.76,204.41,26.26,6.68,5.18,28.75,270.56,167.02,"sample_00010-171","12.04.2022","training","Ble",NA
"sample_00010",85.1840673076923,12.5895980397013,6436.87723557692,1073.56329821641,355.023389423077,48.0085651001599,140.643493269231,22.3486084446381,57.8939711538462,6.47076866675624,2.43553846153846,0.396517043135146,0,0.18,4.16,104,1942.07,1942,466.84,1964.7,472.28,26.5,1.84,4.85,121.23,662.49,45.89,"sample_00010-62","12.04.2022","training","Ble",NA
"sample_00010",55.0847826086957,3.85482937903897,223.216630434783,52.0432318737853,52.0835282608696,6.45652654348905,20.339452173913,2.71115303848072,13.846597826087,1.6256449375051,1.47582608695652,0.170726696046878,0,0.34,1.16,23,125.72,126,108.38,131.03,112.96,18.33,1.75,4.09,32.29,160.96,43.84,"sample_00010-76","12.04.2022","training","Ble",NA
"sample_00011",63.6157672413793,10.8979331876619,3571.22017241379,637.840925483122,262.192880172414,35.4254015174569,106.994087068966,14.5224138226445,42.1182892241379,4.52169623391683,2.54084482758621,0.301276028381551,0.01,0.07,4.64,116,2004.86,2005,432.08,2042.51,440.2,29.7,8.83,4.07,101.88,742.6,220.71,"sample_00011-1","12.04.2022","training","Ble",NA
"sample_00011",68.605064,9.36771889793399,3310.81182,250.477749727005,235.7030664,19.2364731347412,88.5850668,9.22714068292325,48.0711996,5.91261013965987,1.886104,0.375748711156118,0.03,0.21,5,125,1104.35,1098,219.53,1600.03,320.01,22.17,0.97,4.82,120.41,554.24,24.26,"sample_00011-5","12.04.2022","training","Ble",NA
"sample_00011",64.164016,1.70959765585451,4078.9737,161.835735762278,257.5804212,6.4976934679033,100.8320724,2.601751348142,51.5063124,1.55631067380955,1.959392,0.0771715617017297,0,0.05,5,125,2121.58,2122,424.32,2138.2,427.64,20.8,13.13,1.22,30.48,520,328.23,"sample_00011-6","12.04.2022","training","Ble",NA
"sample_00011",85.4094000000001,2.5368681860807,6867.13626,361.179200574986,383.5676592,41.4689615043605,148.7862756,13.7758475718018,58.990518,2.62329041059555,2.53692,0.345443744544841,0,0.04,5,125,2354.2,2354,470.84,2366.96,473.39,27.21,12.11,2.45,61.32,680.33,302.7,"sample_00011-7","12.04.2022","training","Ble",NA
"sample_00011",61.5809777777778,4.7886975850745,3620.5785,1165.18292946882,258.21225,60.1836442698816,103.785525,25.033363588956,42.54804,9.07285115168485,2.42678888888889,0.360765524849728,-0.01,0.39,3.68,90,558.52,226,61.55,1003.45,272.68,89.72,0.58,10.08,158.68,1121.52,14.41,"sample_00011-72","12.04.2022","training","Ble",NA
"sample_00012",76.42104,5.37872698003965,6182.29908,215.318559927255,335.8254816,16.5834614439023,133.0895772,8.0666391673803,59.2977996,3.11499853972999,2.2566,0.247873471885388,0.01,0.07,5,125,2037.72,2038,407.54,2220.47,444.09,27.18,5.01,3.25,81.31,679.62,125.32,"sample_00012-12","12.04.2022","training","Ble",NA
"sample_00012",116.635064,13.4658253952929,2749.97754,770.903720425924,191.9430432,27.6792746275314,66.768948,8.10438802179899,51.4367172,10.5177845421939,1.333016,0.194507400307015,-0.07,0.46,5,125,432.52,433,86.5,562.34,112.47,12.39,0.13,2.68,66.93,309.69,3.37,"sample_00012-13","12.04.2022","training","Ble",NA
"sample_00012",152.236176,3.9169216539226,7501.06008,265.051211139861,330.5239668,4.20503237942994,119.529108,1.75063437669403,79.9179696,2.99799735999217,1.498216,0.0730296652053123,0.02,0.05,5,125,865.39,865,173.08,1275.59,255.12,13.5,7.95,0.69,17.3,337.43,198.66,"sample_00012-14","12.04.2022","training","Ble",NA
"sample_00012",81.200408,3.18096602565747,6062.75766,246.958759771541,343.2113532,14.0716157401006,135.9341352,7.1975720224579,56.8827036,2.7492591301008,2.39884,0.214692292933774,0,0.07,5,125,1278.09,1278,255.62,1342.7,268.54,21.92,5.59,2.11,52.88,548.11,139.66,"sample_00012-15","12.04.2022","training","Ble",NA
"sample_00012",75.8422419354839,13.3055560904058,5492.45649193549,1348.15211562784,316.649315322581,66.193645657951,123.178137096774,28.2289180955277,55.8430983870968,8.86096638523842,2.20627419354839,0.462915499471532,-0.02,0.18,2.48,62,542.41,542,218.71,729.33,294.08,22.98,2.01,6.09,152.33,574.54,50.26,"sample_00012-16","12.04.2022","training","Ble",NA
"sample_00012",91.7234416666667,7.00662069231526,9216.4280625,1855.0240328551,425.43964125,67.6384981689489,166.5528075,23.7945714219843,69.83037,10.4674554813142,2.39400833333333,0.334872194254157,0,0.17,4.8,120,2011.69,2012,419.1,2125.32,442.78,53.2,4.99,5.27,131.68,1329.92,124.67,"sample_00012-24","12.04.2022","training","Ble",NA
"sample_00012",77.695032,4.84875475855865,5042.25972,279.922723636158,307.7939412,20.3449388186784,115.6434084,8.65308473745508,55.7074584,3.52705851556323,2.089768,0.240994081576371,-0.01,0.33,5,125,960.06,955,191.06,1063.4,212.68,15.37,0.26,3.11,77.76,384.16,6.49,"sample_00012-5","12.04.2022","training","Ble",NA
"sample_00012",79.258936,4.45030378220807,6696.55026,826.781066884,387.5834772,44.8798706912168,151.89768,18.6118990314675,56.1611556,2.80711918315488,2.712448,0.377039025446541,0.05,0.29,5,125,384.96,233,46.61,695.05,139.01,12.2,1.83,2.58,64.58,305.05,45.72,"sample_00012-6","12.04.2022","training","Ble",NA
"sample_00012",121.498318584071,4.72668671758235,12155.7040486726,2179.03210558624,494.93182699115,40.7523255229977,199.822806637168,18.6977032067605,76.7818712389381,9.84087068099569,2.64353097345133,0.425521551216782,-0.03,0.27,4.52,113,664.03,538,118.92,1084.56,239.95,32.94,2.81,4.55,113.72,823.48,70.33,"sample_00012-8","12.04.2022","training","Ble",NA
"sample_00013",61.424448,3.91357937487971,3885.94908,713.364342299833,268.6543524,32.6408452688134,106.6945284,13.3050011763015,46.021446,4.50065433937828,2.324056,0.247122971347752,-0.05,0.52,5,125,407.33,407,81.47,1011.69,202.34,26.09,0.26,6.27,156.86,652.15,6.39,"sample_00013-11","12.04.2022","training","Ble",NA
"sample_00013",63.414488,3.00456365952346,4246.80408,372.861041765272,272.5172424,17.6869910852787,108.216972,6.05934847962687,49.9279464,2.70393787603687,2.171952,0.141352160087104,0,0.06,5,125,2122.21,2122,424.44,2197.78,439.56,28.41,10.52,3.11,77.88,710.2,263.01,"sample_00013-12","12.04.2022","training","Ble",NA
"sample_00013",60.9664285714286,6.1275362813386,216.747321428571,52.731333021053,50.1965678571429,6.48429219737997,18.8698178571429,1.85423134962329,14.505075,2.4342688705512,1.32378571428571,0.186990817780088,-0.16,1.54,1.08,14,156.1,149,138.2,489.81,453.53,156.08,2.81,64.74,522.85,1300.65,23.45,"sample_00013-143","12.04.2022","training","Ble",NA
