"","file","date","time_point","culture_ID","comment","time","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","29.04.22","t4",1,NA,NA,7.226,0.210058139534884,8539.53516,248.242301162791,103.596058284671,29.21663397825,49.5962570881037,14.6029975171994,381.257842227854,198.156933966706,250.463333333333,184.291142009955,0.422857142857143,0.00726744186046512,0.045,0.0132558139534884,0,0.0107558139534884,0.00726744186046512,0.0140697674418605,0,0.00273255813953488,0.0112209302325581,0
"2","sample_00002","29.04.22","t4",2,NA,NA,4.082,0.118662790697674,11474.303265,333.55532747093,85.0236645224167,18.7797190085385,39.839716155472,9.40080428200811,223.844721508765,135.564215423814,102.016923076923,112.227687046217,0.593846153846154,0,0.0356976744186046,0.0204651162790698,0,0,0,0.00726744186046512,0,0.00203488372093023,0,0
"3","sample_00003","29.04.22","t4",3,NA,NA,23.508,0.683372093023256,25791.75027,749.760182267442,93.4329034708635,40.2726257562826,40.2586218763843,14.8356871244961,219.648582688535,155.966738489112,137.349375,116.330150317605,0.43625,0.00715116279069767,0.0675581395348837,0,0.0216860465116279,0.00726744186046512,0,0.00726744186046512,0,0,0,0
"4","sample_00004","29.04.22","t4",4,NA,NA,30.84,0.896511627906977,32475.473775,944.054470203488,85.6975230437523,41.6050278434815,30.720002100552,17.8687134137086,339.015247929116,267.21311104411,203.853461538462,302.796416794417,0.983846153846154,0,0.0508720930232558,0.018953488372093,0,0,0,0.00691860465116279,0,0.0312209302325581,0,0
"5","sample_00005","29.04.22","t4",5,NA,NA,16.606,0.482732558139535,18508.581,538.040145348837,81.8777253415807,40.6340123732268,31.5547008967451,18.6481968278721,264.171970446424,229.864492983155,160.710833333333,182.658085725928,0.958333333333333,0,0.0243023255813953,0,0,0,0,0.00395348837209302,0.0011046511627907,0.0132558139534884,0,0
"6","sample_00006","29.04.22","t4",6,NA,NA,15.976,0.464418604651163,18712.529685,543.96888619186,98.5557361569452,63.3041885909208,40.2418253127473,24.3752694878335,289.494797192036,233.548223219375,191.1025,243.364794948765,0.408333333333333,0.0279651162790698,0.00726744186046512,0,0,0.00343023255813953,0.00726744186046512,0.00104651162790698,0.00162790697674419,0.00197674418604651,0.00145348837209302,0
"7","sample_00007","29.04.22","t4",7,NA,NA,6.382,0.185523255813953,18178.529895,528.445636482558,87.4577267929493,52.1441025522794,35.5309157486528,14.0992243238957,270.952257142857,261.255953058799,217.457,280.462391855941,0.51,0.0227325581395349,0.0290697674418605,0,0,0,0,0,0.0063953488372093,0,0,0
"8","sample_00008","29.04.22","t4",8,NA,NA,22.914,0.666104651162791,21428.390025,622.918314680232,105.542460904471,55.1973971211196,34.9544143215648,15.0496433504687,558.637692631854,485.820651857415,517.47,499.997028151168,0.51375,0.0150581395348837,0.0145348837209302,0,0,0,0,0.000813953488372093,0.0155232558139535,0.0061046511627907,0.000872093023255814,0
"9","sample_00009","29.04.22","t4",9,NA,NA,21.246,0.617616279069767,18651.906045,542.206571075581,83.248012548505,57.2205610486767,39.5088918690895,22.7536780890024,185.050372422381,58.148431090029,120.491304347826,73.9569213863626,0.476521739130435,0.0519767441860465,0.0442441860465116,0,0,0,0,0,0,0.00430232558139535,0.00726744186046512,0
"10","sample_00010","29.04.22","t4",10,NA,NA,25.972,0.755,29905.070805,869.333453633721,78.5875601212211,59.82748021047,31.9167360359589,17.4789261817654,256.032839251631,281.706968654781,170.027,282.050652600967,0.546,0.0237790697674419,0.0437209302325581,0,0,0,0,0,0.00174418604651163,0,0.00726744186046512,0
