"","file","date","time_point","culture_ID","comment","time","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","03.05.22","t5",1,NA,10,7.226,0.210058139534884,8539.53516,248.242301162791,101.196127318984,28.0202269630509,46.7526618033294,6.48570672081605,257.007473487799,245.584987402633,203.136666666667,228.452976401418,0.38,0,0.0237790697674419,0,0,0,0,0.00558139534883721,0,0,0,0
"2","sample_00002","03.05.22","t5",2,NA,10,4.082,0.118662790697674,11474.303265,333.55532747093,74.8355822222897,40.6809713179779,32.4752936601074,18.2244247711203,273.140177060897,116.923882129808,159.37,130.325906096984,0.604285714285714,0.000930232558139535,0.00476744186046512,0.00953488372093023,0,0,0,0.00726744186046512,0,0.00337209302325581,0,0
"3","sample_00003","03.05.22","t5",3,NA,10,23.508,0.683372093023256,25791.75027,749.760182267442,110.999194599075,47.668810656802,46.8054076785425,11.3159196670048,445.779142819521,440.514195855462,338.927142857143,465.246088993566,0.515714285714286,0,0.022906976744186,0.00313953488372093,0,0,0,0,0.00162790697674419,0,0,0
"4","sample_00004","03.05.22","t5",4,NA,10,30.84,0.896511627906977,32475.473775,944.054470203488,125.195095625806,12.5555519288905,48.1079439174193,9.51625008995083,456.881625806452,293.9831377205,331.454,359.618979796673,0.228,0,0.0145348837209302,0,0,0.00726744186046512,0,0.00145348837209302,0.00180232558139535,0,0,0
"5","sample_00005","03.05.22","t5",5,NA,10,16.606,0.482732558139535,18508.581,538.040145348837,73.9103379796604,38.0125123843938,35.5381602803019,14.1349051277136,171.732671604126,36.3115682647209,129.427142857143,65.9945370754998,0.664285714285714,0.00906976744186047,0.0219767441860465,0,0,0,0,0,0,0.00127906976744186,0,0
"6","sample_00006","03.05.22","t5",6,NA,10,15.976,0.464418604651163,18712.529685,543.96888619186,97.9737828716826,41.7867411546803,40.7249234224221,12.7291285328587,258.130497071891,174.556395934147,171.293157894737,107.804383339693,0.403157894736842,0.0140116279069767,0.0383720930232558,0.0162790697674419,0,0.00726744186046512,0,0,0.0145348837209302,0.00151162790697674,0,0
"7","sample_00007","03.05.22","t5",7,NA,10,6.382,0.185523255813953,18178.529895,528.445636482558,73.084404846148,53.2498485344372,33.7531436085343,20.3129368219419,311.268589073137,235.52369633595,172.25375,151.294320971851,0.49125,0.0205232558139535,0.0181976744186047,0,0,0.0115116279069767,0,0.00726744186046512,0,0.00186046511627907,0,0
"8","sample_00008","03.05.22","t5",8,NA,10,22.914,0.666104651162791,21428.390025,622.918314680232,91.6402138013599,56.3534227556159,35.2578042561805,16.3270009357023,268.576537949957,212.580023424368,129.747777777778,148.16110430901,0.656666666666667,0.0252325581395349,0.0218023255813953,0.00726744186046512,0.00197674418604651,0.00174418604651163,0,0,0.0108720930232558,0.00453488372093023,0,0
"9","sample_00009","03.05.22","t5",9,NA,10,21.246,0.617616279069767,18651.906045,542.206571075581,102.028229754128,62.0581283755871,41.2007619120108,17.7897075671843,251.821653851956,169.204682219133,141.756923076923,123.945735733063,0.59,0.0363372093023256,0.0283720930232558,0.0072093023255814,0,0.00668604651162791,0,0,0.00726744186046512,0.000755813953488372,0,0
"10","sample_00010","03.05.22","t5",10,NA,10,25.972,0.755,29905.070805,869.333453633721,81.7144762339443,49.1549219279387,36.1277594610115,15.3014812725617,282.811930508566,278.10846300148,166.93,264.421748883016,0.449444444444444,0.0153488372093023,0.0226744186046512,0,0.00959302325581395,0.00726744186046512,0,0.00982558139534884,0.00244186046511628,0,0.00726744186046512,0
"11","sample_00011","03.05.22","t5",11,NA,10,20.304,0.590232558139535,20655.93069,600.463101453488,104.648393773968,57.4363239738334,42.3858680366274,18.7796631024281,244.684059945402,188.92489350675,160.037428571429,188.895855625805,0.658529411764706,0.0376162790697674,0.071453488372093,0,0,0.0180232558139535,0,0.00517441860465116,0.0036046511627907,0.0113372093023256,0.00511627906976744,0
"12","sample_00012","03.05.22","t5",12,NA,10,27.9,0.811046511627907,35556.35535,1033.61498110465,105.672807862924,54.0027339088121,44.7511703346579,18.1225983544167,263.004573332823,171.056060546117,162.451111111111,173.868979074602,0.593888888888889,0.0304651162790698,0.0556395348837209,0,0,0.0168604651162791,0,0.00395348837209302,0.012093023255814,0.0119767441860465,0.0218023255813953,0
"13","sample_00013","03.05.22","t5",13,NA,10,21.522,0.625639534883721,22361.00337,650.029167732558,106.325858856392,58.0483315832201,42.8513910451756,20.1476675667613,266.173955865146,140.810730657089,150.93775,152.917058723525,0.70025,0.0652906976744186,0.0275581395348837,0.0011046511627907,0,0.00523255813953488,0,0.0192441860465116,0.00244186046511628,0.0180813953488372,0.0290697674418605,0
"14","sample_00014","03.05.22","t5",14,NA,10,28.2,0.819767441860465,34855.214085,1013.23296758721,104.788351798002,48.2087280568156,38.4972415664817,14.0037733335805,241.796905413738,175.69166184731,177.392941176471,129.412709613696,0.333529411764706,0.0233720930232558,0.0477325581395349,0,0.00726744186046512,0,0.00726744186046512,0,0.010406976744186,0,0.000872093023255814,0
"15","sample_00015","03.05.22","t5",15,NA,10,25.14,0.730813953488372,11063.68308,321.618694186047,95.3131484750901,68.3477329876911,42.5031127558838,20.2256664269524,261.500497640828,163.363688379198,140.160980392157,154.335744975102,0.694509803921569,0.0338953488372093,0.0776744186046512,0,0,0.0234302325581395,0.00726744186046512,0.0121511627906977,0.016046511627907,0.0126744186046512,0,0
"16","sample_00016","03.05.22","t5",16,NA,10,23.226,0.675174418604651,31270.086855,909.014152761628,94.4362209078314,22.735486685923,35.6245613167253,12.5474778073663,202.769281471839,97.9811320785715,151.460909090909,126.449989517955,0.374545454545455,0,0.0387209302325581,0.0011046511627907,0,0,0,0,0,0.000988372093023256,0,0
"17","sample_00017","03.05.22","t5",17,NA,10,21.53,0.625872093023256,18433.227915,535.84964869186,131.3630136,22.5567260762987,49.012344,13.6456902731145,312.206666666667,148.870695535869,159.466666666667,96.786060118869,0.343333333333333,0,0.0145348837209302,0,0,0,0,0.00726744186046512,0,0,0,0
"18","sample_00018","03.05.22","t5",18,NA,10,20.7,0.601744186046512,20803.81563,604.762082267442,103.254965356596,18.478092255842,47.462864093617,10.4595400897661,321.200706382979,342.293116858501,201.718,259.223542757983,0.524,0,0.0245348837209302,0,0,0.00726744186046512,0,0,0,0,0,0
"19","sample_00019","03.05.22","t5",19,NA,10,12.432,0.361395348837209,10727.10378,311.834412209302,70.7469002219064,26.0525422410299,37.9410887721637,16.543298443789,323.842543060153,250.174336112776,222.194,223.406701540785,0.445,0.00540697674418605,0.0170348837209302,0.0100581395348837,0,0.00482558139534884,0,0,0,0.000872093023255814,0,0
"20","sample_00020","03.05.22","t5",20,NA,10,28.986,0.842616279069768,22513.120155,654.451167296512,119.821101731748,7.74996420284801,44.3372502896703,6.3536827143779,224.211596669997,30.3182726264949,180.812,64.0641039896758,0.198,0,0.0308139534883721,0,0,0,0,0,0,0,0,0
"21","sample_00021","03.05.22","t5",21,NA,10,34.302,0.997151162790698,30165.083235,876.891954505814,90.7254713764163,28.0494343259227,42.4219071239532,10.462071012485,287.359698678769,190.018912533793,209.2325,162.521556171649,0.445,0,0.0330813953488372,0.022906976744186,0,0,0,0.0013953488372093,0,0.00156976744186047,0,0
"22","sample_00022","03.05.22","t5",22,NA,10,6.834,0.198662790697674,24579.08064,714.508158139535,119.682821227044,27.236743684256,50.678737546024,10.4367336167778,295.13911627907,186.941463586562,186.376666666667,72.6461290549377,0.226666666666667,0,0.0315697674418605,0,0,0,0,0.0072093023255814,0,0,0,0
"23","sample_00023","03.05.22","t5",23,NA,10,3.106,0.0902906976744186,10172.43684,295.710373255814,138.016187682929,65.7488399500141,49.3084937350851,12.6199017725667,325.219755331408,154.743956641632,216.334,158.991728931323,0.337333333333333,0,0.0573837209302326,0,0,0,0,0.00755813953488372,0,0,0.00726744186046512,0
"24","sample_00024","03.05.22","t5",24,NA,11,4.784,0.13906976744186,19760.74785,574.440344476744,116.891917814352,39.1841021101526,45.2056520659108,15.5757080833,264.372052558298,174.984537052076,130.017777777778,153.371937604128,0.668888888888889,0.00116279069767442,0.0238372093023256,0,0,0.000988372093023256,0,0.00703488372093023,0.00622093023255814,0,0,0
"25","sample_00025","03.05.22","t5",25,NA,11,7.94,0.230813953488372,29219.67594,849.409184302326,101.79507124764,27.8783410762643,41.6908035597515,17.5050473062456,313.463499005099,165.258379320289,187.8575,153.746383438618,0.71,0,0.027906976744186,0.00534883720930233,0,0.0108720930232558,0,0,0.00726744186046512,0.00482558139534884,0,0
"26","sample_00026","03.05.22","t5",26,NA,11,10.028,0.291511627906977,39998.119545,1162.73603328488,109.330842075827,41.9259387829596,45.3204768419175,10.0943121123681,436.894688597343,445.175305114794,307.257777777778,455.13567539614,0.487777777777778,0.0145348837209302,0.0180813953488372,0,0,0.0168023255813953,0,0.00726744186046512,0.00441860465116279,0.000930232558139535,0.0072093023255814,0
"27","sample_00027","03.05.22","t5",27,NA,11,11.556,0.33593023255814,32346.025245,940.291431540698,84.0718593222041,54.7317991677627,38.1747680005881,19.8390848376774,371.809125923082,328.545103700299,253.981,282.389316033734,0.295,0.00377906976744186,0.00726744186046512,0,0,0.00569767441860465,0,0.0124418604651163,0.00447674418604651,0.000872093023255814,0,0
"28","sample_00028","03.05.22","t5",28,NA,11,16.546,0.480988372093023,47655.068985,1385.32177281977,117.208609735474,57.8280189423739,47.1044657110697,16.2508764786436,331.137415579732,236.153735907128,212.955111111111,223.457262261431,0.479111111111111,0.0313953488372093,0.0809883720930233,0.00726744186046512,0.00726744186046512,0.0171511627906977,0,0.0162790697674419,0.0312790697674419,0.00656976744186047,0.0183720930232558,0
"29","sample_00029","03.05.22","t5",29,NA,11,18.16,0.527906976744186,50590.29636,1470.64815,111.471891459564,34.3506099834349,44.1449819639021,12.4184949379688,195.312174731695,102.824557579532,136.419166666667,122.947497947088,0.346666666666667,0.00726744186046512,0.12203488372093,0,0.00726744186046512,0.0061046511627907,0,0,0.00116279069767442,0.00261627906976744,0,0
"30","sample_00030","03.05.22","t5",30,NA,11,14.546,0.422848837209302,39495.612555,1148.12827194767,109.961222093553,39.5461299763833,46.9543842650207,13.6250954455045,264.302406967591,159.493489543368,160.906,126.211447390535,0.467333333333333,0.041453488372093,0.0699418604651163,0,0,0.0145348837209302,0,0,0.019593023255814,0.000755813953488372,0.0103488372093023,0
"31","sample_00031","03.05.22","t5",31,NA,11,19.88,0.577906976744186,14974.137495,435.294694622093,97.6156915901943,47.8835095497988,40.5593886318663,16.3730336048027,229.781387869826,184.659483882494,135.656111111111,141.299532705563,0.588888888888889,0.0180232558139535,0.0409302325581395,0,0,0.00383720930232558,0,0,0.0145348837209302,0.00534883720930233,0,0
"32","sample_00032","03.05.22","t5",32,NA,11,19.45,0.565406976744186,15930.63288,463.099793023256,84.7404856754312,53.6384913428617,39.4206884728321,15.2382806587119,192.367908091809,143.624358956753,102.462647058824,162.642792166252,0.74,0.0297674418604651,0.184825581395349,0,0.00726744186046512,0.00598837209302326,0,0,0,0.00941860465116279,0.0215697674418605,0
"33","sample_00033","03.05.22","t5",33,NA,11,19.912,0.578837209302326,16185.987,470.522877906977,94.7371166845486,54.1154700435473,38.627124580817,16.293341180948,228.433132302757,169.611259640988,113.278125,82.4104457220861,0.560625,0.0325581395348837,0.0652906976744186,0.00366279069767442,0,0,0,0.00726744186046512,0.018953488372093,0.000813953488372093,0.00726744186046512,0
