"","file","date","time_point","culture_ID","comment","time","replicate","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","07.05.22","t6",1,NA,NA,1,7.226,0.210058139534884,8539.53516,248.242301162791,117.5636511,12.2426977003888,50.9088888,5.24088485114241,244.6405,123.442937331384,181.385,58.5983358694312,0.255,0,0.0218023255813953,0,0,0,0,0.00726744186046512,0,0,0,0
"2","sample_00002","07.05.22","t6",2,NA,NA,1,4.082,0.118662790697674,11474.303265,333.55532747093,112.440146215973,13.4184680756585,37.9924444324937,2.3733109920771,204.049725785704,30.8272389272583,134.88,104.636930860954,0.496666666666667,0,0.00755813953488372,0,0,0,0,0,0,0,0,0
"3","sample_00003","07.05.22","t6",3,NA,NA,1,23.508,0.683372093023256,25791.75027,749.760182267442,90.8403661117414,36.0005891953593,39.2976822215392,11.6316969285759,152.458669828722,63.0178428185925,90.84,70.8732421298758,0.474,0.000988372093023256,0.0191279069767442,0,0,0,0,0,0,0,0,0
"4","sample_00004","07.05.22","t6",4,NA,NA,1,30.84,0.896511627906977,32475.473775,944.054470203488,84.4633531914894,NA,38.0007191489362,NA,196.712765957447,NA,183.08,NA,0.26,0,0.00273255813953488,0,0,0,0,0,0,0,0,0
"5","sample_00005","07.05.22","t6",5,NA,NA,1,16.606,0.482732558139535,18508.581,538.040145348837,93.5001315,22.3116846277816,45.8457579,15.6133178096158,474.488777777778,209.916275973406,192.98,63.3709097299384,0.48,0,0,0,0,0.00831395348837209,0,0,0,0,0,0
"6","sample_00006","07.05.22","t6",6,NA,NA,1,15.976,0.464418604651163,18712.529685,543.96888619186,85.7363635905663,34.3878365739675,43.0698396980649,14.2818615643002,331.388681269047,246.964077926459,190.516666666667,235.777098448813,0.672222222222222,0,0.0355813953488372,0.00343023255813953,0,0.0213372093023256,0,0.00238372093023256,0,0.00709302325581395,0,0
"7","sample_00007","07.05.22","t6",7,NA,NA,1,6.382,0.185523255813953,18178.529895,528.445636482558,100.643690467977,32.6747000507307,48.032733925091,12.5223768944167,372.718599991955,268.637058507089,211.097333333333,214.764373058564,0.498666666666667,0.000755813953488372,0.0241279069767442,0.00726744186046512,0,0.0117441860465116,0,0.00517441860465116,0.0145348837209302,0.0022093023255814,0.00156976744186047,0
"8","sample_00008","07.05.22","t6",8,NA,NA,1,22.914,0.666104651162791,21428.390025,622.918314680232,91.8558851557783,55.0986724087812,42.3356839187283,19.0376091360062,236.794119908613,174.676909582826,125.636842105263,131.301877622719,0.72,0.0186046511627907,0.0363372093023256,0,0,0.0157558139534884,0.0072093023255814,0.00703488372093023,0,0.0105813953488372,0,0
"9","sample_00009","07.05.22","t6",9,NA,NA,1,21.246,0.617616279069767,18651.906045,542.206571075581,82.6112547438991,40.9515612930986,36.7554657261854,17.0539157379682,294.822539929892,238.783309789481,188.2125,192.789294833175,0.450833333333333,0.00296511627906977,0.0363372093023256,0,0,0.00703488372093023,0,0,0.00726744186046512,0.000872093023255814,0,0
"10","sample_00010","07.05.22","t6",10,NA,NA,1,25.972,0.755,29905.070805,869.333453633721,109.00818532931,37.1471252409167,48.27350504826,12.1819548899454,201.513660472109,158.387494348887,103.350588235294,111.218908771766,0.435882352941176,0.00726744186046512,0.0691279069767442,0,0,0.0193604651162791,0,0,0,0.00156976744186047,0,0
"11","sample_00011","07.05.22","t6",11,NA,NA,1,20.304,0.590232558139535,20655.93069,600.463101453488,103.700365484248,37.844956421528,46.7465446442595,10.0176044089778,246.768408811094,173.791399095365,169.855151515152,172.551000778053,0.494242424242424,0.0237790697674419,0.099593023255814,0.00703488372093023,0,0.00883720930232558,0.00726744186046512,0,0.00726744186046512,0.00290697674418605,0.00348837209302326,0
"12","sample_00012","07.05.22","t6",12,NA,NA,1,27.9,0.811046511627907,35556.35535,1033.61498110465,84.9076801553082,46.0067028368723,40.1794259194445,17.648280609062,222.304198940272,204.657657092913,120.016666666667,172.837711779022,0.758571428571429,0.0443023255813954,0.0865116279069768,0,0.0109302325581395,0.00686046511627907,0.000813953488372093,0,0.00872093023255814,0.00523255813953488,0,0
"13","sample_00013","07.05.22","t6",13,NA,NA,1,21.522,0.625639534883721,22361.00337,650.029167732558,102.088255378046,57.3773015986365,37.2119474314755,16.3871157888856,212.775098822586,141.42919659357,173.588529411765,143.535756903613,0.425294117647059,0.0330232558139535,0.0988953488372093,0,0.011453488372093,0,0,0,0,0.00151162790697674,0.0104651162790698,0
"14","sample_00014","07.05.22","t6",14,NA,NA,1,28.2,0.819767441860465,34855.214085,1013.23296758721,91.901611840528,37.0853393540352,41.8374013966162,14.4151396101226,210.323694779851,151.041114086091,87.384375,85.4409449049459,0.51125,0.00127906976744186,0.0471511627906977,0,0.00494186046511628,0.0182558139534884,0,0,0.00726744186046512,0,0,0
