"contrast","estimate","SE","df","t.ratio","p.value","combination","system_nr_unconnected_systems"
"high SL_conn - SL_unc",-29.7851755219265,11.3328950476331,32.0759852440921,-2.62820536118414,0.0130626561479958,1,"1005, 1008, 1011, 1019, 1022, 1028, 1034, 1037, 1041, 1055, 1046, 1056, 1063"
"high MM_conn - MM_unc",7.17035918286105,14.0382296000731,31.5686947871014,0.510773750475182,0.613063093865553,1,"1005, 1008, 1011, 1019, 1022, 1028, 1034, 1037, 1041, 1055, 1046, 1056, 1063"
"low SL_conn - SL_unc",-30.2203339252943,10.629195011315,32.0026112884243,-2.84314417913342,0.00771804088168672,1,"1005, 1008, 1011, 1019, 1022, 1028, 1034, 1037, 1041, 1055, 1046, 1056, 1063"
"low MM_conn - MM_unc",47.9291541909488,14.1111047805175,32.6542009646814,3.39655575778321,0.00180987971561309,1,"1005, 1008, 1011, 1019, 1022, 1028, 1034, 1037, 1041, 1055, 1046, 1056, 1063"
"high SL_conn - SL_unc",-36.0786342968983,11.6680396172513,33.6125678548789,-3.0920904865249,0.00398072474709658,2,"1002, 1008, 1011, 1020, 1024, 1026, 1032, 1038, 1045, 1050, 1048, 1060, 1058"
"high MM_conn - MM_unc",6.96104957549,14.438172100342,32.6591054480301,0.482128175721433,0.632930408267693,2,"1002, 1008, 1011, 1020, 1024, 1026, 1032, 1038, 1045, 1050, 1048, 1060, 1058"
"low SL_conn - SL_unc",-30.9998707962508,10.9142322423941,32.6591071855273,-2.84031621352515,0.00769902729888777,2,"1002, 1008, 1011, 1020, 1024, 1026, 1032, 1038, 1045, 1050, 1048, 1060, 1058"
"low MM_conn - MM_unc",53.5249535229387,14.4381720468881,32.6591022182297,3.70718352358705,0.000774404760861239,2,"1002, 1008, 1011, 1020, 1024, 1026, 1032, 1038, 1045, 1050, 1048, 1060, 1058"
"high SL_conn - SL_unc",-36.2259201780656,11.4671827948117,31.8358193773559,-3.15909503025066,0.00345745061479255,3,"1005, 1009, 1013, 1016, 1022, 1028, 1035, 1039, 1041, 1046, 1055, 1060, 1059"
"high MM_conn - MM_unc",12.0036482163195,14.2068886242975,31.0443056068388,0.844917457562819,0.404621753343359,3,"1005, 1009, 1013, 1016, 1022, 1028, 1035, 1039, 1041, 1046, 1055, 1060, 1059"
"low SL_conn - SL_unc",-28.5148866369255,10.8007786177176,31.8795658824057,-2.64007694687396,0.0127235072594076,3,"1005, 1009, 1013, 1016, 1022, 1028, 1035, 1039, 1041, 1046, 1055, 1060, 1059"
"low MM_conn - MM_unc",48.6451721710825,14.3233365218042,32.1350308567592,3.39621792010756,0.00183511227992997,3,"1005, 1009, 1013, 1016, 1022, 1028, 1035, 1039, 1041, 1046, 1055, 1060, 1059"
"high SL_conn - SL_unc",-30.3474580028908,11.2039706298604,32.9777217750718,-2.7086341981306,0.010628008659797,4,"1003, 1007, 1011, 1019, 1025, 1027, 1034, 1036, 1043, 1050, 1049, 1060, 1065"
"high MM_conn - MM_unc",5.61323093371803,13.8866864187294,32.3436119135434,0.404216727047808,0.688713906620217,4,"1003, 1007, 1011, 1019, 1025, 1027, 1034, 1036, 1043, 1050, 1049, 1060, 1065"
"low SL_conn - SL_unc",-28.6826727566817,10.4799574006736,32.1244465385992,-2.73690738044777,0.0100223091133199,4,"1003, 1007, 1011, 1019, 1025, 1027, 1034, 1036, 1043, 1050, 1049, 1060, 1065"
"low MM_conn - MM_unc",50.3285857146622,13.8347546341775,31.8183684178998,3.63783724724182,0.000962537137043703,4,"1003, 1007, 1011, 1019, 1025, 1027, 1034, 1036, 1043, 1050, 1049, 1060, 1065"
"high SL_conn - SL_unc",-40.0881432074293,11.3272009456951,33.195484238673,-3.53910409108305,0.00121160711714871,5,"1002, 1008, 1014, 1020, 1021, 1028, 1032, 1040, 1044, 1049, 1053, 1061, 1059"
"high MM_conn - MM_unc",19.6905238937792,14.0139301984743,32.3891783382171,1.40506792990327,0.169520230710151,5,"1002, 1008, 1014, 1020, 1021, 1028, 1032, 1040, 1044, 1049, 1053, 1061, 1059"
"low SL_conn - SL_unc",-30.3618230384505,10.5886685786323,32.2036876904837,-2.86738817189161,0.00724215345933465,5,"1002, 1008, 1014, 1020, 1021, 1028, 1032, 1040, 1044, 1049, 1053, 1061, 1059"
