"contrast","estimate","SE","df","t.ratio","p.value","combination","system_nr_unconnected_systems"
"low MM_conn - MM_unc",0.0578994710485257,0.0467131945713613,37.5439221516293,1.23946716938992,0.222864747593066,3,"1001, 1008, 1012, 1019, 1025, 1028, 1032, 1040, 1044, 1054, 1051, 1057, 1065"
"high SL_conn - SL_unc",-0.147135725586899,0.0392556637557609,38.4064273297123,-3.74814005190032,0.000585456790950468,4,"1005, 1007, 1013, 1019, 1021, 1028, 1031, 1037, 1045, 1052, 1048, 1058, 1060"
"high MM_conn - MM_unc",0.0732357259606336,0.0483193505928135,37.009299534874,1.51566039406842,0.138100651656266,4,"1005, 1007, 1013, 1019, 1021, 1028, 1031, 1037, 1045, 1052, 1048, 1058, 1060"
"low SL_conn - SL_unc",-0.17136499619152,0.0365259957659214,37.0092994973768,-4.69158999222692,3.64084951151184e-05,4,"1005, 1007, 1013, 1019, 1021, 1028, 1031, 1037, 1045, 1052, 1048, 1058, 1060"
"low MM_conn - MM_unc",0.0641055482148391,0.0483193505928132,37.0092993240736,1.32670550055724,0.19273449337445,4,"1005, 1007, 1013, 1019, 1021, 1028, 1031, 1037, 1045, 1052, 1048, 1058, 1060"
"high SL_conn - SL_unc",-0.144149873031617,0.0379985736282203,39.2041141592956,-3.79356010680784,0.000502327907768741,5,"1003, 1009, 1015, 1016, 1022, 1029, 1032, 1038, 1041, 1046, 1054, 1058, 1062"
"high MM_conn - MM_unc",0.107448477346264,0.0467182882131068,37.7258587683349,2.29992325181382,0.0270793619567915,5,"1003, 1009, 1015, 1016, 1022, 1029, 1032, 1038, 1041, 1046, 1054, 1058, 1062"
"low SL_conn - SL_unc",-0.154132018274054,0.0353157063687204,37.7258588588225,-4.36440423036734,9.54991162629879e-05,5,"1003, 1009, 1015, 1016, 1022, 1029, 1032, 1038, 1041, 1046, 1054, 1058, 1062"
"low MM_conn - MM_unc",0.0196580452471429,0.0467182882131068,37.7258591505894,0.42077837179034,0.676304373883523,5,"1003, 1009, 1015, 1016, 1022, 1029, 1032, 1038, 1041, 1046, 1054, 1058, 1062"
"high SL_conn - SL_unc",-0.145788700224149,0.0447110030801887,37.7202287996587,-3.26068954352642,0.00236030415886833,6,"1004, 1006, 1013, 1020, 1022, 1029, 1035, 1038, 1041, 1053, 1046, 1058, 1064"
"high MM_conn - MM_unc",0.0431386128189207,0.0551238497129652,36.4446869930442,0.782576199658538,0.438931575047862,6,"1004, 1006, 1013, 1020, 1022, 1029, 1035, 1038, 1041, 1053, 1046, 1058, 1064"
"low SL_conn - SL_unc",-0.154677934248736,0.0416697136140016,36.4446869929067,-3.71199897560041,0.000683904426775798,6,"1004, 1006, 1013, 1020, 1022, 1029, 1035, 1038, 1041, 1053, 1046, 1058, 1064"
"low MM_conn - MM_unc",0.057925031583675,0.0551238497129652,36.4446870606388,1.0508161509999,0.300261216732178,6,"1004, 1006, 1013, 1020, 1022, 1029, 1035, 1038, 1041, 1053, 1046, 1058, 1064"
"high SL_conn - SL_unc",-0.148200686837012,0.041986575508864,34.4662515814747,-3.52971598757143,0.00120271665613897,7,"1003, 1010, 1014, 1017, 1021, 1026, 1032, 1038, 1045, 1047, 1051, 1059, 1060"
"high MM_conn - MM_unc",0.0948766753646516,0.0517474033437313,33.0315052769831,1.83345770481342,0.0757593217144492,7,"1003, 1010, 1014, 1017, 1021, 1026, 1032, 1038, 1045, 1047, 1051, 1059, 1060"
"low SL_conn - SL_unc",-0.155080747072652,0.0391173600688187,33.0315052889483,-3.9644993118099,0.000371641523402501,7,"1003, 1010, 1014, 1017, 1021, 1026, 1032, 1038, 1045, 1047, 1051, 1059, 1060"
"low MM_conn - MM_unc",0.108235432848724,0.0517474033437311,33.0315050991156,2.09161089938702,0.0442410174869147,7,"1003, 1010, 1014, 1017, 1021, 1026, 1032, 1038, 1045, 1047, 1051, 1059, 1060"
"high SL_conn - SL_unc",-0.148452178602903,0.0432027698954419,37.4378041249146,-3.43617270286566,0.00145894177414188,8,"1004, 1008, 1011, 1020, 1022, 1026, 1033, 1037, 1045, 1052, 1053, 1059, 1060"
"high MM_conn - MM_unc",0.094876675364652,0.0532824551324392,36.1934084067566,1.7806363300795,0.0833675067349881,8,"1004, 1008, 1011, 1020, 1022, 1026, 1033, 1037, 1045, 1052, 1053, 1059, 1060"
"low SL_conn - SL_unc",-0.16459663695264,0.0402777501495404,36.193408349433,-4.08653999643817,0.00023237507159316,8,"1004, 1008, 1011, 1020, 1022, 1026, 1033, 1037, 1045, 1052, 1053, 1059, 1060"
"low MM_conn - MM_unc",0.119519425955105,0.0532824551324391,36.1934083850283,2.2431291061575,0.0311019382476499,8,"1004, 1008, 1011, 1020, 1022, 1026, 1033, 1037, 1045, 1052, 1053, 1059, 1060"
"high SL_conn - SL_unc",-0.156068717589557,0.0359083275006918,39.4907241461233,-4.34630985212414,9.41701525536646e-05,9,"1005, 1007, 1011, 1018, 1024, 1030, 1033, 1037, 1044, 1050, 1055, 1063, 1056"
"high MM_conn - MM_unc",0.0470073608197687,0.044114547764974,37.9715362638794,1.06557503593161,0.293344707239543,9,"1005, 1007, 1011, 1018, 1024, 1030, 1033, 1037, 1044, 1050, 1055, 1063, 1056"
"low SL_conn - SL_unc",-0.170786015081191,0.0333474635960576,37.9715359145912,-5.12140944660577,9.09713842021483e-06,9,"1005, 1007, 1011, 1018, 1024, 1030, 1033, 1037, 1044, 1050, 1055, 1063, 1056"
"low MM_conn - MM_unc",0.0861243354041896,0.0441145477649743,37.9715362490258,1.95228875206945,0.0583060312267215,9,"1005, 1007, 1011, 1018, 1024, 1030, 1033, 1037, 1044, 1050, 1055, 1063, 1056"
"high SL_conn - SL_unc",-0.155351630034194,0.0422274706384305,38.1013453602563,-3.67892340425455,0.00072097239430985,10,"1005, 1006, 1014, 1018, 1022, 1028, 1035, 1036, 1044, 1048, 1050, 1064, 1058"
"high MM_conn - MM_unc",0.0431386128189206,0.0520110663197377,36.7510931254716,0.829412197660518,0.412226222760568,10,"1005, 1006, 1014, 1018, 1022, 1028, 1035, 1036, 1044, 1048, 1050, 1064, 1058"
"low SL_conn - SL_unc",-0.1502857561588,0.0393166705443751,36.7510930832304,-3.82244361177987,0.000493442630240568,10,"1005, 1006, 1014, 1018, 1022, 1028, 1035, 1036, 1044, 1048, 1050, 1064, 1058"
"low MM_conn - MM_unc",0.0315522753289607,0.0520110663197377,36.7510931324654,0.606645423014274,0.547815763104287,10,"1005, 1006, 1014, 1018, 1022, 1028, 1035, 1036, 1044, 1048, 1050, 1064, 1058"
