"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time","time_point","culture_ID","comment"
"sample_00001",61.7078615384615,20.4499610764276,1267.28238461538,456.840515972339,142.471460769231,28.4465000225347,53.8137207692308,11.620713400846,29.3178253846154,5.98196452079553,1.87730769230769,0.461097397624573,-0.02,0.34,2.6,65,582.13,582,223.9,912.22,350.85,43.59,1.21,8.46,211.42,1089.86,30.26,"sample_00001-15","21.04.22",13,"t2",1,NA
"sample_00001",104.592568,19.7534309034414,4149.96372,481.031491560212,299.6770608,42.5989362239505,126.0832392,21.2353581526955,42.4473372,3.54512688421126,3.024544,0.683051579122642,0,0.58,5,125,786.75,661,132.14,1511.41,302.28,38.79,0.82,7.09,177.29,969.63,20.48,"sample_00001-16","21.04.22",13,"t2",1,NA
"sample_00001",57.680306122449,5.633151405608,1735.31755102041,384.716135496115,214.985984693878,31.4661576862733,88.6831806122449,13.5763233814877,24.7026857142857,3.1932355920367,3.61671428571429,0.566400403130742,0,0.29,1.96,49,441.09,441,225.04,455.67,232.48,23.98,3.34,3.25,81.24,599.55,83.39,"sample_00001-162","21.04.22",13,"t2",1,NA
"sample_00001",132.7853125,29.8497669474179,2662.33078125,2305.32431496167,201.6140625,125.986091181297,84.649725,52.9593109314343,30.021721875,16.8937092138121,2.71147916666667,0.422874509305736,0.39,1.59,1.96,48,291.1,291,148.52,401,204.59,57.99,0.16,10.62,205.7,724.84,4.05,"sample_00001-165","21.04.22",13,"t2",1,NA
"sample_00001",60.4045172413793,4.62038680833333,593.318017241379,88.554943869055,93.6118396551724,6.36441254349667,34.3116,2.95602164916922,21.993175862069,2.46648836146731,1.5771724137931,0.209261468189835,0.11,0.61,1.16,29,92.89,93,80.08,130.36,112.38,9.02,2.22,1.72,43.02,225.38,55.61,"sample_00001-167","21.04.22",13,"t2",1,NA
"sample_00001",100.349935483871,4.37520054348357,4744.02629032258,1166.48347927076,325.78500483871,64.2757339514511,125.622638709677,33.5409010823271,48.6583983870968,6.9132378371195,2.64412903225806,0.820415331480971,-0.02,0.45,1.24,31,198.04,198,159.71,419.44,338.26,44.96,1.45,8.99,224.82,1124.04,36.34,"sample_00001-17","21.04.22",13,"t2",1,NA
"sample_00001",55.9490571428571,3.66791825830127,841.682571428571,172.342059052806,122.510995714286,30.010634197315,46.8095528571429,11.3406648004112,23.1382285714286,2.10984196663154,2.06088571428571,0.624687063841643,0.06,0.74,1.44,35,170.8,171,118.61,215.6,149.72,13.5,1.87,2.96,69.8,337.6,46.79,"sample_00001-184","21.04.22",13,"t2",1,NA
"sample_00001",84.2505405405405,3.18137008915092,3679.47972972973,99.1001572252926,289.09907027027,6.10360676794489,128.892125675676,2.95348425328321,36.3571783783784,0.993483692517042,3.54886486486486,0.1542739558495,0.02,0.03,1.48,37,970.58,971,655.8,997.86,674.23,53.17,23.88,4.65,116.14,1329.31,596.91,"sample_00001-2","21.04.22",13,"t2",1,NA
"sample_00001",96.8614262295082,9.1403503205275,2043.85905737705,554.971008238674,185.204109836065,31.6626394304258,72.3065090163934,14.4618981514343,35.4682401639344,4.03786979478681,2.03303278688525,0.332974922339662,-0.04,0.6,2.44,61,321.52,322,131.77,344.93,141.36,17.01,0.76,3.38,84.51,425.3,19,"sample_00001-20","21.04.22",13,"t2",1,NA
"sample_00001",80.071904,12.5494926991827,2219.84874,653.419010093427,210.4980048,53.4286073961732,83.527524,23.3963321774126,33.7747644,4.16928153267953,2.502536,0.771045776474623,0.02,1.06,5,125,196.03,178,35.7,565.26,113.05,22.8,0.29,4.5,112.43,570,7.16,"sample_00001-26","21.04.22",13,"t2",1,NA
"sample_00001",66.400408,8.21807754488886,2827.791,186.49447280981,246.041226,13.4959354062511,101.3279868,7.10662785007924,35.7264108,3.67820838398143,2.877032,0.414215132976931,0.01,0.48,5,125,654.59,617,123.35,858.49,171.7,18.26,0.82,3.7,92.45,456.48,20.53,"sample_00001-29","21.04.22",13,"t2",1,NA
"sample_00001",136.280568,4.95541276288672,10327.53888,1305.02335562748,523.8452736,75.2014454734873,212.1561396,28.4967713928661,62.090064,2.6887642807962,3.429904,0.541690177845411,-0.01,0.35,5,125,1734.01,1734,346.8,1813.57,362.71,53.69,5.16,5.59,139.69,1342.14,129,"sample_00001-3","21.04.22",13,"t2",1,NA
"sample_00001",63.5626071428571,8.41677394580381,1569.95357142857,489.513942492594,180.940548214286,37.8025324838838,75.5675035714286,16.486529213584,25.9385142857143,6.3473999063171,3.04653571428571,0.884889425280665,-0.14,0.62,1.12,28,162.68,163,145.25,243.35,217.28,30.05,3.54,5.24,130.96,751.13,88.45,"sample_00001-31","21.04.22",13,"t2",1,NA
"sample_00001",59.4727093023255,3.19901822390146,1809.99680232558,509.710192412669,182.512873255814,45.5856679264855,72.1884715116279,19.1698162932613,31.7956552325581,4.44921541750393,2.31367441860465,0.652831379757987,-0.03,0.87,3.44,86,609.27,609,177.11,675.92,196.49,20.94,0.25,4.22,105.44,523.4,6.24,"sample_00001-32","21.04.22",13,"t2",1,NA
"sample_00001",50.0321363636364,4.58760450297948,533.08125,239.078679107983,87.1583931818182,25.3472643669522,33.6786954545455,9.86487875393004,19.3547659090909,5.97994044570175,1.83109090909091,0.490615833523436,-0.09,0.85,1.08,22,399.48,297,274.9,526.56,487.56,120.16,2.04,30.48,335.15,1502.03,47.83,"sample_00001-34","21.04.22",13,"t2",1,NA
"sample_00001",82.0212727272727,27.975316507298,1350.37309090909,423.14652419458,155.015664545455,37.3040829456259,58.7928190909091,17.9460201397147,29.6409190909091,6.77107184923816,2.10729090909091,0.832593175137891,-0.13,0.57,2.2,55,234.09,222,100.69,421.55,191.61,20.05,0.65,4.9,122.45,501.26,16.27,"sample_00001-36","21.04.22",13,"t2",1,NA
"sample_00001",73.605051948052,24.883432562173,1869.24594155844,467.796321145724,192.873833766234,33.2297227151638,79.0854019480519,16.4489494074898,30.5282688311688,7.99457930315351,2.80684415584416,1.04470492012332,-0.01,0.37,3.08,77,500.09,484,157.3,629.13,204.26,27.28,1.26,4.19,104.72,682.04,31.42,"sample_00001-5","21.04.22",13,"t2",1,NA
"sample_00001",49.109652173913,3.41501463604871,904.276956521739,623.908895725423,135.690847826087,71.808535207911,55.7852282608696,32.629003036419,19.2223565217391,4.53849657474067,2.83526086956522,1.41072522346716,-0.17,1.67,1.08,23,219.39,219,203.14,336.28,311.37,96.62,1.7,19.49,248,1207.76,42.42,"sample_00001-51","21.04.22",13,"t2",1,NA
"sample_00001",111.225015873016,18.4406969836197,2415.85392857143,808.311754378017,190.426628571429,45.3205298510382,67.4792357142857,16.8153369113333,44.1251357142857,9.97411437817441,1.55560317460317,0.332109170725654,0.12,0.67,2.52,63,61.28,61,24.32,251.08,99.63,9.23,0.39,2.29,57.17,230.72,9.67,"sample_00001-52","21.04.22",13,"t2",1,NA
"sample_00001",61.6194285714286,6.62463854988834,2241.11709183673,729.294312696061,215.747219387755,50.5137916582718,86.5302336734694,23.3393549043094,32.0595520408163,5.24409844172038,2.67524489795918,0.617020445724594,-0.04,0.48,1.96,49,382.07,382,194.93,423.44,216.04,17.94,1.03,2.67,66.8,448.59,25.8,"sample_00001-58","21.04.22",13,"t2",1,NA
"sample_00001",70.433824,12.1522856631887,2549.07972,140.654480251932,238.7009736,13.3792132138627,103.1538888,7.4720349178644,31.6602756,3.22200018283834,3.310656,0.530627840301681,0,0.11,5,125,984.7,985,196.94,1074.05,214.81,21.04,5.4,1.76,43.88,525.91,134.98,"sample_00001-6","21.04.22",13,"t2",1,NA
"sample_00001",44.9721111111111,1.50109540532007,261.984375,88.2418881649732,62.035875,10.2692936189712,26.3095875,4.35143114842487,12.4065,2.3606266474634,2.15138888888889,0.320347157919813,-0.01,0.08,1.76,36,727.24,727,413.2,747.99,424.99,53.55,12.81,10.89,59.62,636.45,320.18,"sample_00001-63","21.04.22",13,"t2",1,NA
"sample_00001",121.099368421053,28.5216953095205,3336.18217105263,2000.43996790224,271.027119078947,118.418637792227,104.323576973684,49.8252654011305,35.8917394736842,12.3458042045312,2.81384210526316,0.749261753152289,-0.09,1.44,3.16,76,73.12,39,12.45,706.91,223.71,73.1,0.27,13.47,290.9,1447.8,6.84,"sample_00001-78","21.04.22",13,"t2",1,NA
"sample_00001",52.9364137931034,2.56429220974245,944.55775862069,707.966086993713,136.775762068966,79.3951427394049,54.1533879310345,36.2455441395157,21.0877913793103,2.85728324681196,2.48296551724138,1.54281249399453,0.01,1.03,1.2,29,231.18,231,192.65,329.3,274.42,23.68,2.22,4.87,106.98,564.85,55.55,"sample_00001-79","21.04.22",13,"t2",1,NA
"sample_00001",50.9298378378378,4.48468917858624,727.916351351352,321.662633440601,104.9274,20.4166058419672,42.5887054054054,7.3086092260998,20.9624716216216,5.39949156423985,2.073,0.221677067425167,-0.16,0.49,1.48,37,286.18,286,193.37,463.04,312.86,23.29,3.58,5.97,149.22,582.27,89.46,"sample_00001-8","21.04.22",13,"t2",1,NA
"sample_00001",51.5513529411765,2.70103286360787,1657.61735294118,813.00864837964,194.144611764706,71.3695223643003,78.6461757352941,30.3345957902405,25.6088647058824,5.83002961336952,3.06145588235294,1.02054266269607,-0.07,1.08,2.72,68,239.86,230,84.46,588.91,216.51,30.95,1.53,6.63,165.76,773.86,38.14,"sample_00001-83","21.04.22",13,"t2",1,NA
"sample_00001",48.9693214285714,1.79438554537472,819.539196428571,430.915828243267,132.151933928571,61.6627858807663,53.5084553571428,25.5887543893954,19.2100178571429,3.23486355800806,2.81282142857143,1.37240899458314,0.03,0.61,1.12,28,209.11,209,186.7,230.63,205.92,15.44,3.12,3.11,77.75,386.07,77.96,"sample_00001-87","21.04.22",13,"t2",1,NA
"sample_00001",84.0063120000001,18.7942238185617,3522.46968,313.789008971166,243.848556,20.3957200951252,97.9283196,11.5399491663024,46.0427004,2.90239451489639,2.146368,0.354251244357775,0.08,0.38,5,125,819.42,629,125.82,1572.71,314.54,31.81,4.02,4.77,119.17,795.32,100.61,"sample_00001-9","21.04.22",13,"t2",1,NA
"sample_00002",56.3730769230769,5.93521128131477,663.670384615385,370.833813404126,115.795263461538,62.1772881788818,47.5237903846154,29.0409426077771,18.1385480769231,3.55508454505602,2.76069230769231,1.86353920847898,0.04,0.91,1.04,26,178.35,162,156.19,252.43,242.72,21.88,5.2,3.45,86.22,547.1,130.07,"sample_00002-101","21.04.22",13,"t2",2,NA
"sample_00002",53.7372142857143,5.18211028340945,1925.53633928571,730.142804362765,218.684667857143,61.1374070922126,91.4573892857143,29.7335031564263,25.6936339285714,4.13226015180944,3.45896428571429,0.90822935111832,0.05,0.78,1.16,28,214.59,201,173.37,261.98,225.84,20.93,1.52,4.49,111.45,523.2,38.11,"sample_00002-11","21.04.22",13,"t2",2,NA
"sample_00002",71.4426346153846,2.63795069423178,4153.77540865385,448.389022281097,322.525761057692,29.0518537062611,144.38503125,13.9537771304379,36.5119961538461,1.80742302177583,3.94766346153846,0.361308184364639,-0.04,0.53,4.16,104,306.64,58,13.85,1830.86,440.11,37.45,1.68,6.63,165.77,936.27,41.97,"sample_00002-115","21.04.22",13,"t2",2,NA
"sample_00002",57.2164117647059,5.43499167935167,2099.71297058824,557.164966664451,225.510956470588,47.6499117455841,95.0008023529412,23.5466888502913,27.7904329411765,4.2409382861646,3.43027058823529,0.919236826164526,-0.01,0.58,3.44,85,733.18,729,212.06,850.99,247.38,24.16,3.13,3.58,90.01,604.01,78.26,"sample_00002-123","21.04.22",13,"t2",2,NA
"sample_00002",50.3017894736842,2.19185371574783,448.478881578947,175.100726182661,81.9394934210526,30.2394481130445,31.1502552631579,14.5899743844216,18.688725,2.41121819513722,1.73763157894737,1.02932427115658,-0.01,0.72,1.6,38,311.14,311,194.46,367.73,229.83,17.13,4.99,2.1,41.55,325.77,124.79,"sample_00002-127","21.04.22",13,"t2",2,NA
"sample_00002",65.7102626262626,4.24085420637298,1095.81954545455,693.795941900055,146.8296,76.8454328891262,57.4233954545455,32.2021359764261,21.8278636363636,6.33373542728925,2.48139393939394,1.22190867605397,0.03,1.48,4,99,349.39,331,82.64,673.06,168.26,71.73,0.74,9.22,170.4,896.62,6.17,"sample_00002-128","21.04.22",13,"t2",2,NA
"sample_00002",61.8904210526316,13.7816050895732,1188.74960526316,539.725136586222,141.952393421053,50.2811469178023,56.47725,22.2848372580181,26.0800815789474,8.70122192890187,2.30171052631579,1.15956126157511,-0.08,0.9,1.52,38,136.34,136,89.7,217.99,143.41,21.91,0.3,4.38,109.48,547.87,7.5,"sample_00002-137","21.04.22",13,"t2",2,NA
"sample_00002",74.809744,9.12051617358607,3568.65912,270.776188252256,284.2044408,25.0999834064962,123.6271896,12.4625776359608,36.982494,3.1238924081933,3.385032,0.545548095747931,0.04,0.42,5,125,804.54,805,160.91,2388.76,477.75,43.14,3.76,8.01,200.16,1078.46,93.97,"sample_00002-14","21.04.22",13,"t2",2,NA
"sample_00002",61.7477093023256,5.9566556524244,791.706715116279,258.716075059997,122.471952906977,42.9547234956012,45.649386627907,15.0571031742173,22.1377709302326,2.03670530102021,2.08495348837209,0.756801596612181,-0.08,1.3,3.6,86,308.02,307,85.41,617.15,171.43,28.14,0.47,7.18,170.99,703.46,11.82,"sample_00002-147","21.04.22",13,"t2",2,NA
"sample_00002",75.718,36.559270722169,754.515,374.828717796367,128.741503846154,56.6335244243456,54.1910769230769,27.145530833725,17.9936307692308,2.40076380769624,3.11638461538462,1.65497599943457,0.03,1.32,1.6,39,110.72,96,60.26,315.66,197.29,119.34,0.28,19.22,247.91,1491.71,7.11,"sample_00002-150","21.04.22",13,"t2",2,NA
"sample_00002",49.5561176470588,2.81797168649409,441.581029411765,448.791621414988,100.011970588235,57.1601894195122,37.5887647058823,20.5578766387808,13.0953176470588,4.08875236656396,2.79427450980392,0.945207957614225,-0.14,1.39,2.28,51,259.5,257,112.57,360.23,158,28.25,0.7,6.36,142.35,689.39,17.58,"sample_00002-161","21.04.22",13,"t2",2,NA
"sample_00002",59.3114571428571,5.08602746858293,1332.35164285714,521.228524674194,178.852686428571,56.9937069882916,73.62171,26.888611611833,23.0769578571429,4.08842208157958,3.3118,1.51316397188048,0,0.58,2.8,70,540.77,523,186.79,632.26,225.81,20.58,1.35,3.13,78.19,514.47,33.64,"sample_00002-168","21.04.22",13,"t2",2,NA
"sample_00002",68.5111276595744,8.47068312685126,2910.92026595745,132.190358007169,274.092539361702,14.1441176933087,123.221594680851,8.14603197401384,30.1613840425532,1.58269758808739,4.10555319148936,0.413711557179565,-0.01,0.05,1.88,47,1560.69,1561,830.15,1585.81,843.52,51.09,19.78,5.34,133.61,1277.3,494.51,"sample_00002-17","21.04.22",13,"t2",2,NA
"sample_00002",98.1126049382716,14.7103794552342,5050.9575,986.823208496192,329.583,52.7835227327649,129.7678,22.1681823905119,49.27435,5.53571180392594,2.65404938271605,0.455924305703111,-0.06,0.31,3.24,81,430.26,430,132.8,888.35,274.18,34.53,2.57,6.17,154.32,863.17,64.27,"sample_00002-170","21.04.22",13,"t2",2,NA
"sample_00002",62.2125428571429,7.2860483329258,2639.16225,457.723506700166,254.783243571429,37.0832496224441,115.296962142857,17.8773136115938,28.8775992857143,2.69662790581627,3.97557142857143,0.586631073642666,0.01,0.25,2.8,70,2379.06,2379,849.66,2464.67,880.24,57.31,20.68,5.35,133.78,1432.77,517.09,"sample_00002-173","21.04.22",13,"t2",2,NA
"sample_00002",68.5984411764706,32.41914683768,1344.76378676471,1127.43914076032,167.905972058824,108.711290058205,60.290325,34.4698227915489,24.8703948529412,7.55979277105392,2.29416176470588,0.818486765550863,-0.5,1.39,2.96,68,200.33,184,62.08,552.86,186.78,62.7,0.45,12.19,218.78,1095.97,11.37,"sample_00002-178","21.04.22",13,"t2",2,NA
"sample_00002",57.766176,5.99293544054837,1269.29106,433.402949129374,178.7705316,44.8977313109981,72.6535008,22.2981698666572,22.416102,4.4484677749325,3.404784,1.40231902739022,-0.01,0.82,5,125,898.6,880,175.94,1138.47,227.69,28.86,1.74,4.76,118.99,721.4,43.42,"sample_00002-18","21.04.22",13,"t2",2,NA
"sample_00002",53.5401948051948,4.70578173504333,1289.40691558442,531.982117884302,171.816884415584,58.5463992871715,72.7521487012987,28.8105306088329,22.5456136363636,2.29657985008251,3.25842857142857,1.32956896882303,0.01,0.58,3.08,77,670.05,670,217.55,751.29,243.93,26.94,1.84,4.92,122.95,673.57,46.04,"sample_00002-185","21.04.22",13,"t2",2,NA
"sample_00002",101.091445945946,9.51299987708513,6887.94172297297,2096.68720257247,403.558473648649,94.5432440083594,159.125156756757,42.5383515652055,53.5031817567567,10.5164227712111,2.98367567567567,0.655361096911792,-0.02,0.18,2.96,74,828.11,828,279.77,885.55,299.17,25.67,3.6,4.2,105,641.74,89.96,"sample_00002-189","21.04.22",13,"t2",2,NA
"sample_00002",54.4211857142857,3.70371479515512,1035.23207142857,551.622011238151,141.767993571429,60.1378081910466,59.4822342857143,28.9299806960722,21.9522728571428,2.65911170523528,2.73228571428572,1.36833094292213,0.01,0.51,2.8,70,635.19,635,226.85,709.43,253.37,29.13,0.81,4.57,114.18,728.13,20.18,"sample_00002-201","21.04.22",13,"t2",2,NA
"sample_00002",54.6457555555556,4.13315692218846,633.1365,349.989113558128,102.12093,44.5579637885451,41.20578,22.1904975183825,19.4967,1.70076789812586,2.12153333333333,1.14055593701254,0,0.51,1.8,45,284.13,284,157.85,329.13,182.85,18.51,0.59,3.06,76.61,462.87,14.8,"sample_00002-202","21.04.22",13,"t2",2,NA
"sample_00002",51.6872702702703,2.89019363681022,439.321013513513,284.865017640824,79.8676418918919,40.3350311835901,29.2642054054054,18.0507991805372,19.0505432432432,2.22313204970807,1.55245945945946,0.948957252128022,-0.08,0.94,1.48,37,321.64,322,217.33,427.25,288.68,30.8,7.63,4.64,115.92,770.03,190.72,"sample_00002-204","21.04.22",13,"t2",2,NA
"sample_00002",159.966507936508,42.3329806087607,1926.90321428571,1238.61336483849,251.652342857143,135.092223470901,78.2116714285714,29.3738233812955,28.5465214285714,10.8492492252315,2.817,0.729573560818346,-0.16,1.55,2.56,63,66,47,18.45,528.25,206.35,76.76,0.15,12.27,235.03,1022.53,3.64,"sample_00002-208","21.04.22",13,"t2",2,NA
"sample_00002",62.3053859649123,18.8026660578782,1146.44842105263,685.035389664812,155.215113157895,76.8746177132147,60.6177,31.4271717906797,23.1762315789474,7.79973962417766,2.75759649122807,1.60121065647717,-0.01,0.72,2.32,57,200.62,190,81.74,421.46,181.66,21.89,0.85,4.11,98.02,547.22,21.28,"sample_00002-210","21.04.22",13,"t2",2,NA
"sample_00002",85.98574,9.47791092285809,2442.6603,442.524439575767,210.956319,28.3649007628965,82.597806,10.0507167561326,37.671561,7.48096610867281,2.28942,0.552591744714424,0.01,0.5,2.04,50,280.84,271,133.05,329.71,161.62,17.79,2.8,3.34,84.7,444.83,57.73,"sample_00002-22","21.04.22",13,"t2",2,NA
"sample_00002",52.1071842105263,7.54709079391761,902.569144736842,687.800976960042,114.070914473684,57.2231398079482,45.5024960526316,24.9837696414697,21.8577434210526,7.36392868370354,1.97376315789474,0.623748712145582,0.02,0.91,1.68,38,286.38,286,170.46,402.76,239.74,67.99,1.91,10.61,139.07,849.92,47.78,"sample_00002-220","21.04.22",13,"t2",2,NA
"sample_00002",59.5050740740741,8.3062794453998,1351.08,562.767179604411,170.8695,58.0453574191388,68.62395,24.1403725163406,24.05295,5.68641767334842,2.85114814814815,0.890904929042708,-0.02,0.88,1.08,27,159.55,160,147.73,186.7,172.87,12.18,1.66,2.23,55.71,304.45,41.41,"sample_00002-222","21.04.22",13,"t2",2,NA
"sample_00002",57.5979,5.69612977183201,814.8762,648.418159101133,107.906904,57.8121724366158,41.043834,21.429049498292,21.471804,8.88893724941656,1.86956,0.504190770503809,0.25,0.82,2.04,50,219.34,207,101.37,425.53,208.59,19.35,0.21,4.5,105.99,483.65,5.19,"sample_00002-231","21.04.22",13,"t2",2,NA
"sample_00002",64.0132222222222,8.54877418039694,880.875,575.766232204472,115.919175,52.9096320236459,46.5753,24.4956476499783,22.350675,3.74439048929157,1.9795,0.774701567616798,0.01,0.44,2.16,54,341.35,341,158.03,405.34,187.66,24.18,2.6,3.36,84.1,604.41,65.11,"sample_00002-233","21.04.22",13,"t2",2,NA
"sample_00002",51.8859534883721,2.79604495291788,719.802732558139,393.809828215033,116.08703372093,53.6060136807193,46.9343197674418,24.7861464910416,19.463923255814,2.57303587075353,2.4456976744186,1.34558011095381,-0.03,0.6,1.72,43,315.31,315,183.32,405.08,235.51,25.48,3.69,4.44,111.11,637.1,92.33,"sample_00002-256","21.04.22",13,"t2",2,NA
"sample_00002",56.8319487179487,3.83416295640239,965.224038461538,343.042420325295,148.923380769231,58.2679233705769,60.7164576923077,27.721587411221,21.2073576923077,2.57334862631763,3.04505128205128,1.7214643850164,-0.05,0.71,1.56,39,280.05,280,179.52,333.78,213.96,23.32,3.8,4.15,103.7,582.91,95.11,"sample_00002-263","21.04.22",13,"t2",2,NA
"sample_00002",68.9409722222222,10.9340872543126,1088.0325,571.504151854997,145.31895,61.8552496590294,57.3964875,27.8736861668015,23.73975,2.93703699108472,2.41211111111111,1.1009921182481,-0.05,0.5,1.44,36,272.15,272,189,309.4,214.86,13.32,1.79,2.41,60.28,332.97,44.84,"sample_00002-270","21.04.22",13,"t2",2,NA
"sample_00002",53.9618,2.72307821926497,941.5035,490.451368422947,142.290732857143,65.3413266432001,57.7632985714286,30.7093897690379,20.9884885714286,1.82893790816538,2.80751428571429,1.58633501712426,0,0.76,1.4,35,269.85,270,192.75,351.36,250.97,26.72,0.28,4.59,114.88,668.12,6.89,"sample_00002-275","21.04.22",13,"t2",2,NA
"sample_00002",72.95,27.5412689789286,1430.39448529412,707.169303126209,176.780832352941,57.3154712811959,72.9622985294117,27.1991727243693,23.7070323529412,4.47299609501761,3.02761764705882,0.827742457923261,0.02,0.57,1.36,34,225.04,225,165.47,262.1,192.72,19.23,4.98,2.46,61.54,480.84,124.58,"sample_00002-276","21.04.22",13,"t2",2,NA
"sample_00002",58.459832,11.8194671859715,1333.98252,589.728085584677,165.2228928,46.5575096704121,67.320558,21.9367465434184,24.9243804,6.53793884101917,2.842104,1.16702663142347,0.01,0.48,5,125,721.89,722,144.38,1002.62,200.52,21.43,1.42,3.99,99.77,535.87,35.55,"sample_00002-28","21.04.22",13,"t2",2,NA
"sample_00002",51.66040625,3.00523321900395,459.782578125,130.189766041921,82.6006359375,28.5652149978618,30.7540546875,12.8156809391625,19.5321375,2.53686579752998,1.663375,1.07635579169835,0.01,0.62,1.28,32,249.12,220,171.54,306.97,239.82,19.44,2.56,3.14,78.37,485.93,64.04,"sample_00002-281","21.04.22",13,"t2",2,NA
"sample_00002",57.542625,5.72406020881975,658.662890625,153.140285025282,107.5129453125,14.7631097369497,41.4085921875,5.43039119174118,20.091290625,2.71751435709884,2.07825,0.286030564574781,0.12,0.13,1.28,32,203.04,178,139.44,406.41,317.51,22.73,6.23,3.24,81.04,568.27,155.78,"sample_00002-282","21.04.22",13,"t2",2,NA
"sample_00002",93.9762333333333,20.0956660410481,2047.57875,965.555300875408,176.757255,58.0398233537667,64.040625,19.6540898245595,38.016675,9.76789765070315,1.6663,0.201066664189457,-0.09,0.97,1.2,30,490.96,457,380.94,538.78,448.98,36.3,0.18,12.93,323.21,907.47,4.48,"sample_00002-283","21.04.22",13,"t2",2,NA
