"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","culture_ID","comment"
"sample_00034",74.88074,7.54681691194698,2986.23915,807.34808086818,235.747908,45.2162015513475,88.750485,16.8277079821549,41.860719,6.7572070007065,2.1217,0.271189236587325,-0.02,0.51,2,50,217.64,218,108.82,243.61,121.81,11.87,1.25,2.26,56.58,296.72,31.19,"sample_00034-7","17.04.2022","t1",34,NA
"sample_00034",90.4340322580645,15.0394546454228,773.827620967742,100.872661699621,104.362490322581,10.9016391701117,39.8167911290323,6.13725837391239,24.9057362903226,3.13162840923671,1.63101612903226,0.362476703239432,-0.09,0.35,2.48,62,962.89,963,388.26,1034.97,417.33,36.64,1.29,10.79,269.8,916.12,32.33,"sample_00034-8","17.04.2022","t1",34,NA
"sample_00034",60.9306176470588,21.6644855830146,970.159632352941,286.105138533904,129.325433823529,25.7888034125239,50.0714602941176,11.4167370307395,24.6497294117647,4.47781558431553,2.09670588235294,0.651865645638999,0.03,0.13,1.36,34,583.84,584,429.3,698.11,513.32,35.56,11.89,5.71,142.73,889.07,297.19,"sample_00034-81","17.04.2022","t1",34,NA
"sample_00034",58.9200970873787,2.75361083625491,2082.63975728155,161.324601747105,225.150549029126,15.9362987409924,98.8718635922331,8.12668224235123,26.9155529126214,2.3795335477451,3.71004854368932,0.49901766990289,-0.03,0.42,4.12,103,869.28,858,208.34,2499.62,606.7,46.67,4.11,7.32,183.05,1166.67,102.63,"sample_00034-82","17.04.2022","t1",34,NA
"sample_00034",84.17625,14.2352070851777,1427.871796875,642.435880214977,168.2113921875,56.8826410800136,65.4091875,23.4717401531669,26.920265625,5.37998885033237,2.44408333333333,0.828775706647959,-0.14,1.35,3.88,96,56.34,23,5.89,582.04,150.01,62.58,0.46,8.27,200.56,1564.4,11.5,"sample_00034-87","17.04.2022","t1",34,NA
"sample_00034",50.7990697674418,2.43128432055931,915.869825581395,412.056106816415,124.474772093023,32.7904591389443,49.3889965116279,14.4835603596613,22.7471546511628,4.36147351233358,2.17120930232558,0.527489587265295,0.03,0.31,1.72,43,995.08,995,578.54,1024.49,595.63,35.56,0.11,7.63,190.77,888.94,2.66,"sample_00034-94","17.04.2022","t1",34,NA
"sample_00034",54.7586857142857,3.72546469877903,676.251642857143,349.222730284564,99.8167628571429,31.4599844007439,36.49455,11.9061664714254,22.3787957142857,5.7572783583219,1.65471428571429,0.448447621141603,-0.06,0.93,1.4,35,77.7,78,55.5,164.85,117.75,14.96,0.62,2.98,74.51,373.88,15.58,"sample_00034-97","17.04.2022","t1",34,NA
"sample_00035",61.2034404761905,10.4059489685551,1045.26883928571,460.146818086955,128.719944642857,38.5061492197151,48.3805285714286,15.5586309629931,26.4960160714286,7.22397124575309,1.88985714285714,0.636515024910109,0.1,0.99,3.48,84,219.48,196,56.35,416.37,119.65,22.05,0.25,3.76,88.08,551.23,6.3,"sample_00035-10","17.04.2022","t1",35,NA
"sample_00035",113.430148148148,21.9287092830146,4747.460625,994.633846759109,300.7579875,51.9120042626661,115.7577375,25.39711139713,52.5625125,4.59744881123452,2.23390740740741,0.578987523262937,-0.01,0.51,4.32,108,332.57,253,58.58,849,196.53,21.94,0.63,4.57,114.19,548.55,15.67,"sample_00035-101","17.04.2022","t1",35,NA
"sample_00035",83.9327362637363,6.29079383585457,974.236401098901,121.296684558524,118.223238461538,8.3731269572135,46.6618302197802,4.09686999001731,26.5056478021978,2.40142672581105,1.77048351648352,0.182145019307716,0,0.2,3.64,91,1943.93,1944,534.05,2113.26,580.57,56.91,4.42,8.98,224.51,1422.77,110.52,"sample_00035-104","17.04.2022","t1",35,NA
"sample_00035",50.8769705882353,7.22171278469057,1010.68345588235,350.657367571541,154.310717647059,29.9102443754666,64.2771926470588,11.8228844758614,19.8991985294118,6.86491845032547,3.52226470588235,1.06984967249931,-0.02,0.73,1.36,34,124.05,85,62.75,390.35,287.02,23.59,3.68,5.35,133.84,589.71,91.89,"sample_00035-107","17.04.2022","t1",35,NA
"sample_00035",84.978625,7.20298276489425,896.279464285714,91.5888645619829,115.908034821429,7.98024669102585,46.3552875,4.43760696081335,24.7048553571429,2.93392191041707,1.90996428571429,0.326375465002877,-0.01,0.24,2.24,56,2373.33,2373,1059.52,2543.89,1135.67,57.95,19.9,9.14,228.47,1448.83,497.44,"sample_00035-108","17.04.2022","t1",35,NA
"sample_00035",72.6283333333333,13.3016628459252,1747.67029411765,963.592437964911,174.262288235294,63.6034964048845,64.5856676470588,23.8023324783997,31.7995676470588,11.8676520748917,2.16174509803922,0.839078562308375,0.21,0.92,2.08,51,84.35,48,22.87,246.25,118.39,40.01,0.84,5.81,145.64,1000.35,21.12,"sample_00035-113","17.04.2022","t1",35,NA
"sample_00035",60.2538285714286,13.1359393660511,1327.66521428571,368.985334152984,146.742261428571,22.5142148030975,57.36663,10.6018335385788,29.3707157142857,7.69940048274168,2.10597142857143,0.699590657023776,-0.16,0.44,1.4,35,416.52,417,297.51,550.85,393.46,32.68,2.76,9.47,236.78,816.88,69.07,"sample_00035-122","17.04.2022","t1",35,NA
"sample_00035",56.6230454545454,3.15352468697713,1531.39704545455,475.140678953402,178.032385227273,45.2517486304025,67.4783386363636,17.7843338927534,28.2315375,5.4845177803239,2.40420454545454,0.668363867600383,-0.33,1.01,1.84,44,69.79,58,31.74,218.46,118.73,27.07,0.43,4.61,78.67,386.49,10.85,"sample_00035-124","17.04.2022","t1",35,NA
"sample_00035",74.9502575757576,7.6588100246822,1326.36579545455,910.596794721014,156.704195454545,68.3228228774154,57.4652659090909,27.6027518276797,26.4864477272727,8.4604889351004,2.15593939393939,0.683418756159352,-0.22,1.16,2.72,66,59.64,27,9.89,458.13,168.43,62.85,0.16,8.78,142.56,785.67,4.05,"sample_00035-125","17.04.2022","t1",35,NA
"sample_00035",119.031096774194,12.6054907576236,1016.60225806452,75.3591404425665,122.632693548387,7.71222644653416,48.5419064516129,4.53989635307269,26.79885,2.143338239477,1.83078494623656,0.27694411025639,0.16,0.6,3.8,93,609.39,451,118.73,2182.46,574.33,49.76,1.18,12.76,321.64,1243.97,29.61,"sample_00035-129","17.04.2022","t1",35,NA
"sample_00035",49.9166,3.14753106556483,933.770892857143,464.473039066784,121.44654,36.2430576709952,45.6586585714286,15.2351142600677,24.9238157142857,5.58618232254945,1.83711428571429,0.534328063555626,0,0.07,2.8,70,1991.34,1991,711.19,1999.48,714.1,45.22,16.17,5.31,132.63,1130.59,404.14,"sample_00035-13","17.04.2022","t1",35,NA
"sample_00035",69.8251034482759,3.90530163774495,2154.94913793103,944.334103473059,197.30035862069,66.2703011638928,75.0120051724138,26.3282233049385,35.0907362068966,5.70928111677282,2.09375862068966,0.526341934974134,-0.1,0.62,1.16,29,143.47,143,123.68,172.57,148.77,12.39,1.32,3.51,87.84,309.86,32.91,"sample_00035-14","17.04.2022","t1",35,NA
"sample_00035",65.5609425287356,14.0154322564047,2233.75655172414,830.505519031306,197.748139655172,57.4337185739597,75.5081068965517,24.4569526507851,36.6999362068966,9.5644174010918,2.12622988505747,0.82159998048546,-0.03,0.65,3.48,87,228.78,229,65.74,527.11,151.47,27.84,1.26,3.61,90.29,696.06,31.41,"sample_00035-142","17.04.2022","t1",35,NA
"sample_00035",79.0488837209302,17.4651830494566,2880.54601744186,374.568719721993,257.0292,34.91178744997,113.480952906977,20.005210314694,32.8408848837209,3.74542531443414,3.53444186046512,0.786786787841029,-0.05,0.51,3.44,86,1172.63,1078,313.48,1778.81,517.1,54.58,0.59,9.58,239.45,1364.56,14.85,"sample_00035-143","17.04.2022","t1",35,NA
"sample_00035",58.2124878048781,13.7660290752217,634.696737804878,328.734636956828,99.7239896341463,32.1853613642726,38.224393902439,12.2439933366549,20.4792695121951,5.56781018455366,1.93103658536585,0.696817340522173,-0.15,0.69,3.32,82,156.13,76,22.95,984.47,296.53,34.57,1.35,6.41,161.49,864.31,33.67,"sample_00035-151","17.04.2022","t1",35,NA
"sample_00035",49.0188658536585,4.17937707498008,1211.38463414634,237.164915113884,153.603115243902,18.1461871191734,60.7753371951219,8.0933439355093,25.2976335365854,3.69009356889844,2.44229268292683,0.434236195834663,0.01,0.12,3.28,82,2015.22,2015,614.4,2108.3,642.77,57.97,3.45,7.09,177.29,1449.24,86.34,"sample_00035-152","17.04.2022","t1",35,NA
"sample_00035",77.6578974358974,14.271576785225,2137.7925,1111.79261442359,195.505234615385,77.0230083093914,76.5106269230769,32.4639346444207,32.9165307692308,7.40670442532709,2.22141025641026,0.672593946400161,-0.07,1.19,1.6,39,116.41,76,47.46,260.78,162.99,22.34,0.42,5.55,124.35,446.32,10.53,"sample_00035-153","17.04.2022","t1",35,NA
"sample_00035",48.8763387096774,4.49376985097801,515.355967741936,300.245134877304,83.5509774193548,25.6429209782197,32.4397161290323,10.2000890832448,18.9133040322581,6.17093972150254,1.78141935483871,0.60927087702143,-0.07,0.21,2.48,62,861.7,635,256.2,1358.82,547.91,52.82,5.32,7.79,194.85,1320.56,133.06,"sample_00035-161","17.04.2022","t1",35,NA
"sample_00035",48.5148333333333,5.37477701825248,608.064107142857,183.560520373757,103.405178571429,20.403882345214,42.7343464285714,9.17765799548006,17.79705,2.74786072884379,2.42323809523809,0.501394533788868,0.02,0.08,1.68,42,943.8,944,561.79,946.84,563.6,51.57,6.27,6.27,156.86,1289.25,156.84,"sample_00035-163","17.04.2022","t1",35,NA
"sample_00035",55.4259242424242,4.14096869867465,1618.87704545455,568.352002875065,188.388818181818,47.1797801831411,71.8095681818182,19.5550334833135,28.3780431818182,5.61067006720839,2.59109090909091,0.766742976236751,-0.19,0.62,2.64,66,113.68,81,30.62,545.93,206.79,20.29,0.76,3.73,93.27,507.28,19.12,"sample_00035-167","17.04.2022","t1",35,NA
"sample_00035",65.3745394736842,5.09505357103872,2177.21605263158,632.075360080355,207.776457236842,39.4397339988796,80.1763578947368,16.6975184034016,34.3623315789474,7.36771997107582,2.44072368421053,0.756390068658303,-0.18,1.2,3.04,76,69.67,54,17.9,298.07,98.05,21.87,0.68,3.16,79.01,546.73,17.1,"sample_00035-17","17.04.2022","t1",35,NA
"sample_00035",56.2708194444444,3.55027580093648,1713.605625,652.358178329248,199.06700625,51.9193943298851,75.097575,20.7939450544072,28.21618125,5.89769613143071,2.6885,0.702763338442719,0.12,0.9,2.88,72,123.18,31,10.65,422.4,146.67,27.45,0.87,4.39,109.65,686.27,21.69,"sample_00035-172","17.04.2022","t1",35,NA
"sample_00035",74.6416,3.48143425940576,3010.2688125,229.96484089476,268.88679,16.4014947179119,119.31897375,9.8001110875702,32.24620125,2.40539866775379,3.731125,0.465981081793825,-0.02,0.14,1.6,40,974.8,975,609.25,996.41,622.76,31.27,1.15,5.37,134.31,781.63,28.74,"sample_00035-18","17.04.2022","t1",35,NA
"sample_00035",49.5138928571429,3.61583897307676,1019.0053125,248.028807009141,158.471365178571,24.3705859670366,70.2579535714286,11.9145703277345,18.4191830357143,3.69626217557286,3.93155357142857,0.957003921710267,-0.03,0.63,2.24,56,269.06,167,74.54,869.18,388.03,53.37,0.39,8.15,203.69,1334.26,9.72,"sample_00035-187","17.04.2022","t1",35,NA
"sample_00035",87.9296382978724,18.5683721541034,1907.57585106383,859.153648838855,176.766041489362,55.2706702923316,66.2343031914893,21.855593689539,34.3820010638298,10.2854775169183,1.9481914893617,0.441821016205405,0.07,0.88,1.88,47,79.29,48,25.53,278.95,148.38,22.25,0.56,4.42,110.58,556.15,13.89,"sample_00035-196","17.04.2022","t1",35,NA
"sample_00035",47.3502763157895,1.23551730163182,585.094440789474,269.632197884946,94.8701842105263,31.1088083028127,37.2995407894737,13.6352608207415,19.4227342105263,2.52831440156231,1.89930263157895,0.583065119741911,0.01,0.08,3.04,76,2044.42,2044,672.51,2185.72,718.99,35.83,16.4,3.52,88.05,895.78,410.11,"sample_00035-2","17.04.2022","t1",35,NA
"sample_00035",75.1329361702128,27.7655284421124,1033.0085106383,483.943118557712,121.251054255319,34.4881342657796,48.0113712765957,14.4841054830607,25.735164893617,7.2592326703872,1.88906382978723,0.434367476375522,-0.01,0.92,1.92,47,529.59,530,275.83,616.84,321.27,64.33,0.49,9.85,167.72,804.13,6.45,"sample_00035-20","17.04.2022","t1",35,NA
"sample_00035",57.3934727272727,3.82084439404455,1327.11136363636,401.594887373797,182.584014545454,43.9462059072411,71.3947254545454,17.7635200577092,23.3350690909091,3.17694893333926,3.06758181818182,0.741002016564185,-0.16,0.75,2.2,55,106.01,51,23.34,478.13,217.33,37.98,1.28,5.24,131,949.39,32,"sample_00035-203","17.04.2022","t1",35,NA
"sample_00035",64.8555094339623,7.88137765344711,2732.40891509434,1102.87959487775,265.32130754717,95.8204729154331,92.4302462264151,24.4500443866532,36.559120754717,12.0111990459162,2.68016981132075,0.824074159654081,-0.34,1.37,2.16,53,53.08,38,17.72,351.09,162.54,41.47,0.51,9.17,209.69,1036.82,12.68,"sample_00035-205","17.04.2022","t1",35,NA
"sample_00035",47.8452765957447,4.59235975006375,903.882446808511,467.064251321337,133.8849,48.7876197133979,47.2158478723405,16.961880768028,23.1205021276596,6.23809011240931,2.07402127659575,0.599975125910548,0.09,0.91,1.88,47,87.11,23,12.5,302.37,160.84,17.61,0.84,4,99.89,440.15,20.95,"sample_00035-206","17.04.2022","t1",35,NA
"sample_00035",49.2071041666667,2.18278261058875,776.04328125,312.21008196037,115.98778125,31.4726525974783,45.650165625,14.3097159048444,21.167915625,3.16577273251773,2.15241666666667,0.622690040489506,-0.01,0.31,2,48,1367.46,1367,683.73,1410.57,705.28,98.42,5.27,12.3,141.64,1230.3,131.84,"sample_00035-212","17.04.2022","t1",35,NA
"sample_00035",179.978575757576,8.5823720061469,1517.47977272727,643.878058876738,309.653795454545,111.888552939148,93.3453818181818,29.0696384387851,19.3619454545455,4.59148245833664,4.70124242424242,0.713904012731361,3.01,1.32,1.36,33,36.81,4,3.12,240.26,176.66,27.47,0.84,7.5,188.58,686.66,21.07,"sample_00035-215","17.04.2022","t1",35,NA
"sample_00035",110.18064516129,20.3144067491495,1428.60483870968,393.850287678651,176.191591935484,45.5553858248508,51.5237080645161,8.36507098475656,35.0702564516129,7.10957948663564,1.52196774193548,0.391909724628089,-0.19,1.36,1.36,31,75.89,40,29.13,296.82,218.25,82.94,0.65,17.1,257.1,1172.28,16.29,"sample_00035-23","17.04.2022","t1",35,NA
"sample_00035",64.3506048387097,13.7729950683038,1724.11439516129,370.498598005885,186.667602822581,35.0842969160638,74.4191419354839,17.4809415488597,29.8940625,5.39487313806714,2.59215322580645,0.823538489080893,0.02,0.53,5,124,218.43,218,43.69,567.75,113.55,22.78,0.66,3.21,71.36,569.48,16.56,"sample_00035-24","17.04.2022","t1",35,NA
"sample_00035",84.6501481481481,3.66157634930959,894.8475,38.9573209521552,117.3159,3.18931231257075,47.31525,1.66300460265795,24.10185,1.21532599472797,1.96977777777778,0.14715829607115,-0.04,0.2,1.08,27,1293.32,1293,1197.52,1371.92,1270.3,57.46,46.06,3.66,91.43,1436.48,1151.52,"sample_00035-241","17.04.2022","t1",35,NA
"sample_00035",54.6931707317073,1.79886137462617,418.863841463414,125.245604171985,75.5487987804878,13.2158270974686,26.0203609756098,4.93862848055399,20.2011036585366,2.59121573019766,1.2900243902439,0.196928856164463,0.08,0.68,1.64,41,230.35,230,140.26,260.01,158.54,13.92,0.54,3.72,93.07,348.02,13.54,"sample_00035-253","17.04.2022","t1",35,NA
"sample_00035",46.7986818181818,1.49190273036517,811.92375,168.484598865287,129.949220454545,22.9842882792115,50.5353477272727,9.60766051092827,20.4799295454546,1.81723783977664,2.48815909090909,0.51435287602795,-0.01,0.07,1.76,44,1170.66,1171,665.15,1190.91,676.65,36.96,16.07,3.77,94.36,924.06,401.67,"sample_00035-26","17.04.2022","t1",35,NA
"sample_00035",49.5998108108108,1.5145531397786,966.860878378378,173.585416340335,140.528432432432,16.5776393094786,57.0607783783784,7.64075076938106,21.5940527027027,3.0974132932207,2.69208108108108,0.518166874577978,0.02,0.07,1.48,37,882.75,883,596.45,895.96,605.38,39.78,11.43,4.47,111.77,994.46,285.85,"sample_00035-265","17.04.2022","t1",35,NA
"sample_00035",70.0787777777778,5.23565123312474,2200.66875,711.600653691958,206.8113375,56.1853478640922,74.4714,20.1490130709316,36.39915,8.11094493046279,2.06938888888889,0.505934963509725,-0.57,2.22,1.44,36,70.88,71,49.22,169.03,117.38,20.86,0.27,4.48,112.11,521.6,6.77,"sample_00035-268","17.04.2022","t1",35,NA
"sample_00035",140.551856,14.6265244558137,9415.55987999999,1150.68919202858,435.2823036,58.1921986759599,168.2161344,27.5034331340671,71.9400852,4.82304902997735,2.368704,0.495227481518961,0,0.14,5,125,1108.1,1108,221.62,1451.46,290.29,31.53,2.05,5.34,133.48,788.19,51.27,"sample_00035-27","17.04.2022","t1",35,NA
"sample_00035",95.15284375,9.96936103077299,854.467734375,47.9315585957634,111.0260671875,5.6429355416052,44.5753125,3.44605171618842,24.4968046875,1.66461050870861,1.83465625,0.248702647867793,-0.01,0.27,1.28,32,1063.19,1063,830.62,1261.38,985.45,50.52,26.09,6.53,163.26,1262.9,652.2,"sample_00035-276","17.04.2022","t1",35,NA
"sample_00035",61.1533103448276,2.67007950795809,2239.78965517241,509.470246621221,226.554765517241,34.3916119890138,100.366681034483,16.6783821597076,28.0952689655172,3.24101981479523,3.57475862068965,0.525140637977268,-0.02,0.13,1.24,29,969.34,969,781.72,1017.13,820.27,170.6,15.74,27.36,222.69,1421.69,393.51,"sample_00035-279","17.04.2022","t1",35,NA
"sample_00035",49.5107943925233,5.89167894951169,1059.11095794393,366.370235005617,140.459791121495,24.9215327488144,58.0361593457944,12.0065852484151,22.9310621495327,5.8461564519157,2.643,0.721157952499194,0.03,0.21,4.28,107,1725.75,1480,345.84,2714.97,634.34,51.19,4.53,8.49,212.19,1279.86,113.21,"sample_00035-29","17.04.2022","t1",35,NA
"sample_00035",157.939663793103,15.3129062171887,35646.5917241379,13069.8501021983,1177.46264482759,362.228618299374,472.192746982759,164.91524744641,95.785886637931,24.3239016165281,5.13428448275862,2.05984573000244,0.06,0.48,5,116,585.02,585,117,1755.18,351.04,192.21,1.22,32.38,279.16,1601.77,30.59,"sample_00035-30","17.04.2022","t1",35,NA
"sample_00035",79.3755333333333,15.9163212038346,2110.455,1049.19484698319,199.99008,70.1094204705348,73.95795,27.8675784638933,34.41087,7.20854765077228,2.11657777777778,0.606541892763202,0.45,1.19,1.88,45,61.37,17,9.15,254.75,135.51,32.25,0.65,5.03,76.64,331.08,16.14,"sample_00035-32","17.04.2022","t1",35,NA
"sample_00035",47.5160740740741,1.69266678364522,482.9625,228.294252160915,87.53685,31.0877919331472,35.59185,13.2811088997464,16.8324,2.55102144779604,2.1037037037037,0.648684397294591,-0.01,0.36,1.12,27,572.54,573,511.2,610.28,544.89,45.49,2.49,9.24,201.99,847.68,62.37,"sample_00035-35","17.04.2022","t1",35,NA
"sample_00035",58.7934556962025,9.49415298175465,1343.13636075949,229.890018536525,159.990225949367,17.0254432724549,65.7317050632911,8.76205531687993,26.2051917721519,4.79846949577535,2.58924050632911,0.554540563247559,0.01,0.37,3.16,79,1288.32,1288,407.69,1866.17,590.56,61.82,2.41,11.33,283.31,1545.52,60.2,"sample_00035-36","17.04.2022","t1",35,NA
"sample_00035",63.1786048387097,6.86039720319949,2546.88495967742,166.557028430846,244.62610766129,16.4392273568834,107.877433064516,9.70483135364853,30.2535,2.76559980690468,3.61033064516129,0.520832475005849,0.01,0.07,5,124,4205.95,4206,841.19,4299.84,859.97,98.7,8.47,9.65,195.87,1233.78,211.87,"sample_00035-37","17.04.2022","t1",35,NA
"sample_00035",150.17092,1.43734082204246,25687.10232,300.358510726673,704.0382948,22.3635918738866,257.0758236,2.68620129148394,127.2246264,0.956353367859795,2.02076,0.0280162395303038,0,0.08,5,125,1845.13,1845,369.03,1868.29,373.66,30.15,7.57,2.98,74.61,753.68,189.31,"sample_00035-42","17.04.2022","t1",35,NA
"sample_00035",79.336752,6.4380790796935,750.44718,50.6269205519573,103.6854432,4.91057895353336,41.3956656,2.88325488235599,23.1350904,1.45780343255585,1.800272,0.200937455202423,-0.1,0.27,5,125,204.8,142,28.38,971.74,194.35,16.62,0.31,2.44,61.01,415.51,7.82,"sample_00035-47","17.04.2022","t1",35,NA
"sample_00035",63.451288,6.50129067560013,1598.78448,771.366484790266,169.0208532,56.5412368599793,65.2155948,23.651008875645,29.7776088,7.52833304044028,2.212688,0.808732654657692,0.26,0.98,5,125,74.71,41,8.28,703.18,140.64,23.39,0.14,4.42,110.44,584.68,3.44,"sample_00035-5","17.04.2022","t1",35,NA
"sample_00035",57.4153777777778,6.00359555633459,2248.965,126.485128713993,206.85852,7.40901854658779,87.8652,5.1934131848779,32.76468,3.58209277840673,2.71726666666667,0.340371214464977,0.12,0.57,1.8,45,262.26,262,145.7,785.63,436.46,33.67,1.37,8.81,220.3,841.68,34.23,"sample_00035-56","17.04.2022","t1",35,NA
"sample_00035",67.0303333333333,14.1215481601203,2557.10769230769,662.594271969038,210.738634615385,38.683358937113,83.6745576923077,19.4386516321983,38.4753115384615,8.25210225899773,2.23623076923077,0.556470288682365,0.07,0.45,1.56,39,150.28,145,93.01,251.66,161.32,12.63,3.03,2.26,56.49,315.68,75.66,"sample_00035-60","17.04.2022","t1",35,NA
"sample_00035",73.4743205128205,11.3845762858187,1572.95769230769,395.356857363996,166.626865384615,40.7741895186877,60.7238826923077,10.0690966022178,32.56065,5.59105517690836,1.90161538461538,0.353143995161579,-0.01,0.78,3.12,78,474.22,401,128.6,1010.56,323.9,31.29,1.09,6.78,169.46,782.33,27.2,"sample_00035-63","17.04.2022","t1",35,NA
"sample_00035",53.7831162790698,2.95207305053264,2109.81924418605,280.332279296615,226.213974418605,20.6235652011825,86.0139941860465,8.29279118602566,31.2092058139535,3.32239433353792,2.78388372093023,0.410244190307508,-0.23,0.38,1.72,43,59.45,45,26.34,248.38,144.41,17.54,2.16,2.55,63.84,438.39,54.12,"sample_00035-67","17.04.2022","t1",35,NA
"sample_00035",66.47832,8.74792853600027,2880.54144,233.994551969566,262.9696428,20.055899567909,116.9990568,12.0208332286268,31.5615528,2.88998122463836,3.749432,0.523707661865639,-0.03,0.33,5,125,1562.74,1153,230.62,2503.62,500.72,32.47,4.15,8.67,216.83,811.83,103.67,"sample_00035-68","17.04.2022","t1",35,NA
"sample_00035",66.371496,5.89251819987609,3325.63968,218.177874240867,269.1024444,16.7814937616755,106.2956196,5.12337681553362,39.8295792,1.57813605715301,2.672544,0.160632896642845,-0.03,0.33,5,125,589.6,590,117.92,650.56,130.11,10.2,0.66,1.63,40.66,254.93,16.46,"sample_00035-69","17.04.2022","t1",35,NA
"sample_00035",55.1686888888889,2.82070370670336,1513.7685,825.383944985708,195.64083,78.2365114978109,68.63274,32.7963195805923,27.28152,6.16499657901365,2.5544,1.16916258687381,-0.28,1.22,1.88,45,82.47,14,7.35,308,163.83,62.12,0.34,9.89,138.37,598.06,8.56,"sample_00035-7","17.04.2022","t1",35,NA
"sample_00035",59.786380952381,11.9950954635802,1409.36528571429,361.074984800714,157.271644285714,28.7009695679041,61.0005214285714,14.1085813247781,29.7092571428571,7.72536633124253,2.19458095238095,0.776742022079705,0.01,1.21,4.2,105,185.58,168,40.04,474.63,113.01,23.65,0.12,4.22,105.5,591.14,2.95,"sample_00035-70","17.04.2022","t1",35,NA
"sample_00035",61.19596,15.452581356232,1666.62522,462.297206969473,186.3863784,39.4708023253139,73.6336656,17.4090538861034,28.97451,5.8233187226741,2.664208,0.943515400629903,-0.08,0.68,5,125,259.72,200,39.92,725.62,145.12,21.31,0.58,2.94,73.42,532.84,14.51,"sample_00035-72","17.04.2022","t1",35,NA
"sample_00035",52.0587746478873,3.10871208149513,1087.18542253521,620.75039728455,144.271838028169,58.3911715345091,51.9711401408451,21.2548970096047,24.7681457746479,7.70593501299831,2.108,0.739375412087797,0.35,1.08,2.92,71,77.51,43,14.6,462.81,158.5,61.39,0.28,8.07,135.37,767.32,7,"sample_00035-73","17.04.2022","t1",35,NA
"sample_00035",51.0499830508475,2.45675460503546,912.145805084746,457.296418730001,139.526824576271,56.4981746248819,53.9820381355932,22.1956997103185,20.7189762711864,2.84034234095536,2.55157627118644,0.880844817899464,-0.01,0.92,2.36,59,104.14,60,25.5,390.99,165.67,25.84,1.06,3.79,94.71,645.89,26.4,"sample_00035-76","17.04.2022","t1",35,NA
"sample_00035",183.844814814815,11.201687630535,19698.1875,10461.1049991494,828.1386,390.583875570745,318.87225,130.539845302157,70.60785,21.7488761774515,4.23644444444445,1.15323429247197,-0.12,1.31,1.32,27,107.95,70,53.13,483.33,366.16,100.73,0.71,30.17,361.01,1259.16,17.77,"sample_00035-77","17.04.2022","t1",35,NA
"sample_00035",74.4876627906977,6.28217765655203,2522.17046511628,709.041132388282,231.312029651163,39.7405748963371,83.3781034883721,16.8289933532226,38.0758395348837,6.73320338374605,2.24133720930233,0.589162588374683,0.16,0.57,3.44,86,106.78,56,16.34,529.78,154.01,20.27,0.78,3.74,93.51,506.86,19.52,"sample_00035-79","17.04.2022","t1",35,NA
"sample_00035",58.8635391304348,8.59523067088581,1664.21191304348,626.649345906581,197.608304347826,57.1364062548858,76.5705326086956,23.2503320316765,26.8479782608696,6.26838876150805,2.87819130434783,0.83704250553008,0.25,1.05,4.6,115,117.38,117,25.33,625.72,136.03,25.02,0.48,3.77,94.29,625.46,12.11,"sample_00035-88","17.04.2022","t1",35,NA
"sample_00035",62.561672,10.6226667030216,1836.81756,416.5040366761,206.3426076,38.7641696272858,87.705018,18.7423085207719,26.7685236,4.01137806654586,3.351456,0.908465548763586,-0.02,0.51,5,125,563.77,564,112.72,674.21,134.84,26.94,1.8,3.19,79.8,673.53,44.92,"sample_00035-9","17.04.2022","t1",35,NA
"sample_00035",47.4405607476636,4.0059417972052,444.860327102804,325.02409911578,76.7699453271028,33.311367081099,28.8367191588785,12.1416296615561,17.9769658878505,5.26282294943986,1.58415887850467,0.392382157517837,0,0.24,4.44,107,1976.01,1915,431.35,2559.6,576.49,64.3,8.71,8.82,184.02,1607.52,217.77,"sample_00035-96","17.04.2022","t1",35,NA
"sample_00035",67.6830111111111,8.52070068529663,1291.788,637.618698572595,150.3531,54.2842772509875,56.457765,19.3679011839096,27.495585,6.38957219528736,2.03354444444445,0.471993576444367,0.32,1.1,3.68,90,98.14,68,18.56,599.62,162.94,87.13,0.87,9.85,149.75,1089.16,21.65,"sample_00035-99","17.04.2022","t1",35,NA
"sample_00036",58.96392,1.46544471176016,1783.67346,88.6220866739776,166.7183796,6.3730338061079,62.6446872,1.6777392429381,36.2519064,1.49742735617297,1.730944,0.0854977177586366,-0.04,0.46,5,125,2287.93,2288,457.59,2779.26,555.85,41.48,5.22,6.9,172.52,1037.04,130.43,"sample_00036-1","17.04.2022","t1",36,NA
"sample_00036",45.4923846153846,1.2507439410822,336.25125,99.2046197947707,64.8998480769231,10.4848598905611,23.5227115384615,3.23561836415569,17.9125269230769,3.43004763620655,1.34492307692308,0.236516709443865,0,0.07,1.04,26,779.69,780,749.7,783.36,753.23,35.81,24.09,3.15,78.8,895.19,602.25,"sample_00036-100","17.04.2022","t1",36,NA
