"time_point","file","culture_ID","patch_type","bioarea_µm2_per_μL","indiv_per_frame","Ble_indiv_per_frame","Cep_indiv_per_frame","Col_indiv_per_frame","Eug_indiv_per_frame","Eup_indiv_per_frame","Lox_indiv_per_frame","Pau_indiv_per_frame","Pca_indiv_per_frame","Spi_indiv_per_frame","Spi_te_indiv_per_frame","Tet_indiv_per_frame"
0,1,45,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,46,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,47,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,48,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,49,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,50,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,51,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,52,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,53,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,54,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,55,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,56,"S",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,57,"S",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,58,"S",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,59,"S",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,61,"M",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,62,"M",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,63,"M",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,64,"M",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,65,"M",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,66,"L",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,67,"L",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,68,"L",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,69,"L",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,70,"L",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,71,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,72,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,73,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,74,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,75,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,76,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,77,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,78,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,79,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,80,"S (S_S)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,81,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,82,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,83,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,84,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,85,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,86,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,87,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,88,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,89,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,90,"M (M_M)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,91,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,92,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,93,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,94,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,95,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,96,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,97,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,98,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,99,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,100,"L (L_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,101,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,102,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,103,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,104,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,105,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,106,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,107,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,108,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,109,"S (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,1,110,"L (S_L)",4251,29,0,0,6,7,1,2,9,0,2,0,0
0,2,1,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,2,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,3,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,4,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,5,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,6,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,7,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,8,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,9,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,10,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,11,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,12,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,13,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,14,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,15,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,16,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,17,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,18,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,19,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,20,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,21,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,22,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,23,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,24,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,25,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,26,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,27,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,28,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,29,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,30,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,31,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,32,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,33,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,34,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,35,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,36,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,37,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,38,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,39,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,40,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,41,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,42,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,43,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,44,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,45,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,46,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,47,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,48,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,49,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,50,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,51,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,52,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,53,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,54,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,55,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,56,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,57,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,58,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,59,"S",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,61,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,62,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,63,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,64,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,65,"M",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,66,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,67,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,68,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,69,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,70,"L",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,71,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,72,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,73,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,74,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,75,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,76,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,77,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,78,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,79,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,80,"S (S_S)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,81,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,82,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,83,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,84,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,85,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,86,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,87,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,88,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,89,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,90,"M (M_M)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,91,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,92,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,93,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,94,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,95,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,96,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,97,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,98,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,99,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,100,"L (L_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,101,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,102,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,103,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,104,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,105,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,106,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,107,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,108,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,109,"S (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,2,110,"L (S_L)",1708,29,0,1,7,8,2,1,2,1,0,0,0
0,3,1,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,2,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,3,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,4,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,5,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,6,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,7,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,8,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,9,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,10,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,11,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,12,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,13,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,14,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,15,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,16,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,17,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,18,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,19,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,20,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,21,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,22,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,23,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,24,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,25,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,26,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,27,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,28,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,29,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,30,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,31,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,32,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,33,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,34,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,35,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,36,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,37,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,38,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,39,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,40,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,41,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,42,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,43,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,44,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,45,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,46,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,47,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,48,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,49,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,50,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,51,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,52,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,53,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,54,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,55,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,56,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,57,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,58,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,59,"S",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,61,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,62,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,63,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,64,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,65,"M",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,66,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,67,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,68,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,69,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,70,"L",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,71,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,72,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,73,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,74,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,75,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,76,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,77,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,78,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,79,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,80,"S (S_S)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,81,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,82,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,83,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,84,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,85,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,86,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,87,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,88,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,89,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,90,"M (M_M)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,91,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,92,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,93,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,94,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,95,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,96,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,97,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,98,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,99,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,100,"L (L_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,101,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,102,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,103,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,104,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,105,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,106,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,107,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,108,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,109,"S (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,3,110,"L (S_L)",1239,22,0,1,3,3,1,0,1,1,0,1,4
0,4,1,"S",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,2,"S",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,3,"S",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,4,"S",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,5,"S",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,6,"M",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,7,"M",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,8,"M",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,9,"M",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,10,"M",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,11,"L",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,12,"L",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,13,"L",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,14,"L",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,15,"L",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,16,"S (S_S)",2427,36,0,1,5,6,3,2,4,1,1,1,0
0,4,17,"S (S_S)",2427,36,0,1,5,6,3,2,4,1,1,1,0
