"","file","date","time_point","culture_ID","comment","time","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","29.04.22","t4",1,NA,NA,26.608,0.773488372093023,33140.00466,963.372228488372,104.073795621982,29.89136134292,50.0954953271242,14.7973511599035,384.089901005913,202.868219564264,250.237,189.075727688809,0.401,0,0.18,0.0530232558139535,0,0.0558139534883721,0.0581395348837209,0.0562790697674419,0,0.0109302325581395,0.0290697674418605,0
"2","sample_00002","29.04.22","t4",2,NA,NA,15.328,0.445581395348837,44023.39146,1279.74975174419,84.3306841038303,19.4403973543169,39.4515032972158,9.70937136316466,219.446364967829,140.620046987019,96.5825,115.417622738628,0.605833333333333,0,0.137674418604651,0.0818604651162791,0,0,0,0.0290697674418605,0,0.00813953488372093,0,0
"3","sample_00003","29.04.22","t4",3,NA,NA,90.392,2.62767441860465,101822.38974,2959.95319011628,93.4329034708635,40.2726257562826,40.2586218763843,14.8356871244961,219.648582688535,155.966738489112,137.349375,116.330150317605,0.43625,0.0286046511627907,0.270232558139535,0,0.0867441860465116,0.0290697674418605,0,0.0290697674418605,0,0,0,0
"4","sample_00004","29.04.22","t4",4,NA,NA,116.824,3.39604651162791,127419.47514,3704.05450988372,98.4745942774834,36.7068989513417,35.3876949388926,17.8864284194704,311.346585550134,236.561877707084,199.803888888889,267.599681727123,0.75,0,0.203488372093023,0.0758139534883721,0,0,0,0.0237209302325581,0,0.0983720930232558,0,0
"5","sample_00005","29.04.22","t4",5,NA,NA,63.336,1.84116279069767,72691.81218,2113.134075,93.7737983784408,37.0901924611358,36.1575333220175,16.2403323590353,199.324345567947,115.570570782944,104.121428571429,79.1607264638578,0.53,0,0.0972093023255814,0,0,0,0,0.0158139534883721,0,0.0372093023255814,0,0
"6","sample_00006","29.04.22","t4",6,NA,NA,60.792,1.76720930232558,73598.27994,2139.48488197674,103.21021420926,69.5956052934621,45.500519083663,25.5067558103851,296.369853046171,259.174670772753,190.146666666667,275.474581586033,0.434444444444444,0.111860465116279,0.0290697674418605,0,0,0.0137209302325581,0.0290697674418605,0,0.00651162790697674,0.00651162790697674,0,0
"7","sample_00007","29.04.22","t4",7,NA,NA,24.464,0.711162790697674,72286.34238,2101.3471622093,92.9353519921659,52.166407863161,36.1928158645161,14.7887756428465,289.752507936508,269.833654402712,234.821111111111,291.718243192144,0.433333333333333,0.0869767441860465,0.116279069767442,0,0,0,0,0,0.0255813953488372,0,0,0
"8","sample_00008","29.04.22","t4",8,NA,NA,86.432,2.51255813953488,83542.13154,2428.55033546512,93.2465641110198,55.8166056204166,32.2998230489575,16.6785732970492,340.094850335509,316.512239965212,280.097,306.194183414164,0.716,0.0569767441860465,0.0581395348837209,0,0,0,0,0.0272093023255814,0.0251162790697674,0.0244186046511628,0,0
"9","sample_00009","29.04.22","t4",9,NA,NA,80.736,2.34697674418605,71781.80148,2086.6802755814,92.5425927252178,57.5117075874957,43.5444318070737,22.5430702550893,184.838887088024,62.0592359412732,117.004736842105,73.161878762738,0.411052631578947,0.181860465116279,0.190232558139535,0,0,0,0,0,0,0.0146511627906977,0.0290697674418605,0
"10","sample_00010","29.04.22","t4",10,NA,NA,97.736,2.84116279069767,115619.77908,3361.04008953488,78.6659817691735,60.9083378052254,33.0775510651692,18.1863375845228,180.288746220324,119.600187610385,81.73125,63.7037389666677,0.4875,0.0883720930232558,0.174883720930233,0,0,0,0,0,0,0,0.0290697674418605,0
