"","file","date","time_point","culture_ID","comment","time","replicate","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","07.05.22","t6",1,NA,NA,1,26.608,0.773488372093023,33140.00466,963.372228488372,117.5636511,12.2426977003888,50.9088888,5.24088485114241,244.6405,123.442937331384,181.385,58.5983358694312,0.255,0,0,0,0,0,0,0,0,0,0,0
"2","sample_00002","07.05.22","t6",2,NA,NA,1,15.328,0.445581395348837,44023.39146,1279.74975174419,112.440146215973,13.4184680756585,37.9924444324937,2.3733109920771,204.049725785704,30.8272389272583,134.88,104.636930860954,0.496666666666667,0,0,0,0,0,0,0,0,0,0,0
"3","sample_00003","07.05.22","t6",3,NA,NA,1,90.392,2.62767441860465,101822.38974,2959.95319011628,106.133180433794,12.9970033966331,44.1473924828063,4.85769840521781,170.229587285902,56.4767914239613,96.555,80.4960481431646,0.5075,0,0,0,0,0,0,0,0,0,0,0
"4","sample_00004","07.05.22","t6",4,NA,NA,1,116.824,3.39604651162791,127419.47514,3704.05450988372,84.4633531914894,NA,38.0007191489362,NA,196.712765957447,NA,183.08,NA,0.26,0,0,0,0,0,0,0,0,0,0,0
"5","sample_00005","07.05.22","t6",5,NA,NA,1,63.336,1.84116279069767,72691.81218,2113.134075,77.723388,NA,56.8860408,NA,622.922,NA,148.17,NA,0.3,0,0,0,0,0,0,0,0,0,0,0
"6","sample_00006","07.05.22","t6",6,NA,NA,1,60.792,1.76720930232558,73598.27994,2139.48488197674,92.945263624901,33.9694424818499,45.2063460544669,13.1893816634592,335.707389478034,273.278887986325,186.067857142857,251.15124750999,0.642142857142857,0,0,0,0,0,0,0,0,0,0,0
"7","sample_00007","07.05.22","t6",7,NA,NA,1,24.464,0.711162790697674,72286.34238,2101.3471622093,104.695282957555,31.7881443168433,48.0839713083256,11.9143184073927,354.859373617091,246.39339973743,175.803846153846,156.398301276925,0.536923076923077,0,0,0,0,0,0,0,0,0,0,0
"8","sample_00008","07.05.22","t6",8,NA,NA,1,86.432,2.51255813953488,83542.13154,2428.55033546512,109.567053440909,47.9678422495398,49.3787780919276,14.4178940800168,260.895330192891,179.007191686322,146.738,141.015370651571,0.547333333333333,0,0,0,0,0,0,0,0,0,0,0
"9","sample_00009","07.05.22","t6",9,NA,NA,1,80.736,2.34697674418605,71781.80148,2086.6802755814,98.4710742039867,31.6637705744998,43.6933549076412,13.1831020669215,332.860042820229,266.850471221819,201.913333333333,220.044663307248,0.378888888888889,0,0,0,0,0,0,0,0,0,0,0
"10","sample_00010","07.05.22","t6",10,NA,NA,1,97.736,2.84116279069767,115619.77908,3361.04008953488,112.505708133983,35.3565246495424,49.3840961308217,11.6587940620678,206.907980160707,161.961051195309,104.393125,114.780572846265,0.433125,0,0,0,0,0,0,0,0,0,0,0
"11","sample_00011","07.05.22","t6",11,NA,NA,1,78.192,2.27302325581395,79222.63158,2302.98347616279,108.210742955769,34.3627816830109,49.1248873172913,7.75348547342923,251.260507095407,167.59391147611,168.765769230769,166.578608306663,0.417307692307692,0,0,0,0,0,0,0,0,0,0,0
"12","sample_00012","07.05.22","t6",12,NA,NA,1,107.192,3.11604651162791,137685.8655,4002.49609011628,93.174129051625,47.0483609362903,44.0217272691378,17.3868849575249,217.438828439405,209.005264315809,117.498125,186.060536323574,0.6725,0,0,0,0,0,0,0,0,0,0,0
"13","sample_00013","07.05.22","t6",13,NA,NA,1,82.704,2.40418604651163,87994.55736,2557.98131860465,109.129145964667,55.7854398228273,39.5809196744751,15.622866888385,215.509650975949,132.866038119347,170.521034482759,135.182142558656,0.421379310344828,0,0,0,0,0,0,0,0,0,0,0
"14","sample_00014","07.05.22","t6",14,NA,NA,1,107.648,3.1293023255814,137656.20978,4001.63400523256,99.6309048794347,32.595400612607,44.9917464337951,12.2281489239372,220.235196631518,158.744524425025,94.0485714285714,89.4344462856319,0.512857142857143,0,0,0,0,0,0,0,0,0,0,0
"15","sample_00015","07.05.22","t6",15,NA,NA,1,98.192,2.85441860465116,43331.99328,1259.65096744186,104.064069444208,74.7946790490024,44.3231338832971,20.3475578851193,267.363335251792,191.799127362633,135.922424242424,155.055920397092,0.566666666666667,0,0,0,0,0,0,0,0,0,0,0
"16","sample_00016","07.05.22","t6",16,NA,NA,1,88.024,2.55883720930233,123431.69934,3588.13079476744,119.6008404,29.0822671200596,44.674734,12.1915585083347,286.446296296296,223.483655447693,105.693333333333,75.6417724100469,0.603333333333333,0,0,0,0,0,0,0,0,0,0,0
"17","sample_00017","07.05.22","t6",17,NA,NA,1,81.88,2.38023255813953,71155.61964,2068.47731511628,139.644812657812,28.3003283181234,57.2481129515625,10.7677481082806,390.4025859375,145.279362506483,181.9025,48.5386151258288,0.3975,0,0,0,0,0,0,0,0,0,0,0
"18","sample_00018","07.05.22","t6",18,NA,NA,1,77.256,2.24581395348837,79823.0943,2320.4387877907,82.8734552709677,21.0820654334795,42.1842603483871,6.35551097453518,379.511333333333,191.225486348795,250.273333333333,124.243194716384,0.336666666666667,0,0,0,0,0,0,0,0,0,0,0
"19","sample_00019","07.05.22","t6",19,NA,NA,1,47.184,1.37162790697674,42018.48108,1221.46747325581,95.6175096739843,24.012345435056,47.1576364149323,5.39034100953572,490.376868674269,381.671610959108,301.0425,234.348804331634,0.385,0,0,0,0,0,0,0,0,0,0,0
