"","file","date","time_point","culture_ID","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"1","sample_00001","03.05.22","t5",1,3.84,0.111627906976744,16256.97702,472.58654127907,107.56792598278,26.0176432875153,47.2689453639953,7.11205836751529,283.622968185358,264.720793218007,225.796,247.765236928024,0.354,0,0.0893023255813954,0,0,0,0,0.0223255813953488,0,0,0,0
"2","sample_00002","03.05.22","t5",2,3.336,0.0969767441860465,12775.05432,371.367858139535,89.4603088612056,38.9141359193902,38.6398111241504,17.5055195844733,308.634115532314,112.043555074619,184.378,143.166467512473,0.468,0,0.0190697674418605,0.0381395348837209,0,0,0,0.0290697674418605,0,0.0106976744186047,0,0
"3","sample_00003","03.05.22","t5",3,3.432,0.0997674418604651,12440.04966,361.629350581395,96.76616235,18.9916181478664,45.33145365,5.90998187102502,213.643935185185,151.028826379756,96.3825,94.0849355192778,0.3975,0,0.0872093023255814,0.0125581395348837,0,0,0,0,0,0,0,0
"4","sample_00004","03.05.22","t5",4,3.248,0.0944186046511628,15734.85264,457.408506976744,128.175054532258,12.2877233485766,48.2113248967742,10.9851765356792,455.144532258064,339.432855989735,321.24,414.413934209103,0.16,0,0.0581395348837209,0,0,0.0290697674418605,0,0,0.0072093023255814,0,0,0
"5","sample_00005","03.05.22","t5",5,4.272,0.124186046511628,11544.47316,335.59515,79.6854617338462,38.1285203039494,37.9260892664128,13.8512140581468,179.504089093702,32.7859509167403,142.68,61.2451927909448,0.378333333333333,0.0362790697674419,0.087906976744186,0,0,0,0,0,0,0,0,0
"6","sample_00006","03.05.22","t5",6,12.232,0.355581395348837,51624.70362,1500.71812848837,107.868436502391,38.2568175931416,43.4130598217896,11.4026153572728,272.691738598754,187.36006204158,174.776666666667,116.708815841984,0.329333333333333,0.0269767441860465,0.183255813953488,0.0581395348837209,0,0,0.0290697674418605,0,0.0581395348837209,0,0,0
"7","sample_00007","03.05.22","t5",7,7.736,0.224883720930233,30664.67058,891.41484244186,90.5177306303611,53.5306667020129,40.2642020095164,18.393482177564,329.621372235872,244.388476043644,138.547272727273,93.3823971732263,0.513636363636364,0.0748837209302326,0.0727906976744186,0,0,0.0430232558139535,0,0.0290697674418605,0,0.00511627906976744,0,0
"8","sample_00008","03.05.22","t5",8,9.392,0.273023255813953,46354.64598,1347.51877848837,110.124076238112,55.6314140885202,41.4045569993346,14.7096611168122,282.710683660078,229.309008918948,159.699230769231,165.464337923188,0.506153846153846,0.0913953488372093,0.0872093023255814,0.0290697674418605,0.00790697674418605,0.00697674418604651,0,0,0.0434883720930233,0.00697674418604651,0,0
"9","sample_00009","03.05.22","t5",9,11.816,0.343488372093023,51204.53718,1488.5039877907,108.275303387484,60.3975395711986,43.1784952764733,17.0227157837818,266.31800962167,168.08552429279,150.5675,125.132964708818,0.464166666666667,0.145348837209302,0.113488372093023,0,0,0.0555813953488372,0,0,0.0290697674418605,0,0,0
"10","sample_00010","03.05.22","t5",10,9.688,0.281627906976744,38179.37754,1109.86562616279,94.2047516804848,46.9492205993954,39.9454171077666,14.0108078785056,317.025565489717,307.164200897521,189.852857142857,293.289533643898,0.493571428571429,0.0488372093023256,0.0872093023255814,0,0.0383720930232558,0.0290697674418605,0,0.0490697674418605,0,0,0.0290697674418605,0
