"","file","date","time_point","culture_ID","comment","indiv_per_frame","indiv_per_volume","bioarea_per_frame","bioarea_per_volume","major_mean","major_sd","minor_mean","minor_sd","gross_speed_mean","gross_speed_sd","net_speed_mean","net_speed_sd","sd_turning_mean","Ble","Cep","Col","Eug","Eup","Lox","Pau","Pca","Spi","Spi_te","Tet"
"62","sample_00062","17.04.2022","t1",62,NA,2,0.0581395348837209,68600.76624,1994.20832093023,79.2852446056669,37.8559998582742,36.5835445414611,13.6799093634675,309.101994102002,252.336011828578,197.192777777778,258.422114126281,0.593148148148148,0.306744186046512,0.173488372093023,0.196744186046512,0,0.0630232558139535,0.0565116279069767,0.109767441860465,0.116744186046512,0.0413953488372093,0.0290697674418605,0
"63","sample_00063","17.04.2022","t1",63,NA,3.92,0.113953488372093,97846.03008,2844.36133953488,84.6997667981245,45.3363871561966,39.7082215126589,17.6263169982621,387.104315609842,238.336375103618,255.110487804878,246.035166307087,0.491463414634146,0.20906976744186,0.143488372093023,0.259302325581395,0.0453488372093023,0.0476744186046512,0.0290697674418605,0.0406976744186046,0.0376744186046512,0.00767441860465116,0.0495348837209302,0
"64","sample_00064","17.04.2022","t1",64,NA,3.552,0.103255813953488,83540.42568,2428.50074651163,85.1428636206584,56.4775833406349,36.3561435211392,15.7522722679312,249.580707905309,171.579971991219,172.046724137931,182.9463043876,0.530344827586207,0.434418604651163,0.303488372093023,0.198372093023256,0.00441860465116279,0.00627906976744186,0.0290697674418605,0.0423255813953488,0.037906976744186,0.0116279069767442,0.128372093023256,0
"65","sample_00065","17.04.2022","t1",65,NA,1.784,0.0518604651162791,100230.4287,2913.67525290698,76.4273744685049,53.2782906413016,36.370987575838,17.0268372846649,223.716139919312,173.838272218928,146.233725490196,191.58918493444,0.686666666666667,0.486046511627907,0.375581395348837,0.0948837209302326,0,0.0469767441860465,0,0,0,0,0.0290697674418605,0
"66","sample_00066","17.04.2022","t1",66,NA,3.4,0.0988372093023256,154366.28946,4487.39213546512,90.9008698961997,49.253126450056,39.8857061198399,13.4753894319851,380.708767679727,246.319148993533,282.440833333333,264.631596300046,0.440333333333333,0.328604651162791,0.253023255813954,0.436976744186047,0.0290697674418605,0.0937209302325581,0,0.0774418604651163,0.0072093023255814,0,0.111627906976744,0
"67","sample_00067","17.04.2022","t1",67,NA,2,0.0581395348837209,85014.55116,2471.35323139535,95.8119038016659,133.347043237042,37.1117229261381,18.0636829963421,414.115967166719,280.599976665385,304.944576271186,292.922279084178,0.423050847457627,0.308604651162791,0.096046511627907,0.351162790697674,0.115116279069767,0.0595348837209302,0,0.11046511627907,0.062093023255814,0.0674418604651163,0.0290697674418605,0
"68","sample_00068","17.04.2022","t1",68,NA,0.888,0.0258139534883721,18184.33638,528.614429651163,91.4000851767085,43.7225988601025,39.8408378759649,13.0906240224458,344.625090412093,263.375102299584,226.263529411765,264.553555771405,0.669019607843137,0.195581395348837,0.209767441860465,0.10093023255814,0.0411627906976744,0.0858139534883721,0.114186046511628,0.0869767441860465,0.0804651162790698,0.0769767441860465,0.047906976744186,0
"69","sample_00069","17.04.2022","t1",69,NA,3.992,0.116046511627907,76848.993,2233.98235465116,83.9081506032525,34.683146854491,39.162552858009,12.0616969925109,450.057024155316,330.267358636898,353.533404255319,338.751960349063,0.505957446808511,0.103255813953488,0.245348837209302,0.246744186046512,0,0.073953488372093,0,0.0776744186046512,0.0288372093023256,0.0274418604651163,0.0581395348837209,0
"70","sample_00070","17.04.2022","t1",70,NA,5.008,0.145581395348837,64430.06976,1872.96714418605,78.4594234785916,39.8457330999357,36.1820040753969,14.6713634391326,342.488003040136,275.559544375454,233.492325581395,279.442499823254,0.605232558139535,0.451162790697674,0.416511627906977,0.312325581395349,0.0409302325581395,0.0716279069767442,0.0581395348837209,0.111627906976744,0.0525581395348837,0.123953488372093,0.0483720930232558,0
"71","sample_00071","17.04.2022","t1",71,NA,1,0.0290697674418605,31447.92276,914.183801162791,78.9100056238685,45.7079743305903,35.9074796075722,15.1300344324622,303.885315908314,192.596933036172,217.107105263158,221.613961433401,0.466052631578947,0.241627906976744,0.193953488372093,0.37046511627907,0.0286046511627907,0,0,0,0,0,0,0
"72","sample_00072","17.04.2022","t1",72,NA,5.384,0.156511627906977,156214.26072,4541.11223023256,83.81692049789,77.8033159255792,36.9490248558766,15.6305389794009,313.578597319222,206.546723336133,226.4195,218.591356826858,0.435,0.504186046511628,0.184651162790698,0.353720930232558,0,0.0697674418604651,0.0295348837209302,0.0102325581395349,0.0669767441860465,0.0581395348837209,0,0
"73","sample_00073","17.04.2022","t1",73,NA,6.6,0.191860465116279,153507.0609,4462.41456104651,74.1243118589688,34.3301705201259,36.5598677803451,13.6013688777986,341.508578602081,241.143193815034,257.990588235294,233.578191819457,0.493333333333333,0.284186046511628,0.273488372093023,0.315813953488372,0,0.12093023255814,0.017906976744186,0,0.0276744186046512,0,0.0290697674418605,0
"74","sample_00074","17.04.2022","t1",74,NA,4.576,0.133023255813953,98771.2623,2871.257625,79.8732461379721,72.7266975784341,33.9786223396441,16.61483956367,323.924943395086,182.940280634387,247.630410958904,195.46028478695,0.396164383561644,0.559302325581395,0.254418604651163,0.433488372093023,0,0.0188372093023256,0.0172093023255814,0.0465116279069768,0.107674418604651,0.0483720930232558,0.04,0.0288372093023256
"75","sample_00075","17.04.2022","t1",75,NA,3.976,0.115581395348837,150473.2545,4374.22251453488,71.9321359023401,35.7304914880444,32.4911574698435,14.13009519931,312.517763373436,204.847077551873,221.046,210.357849204757,0.5515,0.288604651162791,0.129302325581395,0.23046511627907,0.0290697674418605,0.0983720930232558,0,0.026046511627907,0.0290697674418605,0.0367441860465116,0,0
"76","sample_00076","17.04.2022","t1",76,NA,4.24,0.123255813953488,34526.6064,1003.68041860465,79.3315376413777,48.130209178282,36.1328973629692,17.9897029857731,326.090910121418,196.867969810852,232.398039215686,195.053605370622,0.550980392156863,0.436046511627907,0.142558139534884,0.264186046511628,0,0.0172093023255814,0.0872093023255814,0.0393023255813954,0.0290697674418605,0.0253488372093023,0,0
